"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
-95.3647953295434,-97.1668661925114,-98.9689370554795,-100.771007918447,-102.573078781416,-104.375149644384,-106.177220507352,-107.97929137032,-109.781362233288,-111.583433096256,-113.385503959224,-115.187574822192,-116.98964568516,-118.791716548128,-120.593787411096,-122.395858274064,-124.197929137032
-93.5389319067817,-95.2719359122651,-97.0049399177486,-98.737943923232,-100.470947928715,-102.203951934199,-103.936955939682,-105.669959945166,-107.402963950649,-109.135967956133,-110.868971961616,-112.601975967099,-114.334979972583,-116.067983978066,-117.80098798355,-119.533991989033,-121.266995994517
-92.9306767298671,-94.6994604516396,-96.4682441734121,-98.2370278951847,-100.005811616957,-101.77459533873,-103.543379060502,-105.312162782275,-107.080946504047,-108.84973022582,-110.618513947592,-112.387297669365,-114.156081391137,-115.92486511291,-117.693648834682,-119.462432556455,-121.231216278227
-75.2176043003522,-76.4400981650374,-77.6625920297225,-78.8850858944077,-80.1075797590929,-81.330073623778,-82.5525674884632,-83.7750613531484,-84.9975552178335,-86.2200490825187,-87.4425429472038,-88.665036811889,-89.8875306765742,-91.1100245412593,-92.3325184059445,-93.5550122706297,-94.7775061353148
-74.6289386968787,-75.5625305382388,-76.4961223795988,-77.4297142209589,-78.363306062319,-79.2968979036791,-80.2304897450392,-81.1640815863992,-82.0976734277593,-83.0312652691194,-83.9648571104795,-84.8984489518396,-85.8320407931996,-86.7656326345597,-87.6992244759198,-88.6328163172798,-89.5664081586399
-89.8945691442006,-90.8419474298359,-91.7893257154711,-92.7367040011064,-93.6840822867416,-94.6314605723769,-95.5788388580122,-96.5262171436474,-97.4735954292827,-98.4209737149179,-99.3683520005532,-100.315730286188,-101.263108571824,-102.210486857459,-103.157865143094,-104.105243428729,-105.052621714365
-73.8972964305181,-74.2268672287229,-74.5564380269277,-74.8860088251325,-75.2155796233374,-75.5451504215422,-75.874721219747,-76.2042920179518,-76.5338628161566,-76.8634336143615,-77.1930044125663,-77.5225752107711,-77.8521460089759,-78.1817168071807,-78.5112876053855,-78.8408584035904,-79.1704292017952
-107.921511480787,-109.837893158388,-111.754274835989,-113.670656513589,-115.58703819119,-117.503419868791,-119.419801546392,-121.336183223992,-123.252564901593,-125.168946579194,-127.085328256795,-129.001709934395,-130.918091611996,-132.834473289597,-134.750854967198,-136.667236644798,-138.583618322399
-107.330426718875,-108.810989853059,-110.291552987243,-111.772116121426,-113.25267925561,-114.733242389794,-116.213805523978,-117.694368658162,-119.174931792346,-120.655494926529,-122.136058060713,-123.616621194897,-125.097184329081,-126.577747463265,-128.058310597449,-129.538873731632,-131.019436865816
-106.738383739547,-108.665537637221,-110.592691534894,-112.519845432568,-114.446999330242,-116.374153227916,-118.301307125589,-120.228461023263,-122.155614920937,-124.08276881861,-126.009922716284,-127.937076613958,-129.864230511631,-131.791384409305,-133.718538306979,-135.645692204653,-137.572846102326
-106.145430221031,-107.519228443323,-108.893026665616,-110.266824887908,-111.6406231102,-113.014421332492,-114.388219554785,-115.762017777077,-117.135815999369,-118.509614221662,-119.883412443954,-121.257210666246,-122.631008888539,-124.004807110831,-125.378605333123,-126.752403555415,-128.126201777708
-107.99965556269,-109.205558176649,-110.411460790609,-111.617363404568,-112.823266018528,-114.029168632487,-115.235071246446,-116.440973860406,-117.646876474365,-118.852779088325,-120.058681702284,-121.264584316244,-122.470486930203,-123.676389544162,-124.882292158122,-126.088194772081,-127.294097386041
-107.404779325147,-108.116262894256,-108.827746463365,-109.539230032474,-110.250713601583,-110.962197170692,-111.673680739801,-112.38516430891,-113.096647878019,-113.808131447128,-114.519615016237,-115.231098585346,-115.942582154455,-116.654065723564,-117.365549292673,-118.077032861782,-118.788516430891
-106.808926081756,-106.7907539593,-106.772581836844,-106.754409714387,-106.736237591931,-106.718065469475,-106.699893347019,-106.681721224562,-106.663549102106,-106.64537697965,-106.627204857194,-106.609032734737,-106.590860612281,-106.572688489825,-106.554516367369,-106.536344244912,-106.518172122456
-106.212144407187,-107.523194736176,-108.834245065165,-110.145295394154,-111.456345723143,-112.767396052132,-114.078446381121,-115.38949671011,-116.700547039099,-118.011597368088,-119.322647697077,-120.633698026066,-121.944748355055,-123.255798684044,-124.566849013033,-125.877899342022,-127.188949671011
-108.078824819055,-108.897717476758,-109.71661013446,-110.535502792163,-111.354395449866,-112.173288107568,-112.992180765271,-113.811073422974,-114.629966080676,-115.448858738379,-116.267751396081,-117.086644053784,-117.905536711487,-118.724429369189,-119.543322026892,-120.362214684595,-121.181107342297
-107.48010901922,-107.334220253384,-107.188331487547,-107.042442721711,-106.896553955874,-106.750665190038,-106.604776424201,-106.458887658365,-106.312998892528,-106.167110126692,-106.021221360855,-105.875332595019,-105.729443829182,-105.583555063346,-105.437666297509,-105.291777531673,-105.145888765836
-106.880396933395,-106.240373584372,-105.600350235349,-104.960326886325,-104.320303537302,-103.680280188279,-103.040256839256,-102.400233490232,-101.760210141209,-101.120186792186,-100.480163443163,-99.8401400941394,-99.2001167451162,-98.5600933960929,-97.9200700470697,-97.2800466980465,-96.6400233490232
-106.279738054875,-105.733871110471,-105.188004166066,-104.642137221662,-104.096270277257,-103.550403332853,-103.004536388449,-102.458669444044,-101.91280249964,-101.366935555235,-100.821068610831,-100.275201666426,-99.7293347220221,-99.1834677776176,-98.6376008332132,-98.0917338888088,-97.5458669444044
-98.392347699839,-99.6045625410249,-100.816777382211,-102.028992223397,-103.241207064583,-104.453421905769,-105.665636746955,-106.877851588141,-108.090066429327,-109.302281270512,-110.514496111698,-111.726710952884,-112.93892579407,-114.151140635256,-115.363355476442,-116.575570317628,-117.787785158814
-97.7878875835612,-98.85918831394,-99.9304890443187,-101.001789774697,-102.073090505076,-103.144391235455,-104.215691965834,-105.286992696212,-106.358293426591,-107.42959415697,-108.500894887349,-109.572195617727,-110.643496348106,-111.714797078485,-112.786097808864,-113.857398539242,-114.928699269621
-105.551614296152,-105.842695808143,-106.133777320134,-106.424858832125,-106.715940344116,-107.007021856107,-107.298103368098,-107.589184880089,-107.88026639208,-108.171347904072,-108.462429416063,-108.753510928054,-109.044592440045,-109.335673952036,-109.626755464027,-109.917836976018,-110.208918488009
-104.956984530248,-103.812456028469,-102.667927526689,-101.52339902491,-100.378870523131,-99.2343420213515,-98.0898135195722,-96.9452850177929,-95.8007565160136,-94.6562280142344,-93.5116995124551,-92.3671710106758,-91.2226425088965,-90.0781140071172,-88.9335855053379,-87.7890570035586,-86.6445285017793
-105.61448334555,-105.401866678165,-105.189250010779,-104.976633343394,-104.764016676009,-104.551400008624,-104.338783341238,-104.126166673853,-103.913550006468,-103.700933339082,-103.488316671697,-103.275700004312,-103.063083336926,-102.850466669541,-102.637850002156,-102.425233334771,-102.212616667385
-105.678182361808,-105.197112811113,-104.716043260419,-104.234973709724,-103.75390415903,-103.272834608335,-102.79176505764,-102.310695506946,-101.829625956251,-101.348556405557,-100.867486854862,-100.386417304168,-99.9053477534729,-99.4242782027783,-98.9432086520838,-98.4621391013892,-97.9810695506946
-111.750572553112,-111.529950638223,-111.309328723334,-111.088706808445,-110.868084893556,-110.647462978667,-110.426841063778,-110.206219148889,-109.985597234,-109.764975319112,-109.544353404223,-109.323731489334,-109.103109574445,-108.882487659556,-108.661865744667,-108.441243829778,-108.220621914889
-72.7221225635179,-72.5031741774286,-72.2842257913393,-72.06527740525,-71.8463290191607,-71.6273806330715,-71.4084322469822,-71.1894838608929,-70.9705354748036,-70.7515870887143,-70.532638702625,-70.3136903165357,-70.0947419304464,-69.8757935443572,-69.6568451582679,-69.4378967721786,-69.2189483860893
-91.1401425225002,-92.3377811976472,-93.5354198727943,-94.7330585479413,-95.9306972230884,-97.1283358982354,-98.3259745733825,-99.5236132485295,-100.721251923677,-101.918890598824,-103.116529273971,-104.314167949118,-105.511806624265,-106.709445299412,-107.907083974559,-109.104722649706,-110.302361324853
-92.3470521939394,-93.3854608884136,-94.4238695828877,-95.4622782773619,-96.500686971836,-97.5390956663102,-98.5775043607843,-99.6159130552585,-100.654321749733,-101.692730444207,-102.731139138681,-103.769547833155,-104.807956527629,-105.846365222103,-106.884773916578,-107.923182611052,-108.961591305526
-91.74341088818,-92.3467396594635,-92.9500684307471,-93.5533972020306,-94.1567259733141,-94.7600547445977,-95.3633835158812,-95.9667122871647,-96.5700410584482,-97.1733698297318,-97.7766986010153,-98.3800273722988,-98.9833561435824,-99.5866849148659,-100.190013686149,-100.793342457433,-101.396671228716
-92.9510138583441,-94.100954219618,-95.2508945808919,-96.4008349421657,-97.5507753034396,-98.7007156647135,-99.8506560259874,-101.000596387261,-102.150536748535,-103.300477109809,-104.450417471083,-105.600357832357,-106.750298193631,-107.900238554904,-109.050178916178,-110.200119277452,-111.350059638726
-96.5785491020476,-97.6327520960448,-98.686955090042,-99.7411580840392,-100.795361078036,-101.849564072034,-102.903767066031,-103.957970060028,-105.012173054025,-106.066376048022,-107.12057904202,-108.174782036017,-109.228985030014,-110.283188024011,-111.337391018008,-112.391594012006,-113.445797006003
-95.9737769809146,-96.6223783349784,-97.2709796890423,-97.9195810431061,-98.56818239717,-99.2167837512338,-99.8653851052977,-100.513986459362,-101.162587813425,-101.811189167489,-102.459790521553,-103.108391875617,-103.756993229681,-104.405594583745,-105.054195937808,-105.702797291872,-106.351398645936
-108.511590829068,-109.922673721476,-111.333756613884,-112.744839506291,-114.155922398699,-115.567005291107,-116.978088183515,-118.389171075922,-119.80025396833,-121.211336860738,-122.622419753146,-124.033502645553,-125.444585537961,-126.855668430369,-128.266751322777,-129.677834215184,-131.088917107592
-109.777944002273,-109.320417884492,-108.862891766711,-108.405365648931,-107.94783953115,-107.490313413369,-107.032787295588,-106.575261177808,-106.117735060027,-105.660208942246,-105.202682824465,-104.745156706685,-104.287630588904,-103.830104471123,-103.372578353342,-102.915052235562,-102.457526117781
-109.186285207054,-109.381209606639,-109.576134006224,-109.771058405809,-109.965982805394,-110.160907204979,-110.355831604564,-110.550756004149,-110.745680403734,-110.94060480332,-111.135529202905,-111.33045360249,-111.525378002075,-111.72030240166,-111.915226801245,-112.11015120083,-112.305075600415
-108.593506717249,-109.35271220447,-110.11191769169,-110.871123178911,-111.630328666132,-112.389534153352,-113.148739640573,-113.907945127794,-114.667150615014,-115.426356102235,-116.185561589455,-116.944767076676,-117.703972563897,-118.463178051117,-119.222383538338,-119.981589025559,-120.740794512779
-109.273072154251,-110.227597321648,-111.182122489045,-112.136647656442,-113.091172823839,-114.045697991236,-115.000223158633,-115.95474832603,-116.909273493427,-117.863798660824,-118.818323828221,-119.772848995618,-120.727374163015,-121.681899330412,-122.636424497809,-123.590949665206,-124.545474832603
-108.676495353276,-109.313172097201,-109.949848841126,-110.586525585051,-111.223202328976,-111.859879072901,-112.496555816826,-113.133232560751,-113.769909304676,-114.4065860486,-115.043262792525,-115.67993953645,-116.316616280375,-116.9532930243,-117.589969768225,-118.22664651215,-118.863323256075
-70.9741714402179,-68.946279002558,-66.9183865648981,-64.8904941272383,-62.8626016895784,-60.8347092519185,-58.8068168142586,-56.7789243765988,-54.7510319389389,-52.723139501279,-50.6952470636191,-48.6673546259593,-46.6394621882994,-44.6115697506395,-42.5836773129796,-40.5557848753198,-38.5278924376599
-70.8099801882706,-69.6152754713135,-68.4205707543564,-67.2258660373993,-66.0311613204422,-64.8364566034851,-63.641751886528,-62.4470471695709,-61.2523424526138,-60.0576377356568,-58.8629330186997,-57.6682283017426,-56.4735235847855,-55.2788188678284,-54.0841141508713,-52.8894094339142,-51.6947047169571
-70.2280385096914,-68.3028597738272,-66.377681037963,-64.4525023020988,-62.5273235662346,-60.6021448303704,-58.6769660945062,-56.751787358642,-54.8266086227778,-52.9014298869136,-50.9762511510494,-49.0510724151852,-47.125893679321,-45.2007149434568,-43.2755362075926,-41.3503574717284,-39.4251787358642
-95.3690071656627,-96.4061243912119,-97.4432416167612,-98.4803588423105,-99.5174760678597,-100.554593293409,-101.591710518958,-102.628827744507,-103.665944970057,-104.703062195606,-105.740179421155,-106.777296646704,-107.814413872254,-108.851531097803,-109.888648323352,-110.925765548901,-111.962882774451
-94.7642928313824,-95.9840403118893,-97.2037877923962,-98.4235352729032,-99.6432827534101,-100.863030233917,-102.082777714424,-103.302525194931,-104.522272675438,-105.742020155945,-106.961767636452,-108.181515116959,-109.401262597465,-110.621010077972,-111.840757558479,-113.060505038986,-114.280252519493
-94.1596871239006,-95.3855878813182,-96.6114886387358,-97.8373893961534,-99.063290153571,-100.289190910989,-101.515091668406,-102.740992425824,-103.966893183241,-105.192793940659,-106.418694698077,-107.644595455494,-108.870496212912,-110.09639697033,-111.322297727747,-112.548198485165,-113.774099242582
-93.5552431317717,-94.7284641240204,-95.9016851162691,-97.0749061085179,-98.2481271007666,-99.4213480930153,-100.594569085264,-101.767790077513,-102.941011069761,-104.11423206201,-105.287453054259,-106.460674046508,-107.633895038756,-108.807116031005,-109.980337023254,-111.153558015503,-112.326779007751
-74.0420813145306,-73.8631353548523,-73.6841893951741,-73.5052434354958,-73.3262974758175,-73.1473515161393,-72.968405556461,-72.7894595967827,-72.6105136371044,-72.4315676774262,-72.2526217177479,-72.0736757580696,-71.8947297983914,-71.7157838387131,-71.5368378790348,-71.3578919193565,-71.1789459596783
-97.1832703527546,-98.0254309202396,-98.8675914877246,-99.7097520552097,-100.551912622695,-101.39407319018,-102.236233757665,-103.07839432515,-103.920554892635,-104.76271546012,-105.604876027605,-106.44703659509,-107.289197162575,-108.13135773006,-108.973518297545,-109.81567886503,-110.657839432515
-71.5547968608372,-70.6986323396115,-69.8424678183858,-68.98630329716,-68.1301387759343,-67.2739742547086,-66.4178097334829,-65.5616452122572,-64.7054806910315,-63.8493161698057,-62.99315164858,-62.1369871273543,-61.2808226061286,-60.4246580849029,-59.5684935636772,-58.7123290424514,-57.8561645212257
-102.012849617773,-102.570917287316,-103.128984956859,-103.687052626401,-104.245120295944,-104.803187965487,-105.36125563503,-105.919323304572,-106.477390974115,-107.035458643658,-107.593526313201,-108.151593982743,-108.709661652286,-109.267729321829,-109.825796991372,-110.383864660914,-110.941932330457
-101.410440600663,-101.886297035918,-102.362153471173,-102.838009906428,-103.313866341683,-103.789722776939,-104.265579212194,-104.741435647449,-105.217292082704,-105.693148517959,-106.169004953214,-106.644861388469,-107.120717823724,-107.59657425898,-108.072430694235,-108.54828712949,-109.024143564745
-99.6005846520631,-100.506432613706,-101.41228057535,-102.318128536993,-103.223976498636,-104.12982446028,-105.035672421923,-105.941520383567,-106.84736834521,-107.753216306853,-108.659064268497,-109.56491223014,-110.470760191783,-111.376608153427,-112.28245611507,-113.188304076713,-114.094152038357
-98.9965976897467,-99.9085625315263,-100.820527373306,-101.732492215086,-102.644457056865,-103.556421898645,-104.468386740424,-105.380351582204,-106.292316423984,-107.204281265763,-108.116246107543,-109.028210949322,-109.940175791102,-110.852140632882,-111.764105474661,-112.676070316441,-113.58803515822
-100.807558608074,-101.436525748776,-102.065492889477,-102.694460030179,-103.32342717088,-103.952394311582,-104.581361452283,-105.210328592985,-105.839295733686,-106.468262874388,-107.097230015089,-107.726197155791,-108.355164296492,-108.984131437194,-109.613098577895,-110.242065718597,-110.871032859298
-100.204255823873,-101.104005481292,-102.003755138711,-102.903504796131,-103.80325445355,-104.703004110969,-105.602753768388,-106.502503425808,-107.402253083227,-108.302002740646,-109.201752398065,-110.101502055485,-111.001251712904,-111.901001370323,-112.800751027742,-113.700500685162,-114.600250342581
-74.1850177866039,-73.7035461520978,-73.2220745175917,-72.7406028830856,-72.2591312485794,-71.7776596140733,-71.2961879795672,-70.8147163450611,-70.333244710555,-69.8517730760489,-69.3703014415428,-68.8888298070367,-68.4073581725306,-67.9258865380244,-67.4444149035183,-66.9629432690122,-66.4814716345061
-73.4570722007487,-73.4301856007047,-73.4032990006606,-73.3764124006166,-73.3495258005725,-73.3226392005285,-73.2957526004845,-73.2688660004404,-73.2419794003964,-73.2150928003523,-73.1882062003083,-73.1613196002642,-73.1344330002202,-73.1075464001762,-73.0806598001321,-73.0537732000881,-73.026886600044
-70.3956194735831,-68.342935975137,-66.290252476691,-64.2375689782449,-62.1848854797988,-60.1322019813528,-58.0795184829067,-56.0268349844606,-53.9741514860146,-51.9214679875685,-49.8687844891224,-47.8161009906764,-45.7634174922303,-43.7107339937843,-41.6580504953382,-39.6053669968921,-37.5526834984461
-69.6482449193009,-67.4336422769891,-65.2190396346773,-63.0044369923654,-60.7898343500536,-58.5752317077418,-56.36062906543,-54.1460264231182,-51.9314237808064,-49.7168211384945,-47.5022184961827,-45.2876158538709,-43.0730132115591,-40.8584105692473,-38.6438079269355,-36.4292052846236,-34.2146026423118
-72.8739505428881,-71.7931299227182,-70.7123093025483,-69.6314886823784,-68.5506680622085,-67.4698474420387,-66.3890268218688,-65.3082062016989,-64.227385581529,-63.1465649613591,-62.0657443411892,-60.9849237210193,-59.9041031008494,-58.8232824806796,-57.7424618605097,-56.6616412403398,-55.5808206201699
-72.2927546587208,-70.9225926199725,-69.5524305812242,-68.182268542476,-66.8121065037277,-65.4419444649794,-64.0717824262311,-62.7016203874828,-61.3314583487345,-59.9612963099863,-58.591134271238,-57.2209722324897,-55.8508101937414,-54.4806481549931,-53.1104861162448,-51.7403240774966,-50.3701620387483
-90.5372994828797,-90.6233406897691,-90.7093818966586,-90.795423103548,-90.8814643104374,-90.9675055173269,-91.0535467242163,-91.1395879311057,-91.2256291379951,-91.3116703448846,-91.397711551774,-91.4837527586634,-91.5697939655529,-91.6558351724423,-91.7418763793317,-91.8279175862211,-91.9139587931106
-89.9349339328302,-90.1446437014873,-90.3543534701443,-90.5640632388013,-90.7737730074584,-90.9834827761154,-91.1931925447725,-91.4029023134295,-91.6126120820866,-91.8223218507436,-92.0320316194007,-92.2417413880577,-92.4514511567148,-92.6611609253718,-92.8708706940289,-93.0805804626859,-93.290290231343
-75.353437293401,-76.2444115702598,-77.1353858471185,-78.0263601239773,-78.9173344008361,-79.8083086776948,-80.6992829545536,-81.5902572314124,-82.4812315082711,-83.3722057851299,-84.2631800619886,-85.1541543388474,-86.0451286157062,-86.9361028925649,-87.8270771694237,-88.7180514462825,-89.6090257231412
-74.7683403660197,-75.1643203444891,-75.5603003229586,-75.956280301428,-76.3522602798974,-76.7482402583668,-77.1442202368363,-77.5402002153057,-77.9361801937751,-78.3321601722446,-78.728140150714,-79.1241201291834,-79.5201001076529,-79.9160800861223,-80.3120600645917,-80.7080400430611,-81.1040200215306
-111.647492707222,-112.021169606797,-112.394846506372,-112.768523405948,-113.142200305523,-113.515877205098,-113.889554104673,-114.263231004248,-114.636907903823,-115.010584803399,-115.384261702974,-115.757938602549,-116.131615502124,-116.505292401699,-116.878969301274,-117.25264620085,-117.626323100425
-112.344699060675,-111.530304998282,-110.71591093589,-109.901516873497,-109.087122811104,-108.272728748712,-107.458334686319,-106.643940623926,-105.829546561534,-105.015152499141,-104.200758436749,-103.386364374356,-102.571970311963,-101.757576249571,-100.943182187178,-100.128788124785,-99.3143940623926
-121.389109201414,-116.925043954272,-112.46097870713,-107.996913459988,-103.532848212846,-99.068782965704,-94.604717718562,-90.14065247142,-85.676587224278,-81.212521977136,-76.748456729994,-72.284391482852,-67.82032623571,-63.356260988568,-58.892195741426,-54.428130494284,-49.964065247142
-123.277721012596,-118.261384482443,-113.245047952291,-108.228711422138,-103.212374891985,-98.1960383618325,-93.1797018316798,-88.1633653015271,-83.1470287713744,-78.1306922412217,-73.1143557110689,-68.0980191809162,-63.0816826507635,-58.0653461206108,-53.0490095904581,-48.0326730603054,-43.0163365301527
-122.705406979321,-118.193324215832,-113.681241452342,-109.169158688853,-104.657075925363,-100.144993161874,-95.6329103983842,-91.1208276348947,-86.6087448714052,-82.0966621079158,-77.5845793444263,-73.0724965809368,-68.5604138174474,-64.0483310539579,-59.5362482904684,-55.0241655269789,-50.5120827634895
-122.130919480941,-118.270277158533,-114.409634836124,-110.548992513716,-106.688350191308,-102.8277078689,-98.9670655464912,-95.1064232240829,-91.2457809016746,-87.3851385792664,-83.5244962568581,-79.6638539344498,-75.8032116120415,-71.9425692896332,-68.0819269672249,-64.2212846448166,-60.3606423224083
-121.554291954735,-117.727568898574,-113.900845842413,-110.074122786252,-106.247399730091,-102.420676673931,-98.5939536177697,-94.7672305616088,-90.940507505448,-87.1137844492871,-83.2870613931262,-79.4603383369653,-75.6336152808044,-71.8068922246435,-67.9801691684826,-64.1534461123218,-60.3267230561609
-123.454950929401,-118.016424404142,-112.577897878883,-107.139371353624,-101.700844828365,-96.2623183031066,-90.8237917778477,-85.3852652525888,-79.9467387273299,-74.508212202071,-69.0696856768122,-63.6311591515533,-58.1926326262944,-52.7541061010355,-47.3155795757766,-41.8770530505178,-36.4385265252589
-122.879363198795,-117.945283010631,-113.011202822466,-108.077122634302,-103.143042446137,-98.2089622579729,-93.2748820698085,-88.3408018816441,-83.4067216934797,-78.4726415053153,-73.5385613171509,-68.6044811289865,-63.6704009408221,-58.7363207526576,-53.8022405644932,-48.8681603763288,-43.9340801881644
-102.571312221031,-102.478882090382,-102.386451959733,-102.294021829084,-102.201591698435,-102.109161567787,-102.016731437138,-101.924301306489,-101.83187117584,-101.739441045191,-101.647010914542,-101.554580783893,-101.462150653244,-101.369720522596,-101.277290391947,-101.184860261298,-101.092430130649
-101.973355257679,-102.327863771933,-102.682372286187,-103.036880800442,-103.391389314696,-103.74589782895,-104.100406343204,-104.454914857458,-104.809423371712,-105.163931885967,-105.518440400221,-105.872948914475,-106.227457428729,-106.581965942983,-106.936474457237,-107.290982971492,-107.645491485746
-102.614733722424,-103.107984679928,-103.601235637433,-104.094486594937,-104.587737552442,-105.080988509946,-105.574239467451,-106.067490424955,-106.56074138246,-107.053992339964,-107.547243297469,-108.040494254973,-108.533745212478,-109.026996169982,-109.520247127487,-110.013498084991,-110.506749042496
-114.000689006803,-111.971236712285,-109.941784417767,-107.91233212325,-105.882879828732,-103.853427534214,-101.823975239696,-99.7945229451782,-97.7650706506604,-95.7356183561426,-93.7061660616248,-91.6767137671069,-89.6472614725891,-87.6178091780713,-85.5883568835535,-83.5589045890356,-81.5294522945178
-113.414536044813,-111.360739806883,-109.306943568953,-107.253147331022,-105.199351093092,-103.145554855162,-101.091758617232,-99.0379623793018,-96.9841661413716,-94.9303699034414,-92.8765736655112,-90.8227774275811,-88.7689811896509,-86.7151849517207,-84.6613887137905,-82.6075924758604,-80.5537962379302
-112.826923227617,-110.101810096581,-107.376696965544,-104.651583834508,-101.926470703472,-99.2013575724355,-96.4762444413992,-93.751131310363,-91.0260181793266,-88.3009050482904,-85.5757919172541,-82.8506787862178,-80.1255656551815,-77.4004525241452,-74.6753393931089,-71.9502262620726,-69.2251131310363
-112.237894054501,-109.135664992472,-106.033435930442,-102.931206868413,-99.8289778063831,-96.7267487443537,-93.6245196823242,-90.5222906202947,-87.4200615582652,-84.3178324962358,-81.2156034342063,-78.1133743721768,-75.0111453101474,-71.9089162481179,-68.8066871860884,-65.7044581240589,-62.6022290620295
-114.118506446463,-113.052711949612,-111.986917452761,-110.921122955911,-109.85532845906,-108.789533962209,-107.723739465358,-106.657944968508,-105.592150471657,-104.526355974806,-103.460561477955,-102.394766981105,-101.328972484254,-100.263177987403,-99.1973834905523,-98.1315889937015,-97.0657944968508
-113.528710606502,-111.732904100237,-109.937097593972,-108.141291087708,-106.345484581443,-104.549678075178,-102.753871568913,-100.958065062648,-99.1622585563834,-97.3664520501186,-95.5706455438538,-93.7748390375889,-91.9790325313241,-90.1832260250593,-88.3874195187945,-86.5916130125296,-84.7958065062648
-112.93742672887,-111.088166333054,-109.238905937238,-107.389645541422,-105.540385145606,-103.691124749791,-101.841864353975,-99.9926039581588,-98.1433435623429,-96.2940831665271,-94.4448227707112,-92.5955623748953,-90.7463019790794,-88.8970415832635,-87.0477811874476,-85.1985207916318,-83.3492603958159
-103.216041250947,-102.850391765597,-102.484742280247,-102.119092794898,-101.753443309548,-101.387793824198,-101.022144338848,-100.656494853498,-100.290845368148,-99.9251958827986,-99.5595463974488,-99.1938969120989,-98.8282474267491,-98.4625979413993,-98.0969484560495,-97.7312989706996,-97.3656494853498
-103.168703849179,-102.923485975698,-102.678268102217,-102.433050228736,-102.187832355255,-101.942614481773,-101.697396608292,-101.452178734811,-101.20696086133,-100.961742987849,-100.716525114368,-100.471307240887,-100.226089367406,-99.9808714939245,-99.7356536204434,-99.4904357469622,-99.2452178734811
-75.4875360686,-76.0765045351529,-76.6654730017059,-77.2544414682588,-77.8434099348117,-78.4323784013647,-79.0213468679177,-79.6103153344706,-80.1992838010235,-80.7882522675765,-81.3772207341294,-81.9661892006824,-82.5551576672353,-83.1441261337882,-83.7330946003412,-84.3220630668941,-84.9110315334471
-124.028292087462,-114.673686670552,-105.319081253643,-95.9644758367334,-86.6098704198239,-77.2552650029144,-67.9006595860048,-58.5460541690953,-49.1914487521858,-39.8368433352762,-30.4822379183667,-21.1276325014572,-11.7730270845476,-2.41842166763812,6.93618374927141,16.2907891661809,25.6453945830905
-117.484603636887,-115.220803422952,-112.957003209018,-110.693202995083,-108.429402781149,-106.165602567214,-103.90180235328,-101.638002139345,-99.3742019254108,-97.1104017114762,-94.8466014975417,-92.5828012836072,-90.3190010696727,-88.0552008557381,-85.7914006418036,-83.5276004278691,-81.2638002139345
-116.908083196399,-114.26643124367,-111.62477929094,-108.983127338211,-106.341475385482,-103.699823432752,-101.058171480023,-98.4165195272935,-95.7748675745642,-93.1332156218348,-90.4915636691055,-87.8499117163761,-85.2082597636468,-82.5666078109174,-79.9249558581881,-77.2833039054587,-74.6416519527293
-118.778238463396,-116.526577377314,-114.274916291232,-112.02325520515,-109.771594119068,-107.519933032985,-105.268271946903,-103.016610860821,-100.764949774739,-98.5132886886569,-96.2616276025748,-94.0099665164927,-91.7583054304106,-89.5066443443285,-87.2549832582464,-85.0033221721642,-82.7516610860821
-118.201850412021,-115.072329799549,-111.942809187077,-108.813288574606,-105.683767962134,-102.554247349662,-99.4247267371901,-96.2952061247182,-93.1656855122464,-90.0361648997746,-86.9066442873028,-83.7771236748309,-80.6476030623591,-77.5180824498873,-74.3885618374155,-71.2590412249436,-68.1295206124718
-117.623647446657,-115.881079949795,-114.138512452933,-112.39594495607,-110.653377459208,-108.910809962346,-107.168242465484,-105.425674968622,-103.68310747176,-101.940539974897,-100.197972478035,-98.4554049811731,-96.7128374843109,-94.9702699874487,-93.2277024905865,-91.4851349937243,-89.7425674968622
-117.043667673243,-114.158746045405,-111.273824417567,-108.38890278973,-105.503981161892,-102.619059534054,-99.7341379062161,-96.8492162783782,-93.9642946505404,-91.0793730227026,-88.1944513948648,-85.3095297670269,-82.4246081391891,-79.5396865113513,-76.6547648835135,-73.7698432556757,-70.8849216278378
-119.503885983684,-117.180127984644,-114.856369985604,-112.532611986563,-110.208853987523,-107.885095988483,-105.561337989443,-103.237579990402,-100.913821991362,-98.5900639923219,-96.2663059932816,-93.9425479942414,-91.6187899952012,-89.2950319961609,-86.9712739971207,-84.6475159980805,-82.3237579990402
-118.925954360912,-115.547957045564,-112.169959730216,-108.791962414869,-105.413965099521,-102.035967784173,-98.6579704688254,-95.2799731534776,-91.9019758381299,-88.5239785227821,-85.1459812074343,-81.7679838920866,-78.3899865767388,-75.0119892613911,-71.6339919460433,-68.2559946306955,-64.8779973153478
-118.346135820769,-114.972833713665,-111.599531606561,-108.226229499457,-104.852927392353,-101.479625285249,-98.1063231781447,-94.7330210710406,-91.3597189639365,-87.9864168568325,-84.6131147497284,-81.2398126426244,-77.8665105355203,-74.4932084284162,-71.1199063213122,-67.7466042142081,-64.3733021071041
