"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1,1,1,1,1,1,284,1057,606
"2",2,2,2,2,2,2,287,1061,608
"3",3,3,3,3,3,3,288,1076,694
"4",4,4,4,4,132,4,289,1211,695
"5",5,5,5,5,133,5,293,1212,747
"6",6,6,6,6,134,6,415,1213,749
"7",7,7,7,7,136,7,424,1214,750
"8",8,8,8,8,138,8,425,1215,763
"9",81,17,17,37,148,37,427,1216,771
"10",82,20,20,44,149,44,428,1230,828
"11",83,27,27,47,150,47,430,1395,861
"12",86,31,31,48,151,48,431,1487,869
"13",89,32,32,50,152,50,432,1488,870
"14",90,33,33,51,153,51,481,1489,877
"15",91,34,34,52,154,52,483,1490,878
"16",92,35,35,53,155,53,484,1491,880
"17",93,36,36,54,156,54,486,1492,881
"18",94,37,37,55,157,55,487,1924,884
"19",95,38,38,56,158,56,573,1943,885
"20",96,39,39,57,159,57,574,1959,886
"21",97,40,40,62,165,62,577,1960,889
"22",98,41,41,63,166,63,584,2141,890
"23",99,42,42,64,167,64,653,2142,892
"24",100,43,43,65,171,65,654,2143,893
"25",130,44,44,66,172,66,655,2289,913
"26",131,45,45,67,173,67,656,2293,914
"27",132,46,46,68,198,68,690,2294,916
"28",133,47,47,69,199,69,709,2316,918
"29",134,48,48,70,200,70,869,2317,919
"30",135,49,49,71,201,71,870,2318,920
"31",136,50,50,86,203,86,877,2319,921
"32",137,51,51,88,204,88,937,2320,922
"33",138,52,52,89,205,89,938,2585,923
"34",141,53,53,90,243,90,939,2586,928
"35",142,54,54,95,261,101,940,2588,930
"36",143,55,55,96,269,102,945,2589,931
"37",145,56,56,97,274,103,946,2590,946
"38",147,57,57,98,276,104,963,2671,963
"39",148,58,58,99,277,105,969,2672,964
"40",149,59,59,100,279,106,1322,2673,966
"41",150,60,60,101,280,107,1323,2674,967
"42",153,61,61,102,281,130,1334,2675,972
"43",155,62,62,103,282,131,1335,2676,973
"44",157,63,63,104,283,132,1375,3176,974
"45",164,64,64,105,284,133,1376,3177,975
"46",166,65,65,106,285,134,1380,3178,976
"47",167,66,66,107,286,141,1387,3179,979
"48",169,67,67,130,287,142,1429,0,980
"49",170,68,68,131,288,143,1467,0,981
"50",171,69,69,132,289,144,1533,0,982
"51",173,70,70,133,290,145,1932,0,988
"52",186,71,71,134,291,146,1942,0,989
"53",198,97,97,141,292,147,1978,0,990
"54",199,98,98,142,293,151,1983,0,991
"55",200,99,99,143,294,161,1991,0,994
"56",201,100,100,144,295,164,1992,0,1008
"57",202,101,101,145,296,165,1996,0,1009
"58",204,102,102,146,297,166,2000,0,1016
"59",205,103,103,147,298,167,2008,0,1017
"60",207,104,104,151,299,169,2075,0,1018
"61",208,105,105,161,300,170,2078,0,1019
"62",245,106,106,164,301,171,2079,0,1020
"63",246,107,107,165,303,172,2080,0,1021
"64",247,108,108,166,314,173,2081,0,1031
"65",250,109,109,167,315,186,2082,0,1032
"66",251,110,110,169,322,195,2083,0,1033
"67",252,111,111,170,325,197,2084,0,1034
"68",269,112,112,171,333,202,2085,0,1036
"69",279,113,113,172,336,203,2136,0,1037
"70",280,114,114,173,337,204,2137,0,1040
"71",281,115,115,185,342,205,2180,0,1041
"72",282,116,116,186,343,207,2181,0,1043
"73",283,124,124,195,344,208,2182,0,1050
"74",286,125,125,197,345,210,2183,0,1051
"75",287,126,126,202,346,211,2187,0,1075
"76",303,127,127,203,364,212,2214,0,1126
"77",306,132,132,204,366,213,2245,0,1127
"78",308,133,133,205,368,214,2265,0,1128
"79",309,134,134,207,369,216,2266,0,1129
"80",311,135,135,208,371,217,2277,0,1130
"81",312,136,136,210,379,218,2280,0,1131
"82",313,137,137,211,380,219,2283,0,1132
"83",320,138,138,212,381,220,2284,0,1133
"84",321,139,139,213,400,221,2285,0,1134
"85",322,140,140,214,401,224,2321,0,1135
"86",325,148,148,216,402,235,2324,0,1136
"87",336,149,149,217,418,236,2325,0,1137
"88",337,150,150,218,419,237,2326,0,1138
"89",338,151,151,219,420,238,2327,0,1139
"90",339,152,152,220,421,239,2332,0,1141
"91",340,153,153,221,422,240,2346,0,1143
"92",341,154,154,224,423,241,2348,0,1144
"93",364,155,155,235,424,243,2349,0,1145
"94",366,156,156,236,425,244,2351,0,1146
"95",368,157,157,237,426,247,2363,0,1147
"96",371,158,158,238,427,248,2364,0,1148
"97",379,159,159,239,428,249,2389,0,1149
"98",380,160,160,240,429,250,2392,0,1150
"99",381,171,171,241,430,251,2393,0,1151
"100",384,172,172,243,431,252,2397,0,1152
"101",385,173,173,244,432,253,2402,0,1153
"102",402,176,176,245,440,254,2404,0,1154
"103",403,177,177,246,441,259,2405,0,1155
"104",404,178,178,247,442,260,2406,0,1156
"105",408,179,179,248,443,267,2407,0,1157
"106",409,187,187,249,444,268,2414,0,1159
"107",411,188,188,250,445,269,2419,0,1165
"108",412,189,189,251,450,272,2420,0,1172
"109",413,190,190,252,451,273,2421,0,1173
"110",414,191,191,253,458,279,2439,0,1174
"111",418,192,192,254,459,280,2441,0,1175
"112",419,193,193,259,470,281,2442,0,1189
"113",420,194,194,260,471,282,2449,0,1192
"114",421,195,195,267,489,283,2453,0,1195
"115",422,196,196,268,490,284,2455,0,1198
"116",423,197,197,269,521,285,2480,0,1199
"117",424,198,198,272,522,288,2493,0,1201
"118",425,199,199,273,524,289,2504,0,1202
"119",426,200,200,279,527,303,2505,0,1203
"120",427,201,201,280,528,304,2518,0,1204
"121",428,205,205,281,529,305,2522,0,1205
"122",429,209,209,282,534,306,2523,0,1208
"123",430,212,212,283,535,307,2547,0,1209
"124",440,213,213,284,536,308,2548,0,1210
"125",441,214,214,285,537,309,2549,0,1217
"126",449,215,215,288,538,311,2550,0,1218
"127",450,216,216,289,539,313,2556,0,1221
"128",451,217,217,303,540,319,2559,0,1222
"129",454,218,218,304,550,320,2572,0,1223
"130",455,219,219,305,551,321,2576,0,1233
"131",458,220,220,306,552,322,2613,0,1236
"132",459,221,221,307,553,323,2624,0,1237
"133",461,223,223,308,554,324,2625,0,1238
"134",471,224,224,309,555,325,2626,0,1239
"135",479,225,225,311,556,326,2627,0,1240
"136",504,226,226,313,557,332,2632,0,1248
"137",514,227,227,319,558,336,2634,0,1249
"138",521,228,228,320,559,337,2639,0,1250
"139",522,229,229,321,560,338,2643,0,1260
"140",545,235,235,322,561,339,2644,0,1261
"141",552,236,236,323,562,341,2652,0,1262
"142",553,237,237,324,564,347,2654,0,1263
"143",554,238,238,325,565,350,2663,0,1264
"144",555,239,239,326,566,351,2667,0,1265
"145",556,240,240,332,567,352,2669,0,1267
"146",560,241,241,336,568,353,2670,0,1268
"147",562,242,242,337,578,357,2684,0,1269
"148",563,243,243,338,579,359,2702,0,1279
"149",579,253,253,339,580,363,2726,0,1280
"150",585,254,254,341,585,364,2727,0,1281
"151",646,255,255,347,603,370,2729,0,1282
"152",647,256,256,350,604,372,2739,0,1283
"153",648,257,257,351,605,373,2740,0,1284
"154",649,258,258,352,606,375,2741,0,1285
"155",650,261,261,353,607,376,2742,0,1286
"156",651,262,262,357,608,377,2745,0,1287
"157",655,263,263,359,609,378,2749,0,1288
"158",657,264,264,363,610,379,2750,0,1310
"159",679,265,265,364,611,380,2751,0,1324
"160",681,270,270,370,612,381,2752,0,1325
"161",682,271,271,372,638,385,2759,0,1330
"162",683,272,272,373,639,386,2760,0,1331
"163",690,273,273,375,640,387,2766,0,1334
"164",691,274,274,376,641,397,2767,0,1335
"165",692,276,276,377,642,403,2768,0,1336
"166",693,277,277,378,646,404,2778,0,1337
"167",694,278,278,379,647,405,2782,0,1338
"168",695,279,279,380,648,406,2790,0,1339
"169",707,280,280,381,650,408,2792,0,1340
"170",708,281,281,385,667,409,2795,0,1341
"171",716,282,282,386,673,410,2796,0,1342
"172",747,283,283,387,674,411,2797,0,1354
"173",748,284,284,397,679,412,2798,0,1355
"174",754,285,285,403,680,413,2799,0,1356
"175",757,286,286,404,681,414,2800,0,1361
"176",758,287,287,405,683,415,2801,0,1364
"177",759,288,288,406,684,417,2838,0,1365
"178",760,289,289,408,685,418,2840,0,1366
"179",761,290,290,409,692,419,2841,0,1367
"180",763,291,291,410,693,420,2842,0,1369
"181",764,292,292,411,694,421,2843,0,1370
"182",769,293,293,412,695,422,2844,0,1372
"183",771,294,294,413,696,424,2846,0,1373
"184",810,295,295,414,705,425,2847,0,1374
"185",828,296,296,415,706,431,2850,0,1379
"186",834,297,297,417,707,433,2851,0,1380
"187",902,298,298,418,708,440,2854,0,1381
"188",903,299,299,419,716,441,2855,0,1382
"189",957,300,300,420,731,443,2856,0,1383
"190",967,301,301,421,732,444,2858,0,1384
"191",970,302,302,422,733,445,2861,0,1385
"192",971,303,303,424,739,450,2862,0,1386
"193",972,304,304,425,740,451,2863,0,1387
"194",973,305,305,431,741,452,2864,0,1388
"195",974,314,314,433,747,453,2865,0,1389
"196",992,315,315,440,748,455,2866,0,1391
"197",1008,319,319,441,749,456,2880,0,1392
"198",1009,323,323,443,750,457,2883,0,1402
"199",1015,324,324,444,751,458,2902,0,1410
"200",1036,325,325,445,757,459,2903,0,1412
"201",1037,326,326,450,759,465,2904,0,1413
"202",1052,327,327,451,762,466,2905,0,1414
"203",1057,328,328,452,763,467,2906,0,1415
"204",1061,329,329,453,764,471,2907,0,1416
"205",1075,330,330,455,771,472,2908,0,1417
"206",1076,331,331,456,772,478,2909,0,1418
"207",1126,332,332,457,773,479,2910,0,1420
"208",1127,333,333,458,774,480,2911,0,1421
"209",1135,336,336,459,775,481,2914,0,1422
"210",1136,337,337,465,776,482,2915,0,1423
"211",1152,342,342,466,777,483,2916,0,1424
"212",1154,343,343,467,778,484,2918,0,1425
"213",1159,344,344,471,779,485,2919,0,1426
"214",1163,345,345,472,816,491,2920,0,1428
"215",1165,346,346,478,817,492,2921,0,1429
"216",1171,347,347,479,827,494,2923,0,1430
"217",1176,348,348,480,828,496,2924,0,1432
"218",1177,349,349,481,829,497,2930,0,1433
"219",1178,350,350,482,830,498,2931,0,1435
"220",1181,351,351,483,831,499,2932,0,1437
"221",1182,352,352,484,832,500,2939,0,1440
"222",1183,353,353,485,833,501,2940,0,1441
"223",1184,354,354,491,860,502,2942,0,1444
"224",1185,355,355,492,861,504,2943,0,1450
"225",1186,356,356,494,882,505,2945,0,1451
"226",1187,357,357,496,883,506,2947,0,1452
"227",1188,358,358,497,884,507,2948,0,1466
"228",1189,359,359,498,885,509,2949,0,1467
"229",1190,360,360,499,886,510,2951,0,1469
"230",1200,361,361,500,892,513,2952,0,1470
"231",1206,362,362,501,893,514,2953,0,1472
"232",1211,363,363,502,901,515,2954,0,1479
"233",1212,364,364,504,912,516,2955,0,1480
"234",1213,365,365,505,915,517,2956,0,1481
"235",1214,366,366,506,917,518,2957,0,1483
"236",1215,368,368,507,918,520,2958,0,1484
"237",1216,369,369,509,919,521,2959,0,1485
"238",1219,370,370,510,920,522,2967,0,1486
"239",1221,371,371,513,921,523,2968,0,1493
"240",1228,372,372,514,922,524,2970,0,1494
"241",1237,373,373,515,923,528,2971,0,1496
"242",1246,374,374,516,924,529,2972,0,1497
"243",1258,375,375,517,931,530,2973,0,1498
"244",1259,376,376,518,932,531,2974,0,1499
"245",1260,379,379,520,957,532,2975,0,1501
"246",1279,380,380,521,961,533,2976,0,1503
"247",1323,381,381,522,962,534,2977,0,1508
"248",1330,382,382,523,965,539,2978,0,1509
"249",1331,383,383,524,968,543,2979,0,1512
"250",1355,384,384,528,970,545,2980,0,1515
"251",1356,385,385,529,971,546,2981,0,1520
"252",1362,386,386,530,972,549,2982,0,1522
"253",1364,387,387,531,973,550,2991,0,1524
"254",1374,388,388,532,974,551,2992,0,1530
"255",1375,389,389,533,975,552,2993,0,1533
"256",1376,390,390,534,976,553,2994,0,1535
"257",1379,391,391,539,979,554,2997,0,1536
"258",1386,392,392,543,980,555,2999,0,1537
"259",1392,393,393,545,981,556,3000,0,1538
"260",1396,394,394,546,982,559,3002,0,1539
"261",1397,395,395,549,988,560,3003,0,1547
"262",1400,396,396,550,989,561,3004,0,1548
"263",1401,397,397,551,990,562,3005,0,1549
"264",1405,398,398,552,991,563,3006,0,1550
"265",1415,399,399,553,992,568,3007,0,1552
"266",1416,400,400,554,993,569,3008,0,1554
"267",1420,401,401,555,994,573,3009,0,1555
"268",1421,402,402,556,995,575,3011,0,1570
"269",1428,409,409,559,1015,576,3012,0,1574
"270",1436,415,415,560,1016,577,3013,0,1575
"271",1437,417,417,561,1017,579,3014,0,1583
"272",1438,418,418,562,1018,582,3020,0,1584
"273",1444,419,419,563,1019,583,3021,0,1585
"274",1447,420,420,568,1021,585,3022,0,1586
"275",1448,421,421,569,1028,586,3023,0,1587
"276",1449,422,422,573,1029,588,3024,0,1591
"277",1467,423,423,575,1030,589,3035,0,1593
"278",1481,424,424,576,1031,590,3036,0,1595
"279",1482,425,425,577,1032,591,3043,0,1603
"280",1493,426,426,579,1033,592,3044,0,1610
"281",1503,427,427,582,1034,593,3045,0,1611
"282",1511,428,428,583,1035,594,3046,0,1612
"283",1519,429,429,585,1037,595,3047,0,1614
"284",1520,430,430,586,1044,596,3048,0,1615
"285",1535,431,431,588,1045,597,3049,0,1616
"286",1549,432,432,589,1046,598,3051,0,1617
"287",1559,433,433,590,1047,599,3052,0,1624
"288",1560,434,434,591,1048,600,3053,0,1625
"289",1570,435,435,592,1049,601,3054,0,1627
"290",1594,436,436,593,1050,602,3055,0,1628
"291",1595,437,437,594,1051,605,3056,0,1629
"292",1596,438,438,595,1052,606,3060,0,1630
"293",1597,440,440,596,1053,607,3063,0,1631
"294",1610,441,441,597,1075,612,3065,0,1632
"295",1613,442,442,598,1117,645,3077,0,1633
"296",1614,443,443,599,1128,646,3078,0,1634
"297",1615,444,444,600,1129,647,3079,0,1635
"298",1619,447,447,601,1130,648,3081,0,1636
"299",1620,450,450,602,1132,649,3087,0,1663
"300",1622,451,451,605,1133,650,3098,0,1664
"301",1630,455,455,606,1134,651,3099,0,1669
"302",1631,457,457,607,1135,658,3105,0,1670
"303",1633,458,458,612,1136,659,3106,0,1671
"304",1634,459,459,645,1137,660,3107,0,1685
"305",1639,460,460,646,1148,661,3115,0,1687
"306",1686,461,461,647,1149,662,3121,0,1689
"307",1687,462,462,648,1150,663,3123,0,1690
"308",1692,463,463,649,1151,664,3126,0,1691
"309",1695,464,464,650,1152,668,3127,0,1692
"310",1699,465,465,651,1153,669,3128,0,1693
"311",1723,466,466,658,1154,674,3133,0,1694
"312",1724,467,467,659,1155,676,3134,0,1698
"313",1726,468,468,660,1156,677,3143,0,1703
"314",1729,469,469,661,1157,678,3149,0,1704
"315",1741,470,470,662,1158,679,3150,0,1705
"316",1764,471,471,663,1159,680,3151,0,1706
"317",1765,472,472,664,1160,681,3156,0,1708
"318",1772,473,473,668,1161,682,3161,0,1709
"319",1773,474,474,669,1162,683,3162,0,1714
"320",1774,475,475,674,1163,686,3168,0,1715
"321",1783,476,476,676,1164,688,3169,0,1716
"322",1803,477,477,677,1165,690,3170,0,1717
"323",1804,479,479,678,1167,691,3175,0,1718
"324",1805,480,480,679,1168,692,3176,0,1720
"325",1812,481,481,680,1170,693,3177,0,1721
"326",1825,482,482,681,1171,694,3178,0,1722
"327",1841,483,483,682,1172,697,3179,0,1723
"328",1842,484,484,683,1173,698,3180,0,1724
"329",1858,485,485,686,1174,699,3189,0,1725
"330",1859,486,486,688,1175,700,3190,0,1730
"331",1866,487,487,690,1176,707,3194,0,1731
"332",1871,488,488,691,1177,708,3195,0,1732
"333",1875,489,489,692,1178,709,3196,0,1734
"334",1881,490,490,693,1179,714,3197,0,1735
"335",1882,493,493,694,1180,715,3198,0,1737
"336",1890,494,494,697,1181,716,3204,0,1738
"337",1891,495,495,698,1182,717,3205,0,1740
"338",1907,498,498,699,1183,718,3206,0,1741
"339",1908,499,499,700,1184,719,3236,0,1759
"340",1909,500,500,707,1185,720,3238,0,1760
"341",1914,505,505,708,1186,721,3240,0,1764
"342",1921,506,506,709,1187,722,3241,0,1765
"343",1925,507,507,714,1188,723,3244,0,1766
"344",1929,508,508,715,1189,724,3245,0,1767
"345",1933,509,509,716,1190,725,3246,0,1771
"346",1937,510,510,717,1191,726,3247,0,1772
"347",1940,511,511,718,1192,727,3252,0,1773
"348",1942,512,512,719,1193,728,3253,0,1774
"349",1943,513,513,720,1194,729,3254,0,1775
"350",1944,515,515,721,1195,730,3270,0,1780
"351",1945,516,516,722,1198,731,3276,0,1781
"352",1946,517,517,723,1199,732,3280,0,1782
"353",1947,518,518,724,1200,733,3294,0,1783
"354",1948,519,519,725,1201,734,3314,0,1801
"355",1949,520,520,726,1202,735,3316,0,1802
"356",1950,521,521,727,1203,736,3317,0,1811
"357",1952,522,522,728,1204,737,3325,0,1812
"358",1959,525,525,729,1205,738,3336,0,1813
"359",1969,526,526,730,1206,739,3342,0,1817
"360",1970,527,527,731,1207,741,0,0,1820
"361",1971,528,528,732,1208,743,0,0,1821
"362",1972,529,529,733,1209,747,0,0,1822
"363",1973,530,530,734,1210,748,0,0,1829
"364",1991,531,531,735,1219,752,0,0,1830
"365",1992,532,532,736,1221,753,0,0,1831
"366",1994,533,533,737,1228,754,0,0,1832
"367",1995,534,534,738,1233,755,0,0,1833
"368",1996,535,535,739,1234,757,0,0,1834
"369",2007,536,536,741,1235,758,0,0,1835
"370",2009,537,537,743,1236,759,0,0,1836
"371",2010,538,538,747,1237,761,0,0,1837
"372",2011,539,539,748,1238,762,0,0,1838
"373",2012,540,540,752,1239,763,0,0,1839
"374",2017,541,541,753,1240,764,0,0,1840
"375",2062,542,542,754,1241,765,0,0,1841
"376",2064,546,546,755,1246,769,0,0,1842
"377",2065,552,552,757,1247,771,0,0,1843
"378",2067,553,553,758,1248,775,0,0,1844
"379",2088,554,554,759,1249,776,0,0,1845
"380",2089,555,555,761,1250,777,0,0,1846
"381",2091,556,556,762,1258,780,0,0,1847
"382",2093,557,557,763,1259,781,0,0,1848
"383",2094,558,558,764,1260,782,0,0,1857
"384",2097,559,559,765,1261,783,0,0,1858
"385",2100,560,560,769,1262,784,0,0,1859
"386",2111,561,561,771,1265,787,0,0,1861
"387",2124,562,562,775,1267,788,0,0,1862
"388",2132,564,564,776,1268,789,0,0,1863
"389",2133,565,565,777,1269,791,0,0,1865
"390",2134,566,566,780,1279,793,0,0,1866
"391",2135,567,567,781,1280,794,0,0,1867
"392",2141,568,568,782,1285,796,0,0,1868
"393",2142,569,569,783,1286,797,0,0,1869
"394",2143,570,570,784,1287,810,0,0,1871
"395",2147,571,571,787,1288,811,0,0,1875
"396",2148,572,572,788,1310,812,0,0,1876
"397",2149,578,578,789,1322,815,0,0,1877
"398",2152,579,579,791,1323,817,0,0,1879
"399",2154,580,580,793,1324,818,0,0,1880
"400",2155,581,581,794,1325,819,0,0,1881
"401",2156,582,582,796,1330,820,0,0,1882
"402",2157,583,583,797,1331,821,0,0,1884
"403",2158,586,586,810,1332,823,0,0,1885
"404",2160,587,587,811,1333,825,0,0,1886
"405",2161,588,588,812,1335,828,0,0,1887
"406",2165,589,589,815,1336,829,0,0,1889
"407",2167,591,591,817,1337,830,0,0,1892
"408",2168,592,592,818,1338,833,0,0,1893
"409",2169,593,593,819,1339,834,0,0,1896
"410",2170,594,594,820,1340,835,0,0,1897
"411",2171,595,595,821,1341,836,0,0,1898
"412",2173,596,596,823,1342,838,0,0,1904
"413",2174,597,597,825,1351,839,0,0,1905
"414",2175,598,598,828,1354,840,0,0,1906
"415",2181,599,599,829,1355,841,0,0,1910
"416",2187,600,600,830,1356,842,0,0,1911
"417",2188,603,603,833,1357,843,0,0,1912
"418",2189,604,604,834,1358,844,0,0,1913
"419",2190,605,605,835,1359,845,0,0,1914
"420",2192,606,606,836,1360,846,0,0,1918
"421",2203,607,607,838,1361,847,0,0,1919
"422",2204,608,608,839,1362,848,0,0,1920
"423",2211,609,609,840,1364,849,0,0,1921
"424",2214,610,610,841,1365,850,0,0,1922
"425",2216,611,611,842,1366,851,0,0,1925
"426",2226,612,612,843,1367,852,0,0,1926
"427",2227,613,613,844,1372,853,0,0,1929
"428",2229,614,614,845,1373,854,0,0,1934
"429",2230,615,615,846,1374,855,0,0,1937
"430",2241,616,616,847,1375,856,0,0,1938
"431",2250,617,617,848,1376,857,0,0,1939
"432",2251,618,618,849,1377,860,0,0,1940
"433",2262,619,619,850,1378,882,0,0,1941
"434",2263,620,620,851,1379,883,0,0,1942
"435",2276,621,621,852,1380,884,0,0,1951
"436",2278,622,622,853,1381,885,0,0,1952
"437",2281,623,623,854,1382,886,0,0,1956
"438",2282,624,624,855,1383,887,0,0,1957
"439",2283,625,625,856,1384,889,0,0,1958
"440",2286,626,626,857,1385,890,0,0,1961
"441",2287,627,627,860,1386,891,0,0,1962
"442",2288,628,628,882,1387,892,0,0,1963
"443",2289,629,629,883,1389,893,0,0,1965
"444",2290,630,630,884,1391,894,0,0,1966
"445",2291,631,631,885,1392,899,0,0,1968
"446",2292,632,632,886,1398,902,0,0,1977
"447",2293,633,633,887,1399,903,0,0,1979
"448",2294,634,634,889,1402,907,0,0,1980
"449",2295,635,635,890,1410,910,0,0,1981
"450",2296,636,636,891,1411,911,0,0,1982
"451",2297,637,637,892,1412,912,0,0,1986
"452",2298,638,638,893,1413,913,0,0,1987
"453",2299,639,639,894,1414,914,0,0,1988
"454",2300,640,640,899,1415,916,0,0,1990
"455",2301,641,641,902,1416,917,0,0,1991
"456",2302,642,642,903,1418,918,0,0,1992
"457",2303,643,643,907,1425,919,0,0,1994
"458",2304,644,644,910,1426,920,0,0,1995
"459",2305,645,645,911,1427,921,0,0,1996
"460",2306,647,647,912,1428,923,0,0,1997
"461",2307,648,648,913,1429,925,0,0,1998
"462",2308,650,650,914,1430,926,0,0,1999
"463",2309,658,658,916,1431,927,0,0,2001
"464",2310,659,659,917,1432,930,0,0,2002
"465",2311,660,660,918,1433,931,0,0,2003
"466",2312,661,661,919,1434,932,0,0,2004
"467",2313,662,662,920,1435,933,0,0,2005
"468",2314,663,663,921,1436,934,0,0,2006
"469",2315,664,664,923,1437,938,0,0,2007
"470",2316,665,665,925,1438,939,0,0,2008
"471",2317,666,666,926,1440,943,0,0,2009
"472",2318,667,667,927,1441,948,0,0,2010
"473",2319,668,668,930,1444,949,0,0,2011
"474",2320,669,669,931,1445,953,0,0,2012
"475",2321,670,670,932,1446,955,0,0,2013
"476",2328,673,673,933,1448,957,0,0,2014
"477",2329,674,674,934,1450,958,0,0,2015
"478",2330,675,675,938,1451,959,0,0,2016
"479",2335,676,676,939,1452,960,0,0,2017
"480",2336,677,677,943,1466,961,0,0,2057
"481",2337,678,678,948,1467,962,0,0,2058
"482",2338,679,679,949,1468,965,0,0,2059
"483",2339,680,680,953,1469,966,0,0,2060
"484",2350,681,681,955,1470,967,0,0,2061
"485",2351,684,684,957,1471,970,0,0,2062
"486",2363,685,685,958,1472,971,0,0,2064
"487",2364,686,686,959,1486,972,0,0,2086
"488",2366,687,687,960,1496,973,0,0,2087
"489",2367,688,688,961,1497,974,0,0,2130
"490",2368,689,689,962,1498,975,0,0,2131
"491",2369,693,693,965,1499,976,0,0,2133
"492",2374,694,694,966,1500,977,0,0,2134
"493",2375,695,695,967,1501,978,0,0,2135
"494",2379,696,696,970,1502,979,0,0,2139
"495",2402,697,697,971,1503,980,0,0,2140
"496",2414,698,698,972,1508,981,0,0,2146
"497",2415,699,699,973,1509,982,0,0,2147
"498",2416,700,700,974,1510,988,0,0,2148
"499",2419,701,701,975,1511,989,0,0,2151
"500",2420,702,702,976,1512,990,0,0,2153
"501",2421,703,703,977,1513,991,0,0,2160
"502",2428,704,704,978,1514,992,0,0,2161
"503",2430,705,705,979,1515,994,0,0,2164
"504",2431,706,706,980,1519,1014,0,0,2165
"505",2432,710,710,981,1520,1016,0,0,2166
"506",2433,711,711,982,1522,1017,0,0,2167
"507",2434,712,712,988,1523,1018,0,0,2168
"508",2435,713,713,989,1524,1019,0,0,2169
"509",2436,714,714,990,1530,1020,0,0,2170
"510",2440,715,715,991,1531,1021,0,0,2171
"511",2441,716,716,992,1532,1028,0,0,2173
"512",2444,717,717,994,1533,1029,0,0,2174
"513",2451,718,718,1014,1534,1030,0,0,2176
"514",2452,719,719,1016,1535,1031,0,0,2177
"515",2455,722,722,1017,1536,1032,0,0,2178
"516",2456,725,725,1018,1537,1033,0,0,2179
"517",2457,728,728,1019,1538,1034,0,0,2181
"518",2459,729,729,1020,1539,1036,0,0,2182
"519",2460,731,731,1021,1546,1037,0,0,2184
"520",2473,732,732,1028,1549,1039,0,0,2185
"521",2475,733,733,1029,1550,1042,0,0,2186
"522",2476,734,734,1030,1551,1043,0,0,2187
"523",2477,735,735,1031,1552,1046,0,0,2188
"524",2479,736,736,1032,1553,1047,0,0,2189
"525",2480,737,737,1033,1554,1050,0,0,2190
"526",2481,738,738,1034,1555,1051,0,0,2200
"527",2482,739,739,1036,1583,1052,0,0,2201
"528",2483,740,740,1037,1584,1053,0,0,2202
"529",2484,741,741,1039,1585,1075,0,0,2203
"530",2493,742,742,1042,1586,1115,0,0,2204
"531",2502,743,743,1043,1587,1116,0,0,2205
"532",2504,744,744,1046,1591,1126,0,0,2210
"533",2505,745,745,1047,1592,1127,0,0,2211
"534",2506,746,746,1050,1593,1128,0,0,2212
"535",2507,749,749,1051,1594,1129,0,0,2214
"536",2515,750,750,1052,1595,1130,0,0,2216
"537",2517,751,751,1053,1596,1131,0,0,2217
"538",2522,752,752,1056,1597,1132,0,0,2226
"539",2540,753,753,1057,1603,1133,0,0,2227
"540",2543,754,754,1058,1604,1134,0,0,2229
"541",2544,764,764,1059,1605,1135,0,0,2230
"542",2549,766,766,1060,1606,1136,0,0,2232
"543",2550,767,767,1061,1610,1137,0,0,2233
"544",2551,768,768,1075,1611,1138,0,0,2236
"545",2554,769,769,1076,1612,1139,0,0,2241
"546",2555,770,770,1088,1613,1140,0,0,2242
"547",2556,771,771,1111,1614,1142,0,0,2243
"548",2558,772,772,1112,1615,1148,0,0,2251
"549",2559,773,773,1113,1616,1149,0,0,2253
"550",2560,774,774,1114,1617,1150,0,0,2254
"551",2561,775,775,1115,1624,1151,0,0,2255
"552",2566,776,776,1116,1625,1152,0,0,2262
"553",2568,777,777,1126,1626,1153,0,0,2263
"554",2569,778,778,1127,1627,1154,0,0,2264
"555",2572,779,779,1128,1628,1155,0,0,2268
"556",2575,780,780,1129,1631,1156,0,0,2273
"557",2576,781,781,1130,1632,1157,0,0,2275
"558",2584,782,782,1131,1635,1158,0,0,2276
"559",2592,783,783,1132,1636,1159,0,0,2278
"560",2609,784,784,1133,1637,1160,0,0,2279
"561",2612,785,785,1134,1638,1161,0,0,2281
"562",2613,786,786,1135,1663,1162,0,0,2282
"563",2614,787,787,1136,1664,1163,0,0,2283
"564",2615,788,788,1137,1671,1165,0,0,2321
"565",2616,789,789,1138,1672,1170,0,0,2335
"566",2621,790,790,1139,1677,1171,0,0,2336
"567",2624,791,791,1140,1678,1172,0,0,2337
"568",2625,792,792,1142,1682,1173,0,0,2338
"569",2626,793,793,1148,1685,1174,0,0,2346
"570",2627,794,794,1149,1687,1175,0,0,2347
"571",2636,795,795,1150,1689,1176,0,0,2348
"572",2637,796,796,1151,1690,1177,0,0,2350
"573",2643,797,797,1152,1691,1178,0,0,2351
"574",2646,798,798,1153,1692,1179,0,0,2363
"575",2651,799,799,1154,1693,1180,0,0,2364
"576",2652,800,800,1155,1694,1181,0,0,2366
"577",2653,801,801,1156,1695,1182,0,0,2367
"578",2664,802,802,1157,1696,1183,0,0,2368
"579",2665,803,803,1158,1697,1184,0,0,2369
"580",2666,804,804,1159,1698,1186,0,0,2370
"581",2667,805,805,1160,1699,1187,0,0,2371
"582",2685,806,806,1161,1703,1188,0,0,2372
