"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1667",0,2174,2174,2856,0,3062,0,0,0
"1668",0,2177,2177,2857,0,3063,0,0,0
"1669",0,2178,2178,2858,0,3064,0,0,0
"1670",0,2179,2179,2859,0,3066,0,0,0
"1671",0,2180,2180,2860,0,3067,0,0,0
"1672",0,2181,2181,2861,0,3068,0,0,0
"1673",0,2182,2182,2862,0,3069,0,0,0
"1674",0,2183,2183,2863,0,3075,0,0,0
"1675",0,2184,2184,2864,0,3076,0,0,0
"1676",0,2185,2185,2865,0,3077,0,0,0
"1677",0,2186,2186,2866,0,3081,0,0,0
"1678",0,2187,2187,2869,0,3082,0,0,0
"1679",0,2188,2188,2871,0,3083,0,0,0
"1680",0,2189,2189,2872,0,3084,0,0,0
"1681",0,2190,2190,2874,0,3086,0,0,0
"1682",0,2200,2200,2875,0,3087,0,0,0
"1683",0,2201,2201,2876,0,3088,0,0,0
"1684",0,2202,2202,2877,0,3089,0,0,0
"1685",0,2203,2203,2878,0,3090,0,0,0
"1686",0,2204,2204,2879,0,3097,0,0,0
"1687",0,2205,2205,2881,0,3100,0,0,0
"1688",0,2207,2207,2882,0,3104,0,0,0
"1689",0,2208,2208,2884,0,3105,0,0,0
"1690",0,2209,2209,2885,0,3108,0,0,0
"1691",0,2210,2210,2886,0,3109,0,0,0
"1692",0,2211,2211,2887,0,3112,0,0,0
"1693",0,2212,2212,2888,0,3113,0,0,0
"1694",0,2213,2213,2889,0,3114,0,0,0
"1695",0,2214,2214,2890,0,3116,0,0,0
"1696",0,2216,2216,2891,0,3117,0,0,0
"1697",0,2217,2217,2892,0,3119,0,0,0
"1698",0,2218,2218,2893,0,3120,0,0,0
"1699",0,2219,2219,2895,0,3124,0,0,0
"1700",0,2220,2220,2896,0,3125,0,0,0
"1701",0,2221,2221,2897,0,3129,0,0,0
"1702",0,2222,2222,2898,0,3130,0,0,0
"1703",0,2223,2223,2899,0,3131,0,0,0
"1704",0,2224,2224,2900,0,3132,0,0,0
"1705",0,2225,2225,2902,0,3133,0,0,0
"1706",0,2226,2226,2903,0,3135,0,0,0
"1707",0,2227,2227,2904,0,3137,0,0,0
"1708",0,2236,2236,2906,0,3138,0,0,0
"1709",0,2241,2241,2907,0,3139,0,0,0
"1710",0,2242,2242,2909,0,3141,0,0,0
"1711",0,2243,2243,2910,0,3143,0,0,0
"1712",0,2244,2244,2911,0,3144,0,0,0
"1713",0,2245,2245,2912,0,3145,0,0,0
"1714",0,2251,2251,2913,0,3146,0,0,0
"1715",0,2253,2253,2914,0,3148,0,0,0
"1716",0,2254,2254,2915,0,3149,0,0,0
"1717",0,2255,2255,2916,0,3151,0,0,0
"1718",0,2257,2257,2917,0,3153,0,0,0
"1719",0,2258,2258,2918,0,3154,0,0,0
"1720",0,2259,2259,2919,0,3156,0,0,0
"1721",0,2260,2260,2920,0,3160,0,0,0
"1722",0,2261,2261,2921,0,3161,0,0,0
"1723",0,2262,2262,2922,0,3162,0,0,0
"1724",0,2263,2263,2923,0,3163,0,0,0
"1725",0,2264,2264,2924,0,3165,0,0,0
"1726",0,2265,2265,2925,0,3167,0,0,0
"1727",0,2266,2266,2926,0,3168,0,0,0
"1728",0,2268,2268,2927,0,3169,0,0,0
"1729",0,2270,2270,2929,0,3170,0,0,0
"1730",0,2271,2271,2931,0,3171,0,0,0
"1731",0,2272,2272,2932,0,3172,0,0,0
"1732",0,2273,2273,2933,0,3175,0,0,0
"1733",0,2275,2275,2938,0,3177,0,0,0
"1734",0,2276,2276,2939,0,3182,0,0,0
"1735",0,2277,2277,2941,0,3184,0,0,0
"1736",0,2278,2278,2942,0,3188,0,0,0
"1737",0,2279,2279,2944,0,3191,0,0,0
"1738",0,2280,2280,2946,0,3192,0,0,0
"1739",0,2281,2281,2947,0,3198,0,0,0
"1740",0,2282,2282,2948,0,3200,0,0,0
"1741",0,2283,2283,2949,0,3201,0,0,0
"1742",0,2284,2284,2956,0,3202,0,0,0
"1743",0,2285,2285,2957,0,3203,0,0,0
"1744",0,2286,2286,2958,0,3207,0,0,0
"1745",0,2287,2287,2959,0,3208,0,0,0
"1746",0,2288,2288,2965,0,3209,0,0,0
"1747",0,2289,2289,2966,0,3220,0,0,0
"1748",0,2290,2290,2967,0,3221,0,0,0
"1749",0,2291,2291,2968,0,3222,0,0,0
"1750",0,2292,2292,2969,0,3223,0,0,0
"1751",0,2293,2293,2970,0,3224,0,0,0
"1752",0,2294,2294,2971,0,3225,0,0,0
"1753",0,2295,2295,2972,0,3226,0,0,0
"1754",0,2296,2296,2973,0,3227,0,0,0
"1755",0,2297,2297,2974,0,3228,0,0,0
"1756",0,2298,2298,2975,0,3229,0,0,0
"1757",0,2299,2299,2977,0,3230,0,0,0
"1758",0,2300,2300,2978,0,3231,0,0,0
"1759",0,2301,2301,2981,0,3232,0,0,0
"1760",0,2302,2302,2983,0,3233,0,0,0
"1761",0,2303,2303,2984,0,3234,0,0,0
"1762",0,2304,2304,2985,0,3235,0,0,0
"1763",0,2305,2305,2987,0,3236,0,0,0
"1764",0,2306,2306,2988,0,3238,0,0,0
"1765",0,2307,2307,2991,0,3240,0,0,0
"1766",0,2308,2308,2992,0,3242,0,0,0
"1767",0,2309,2309,2993,0,3243,0,0,0
"1768",0,2310,2310,2995,0,3244,0,0,0
"1769",0,2311,2311,2996,0,3250,0,0,0
"1770",0,2312,2312,2997,0,3251,0,0,0
"1771",0,2313,2313,2998,0,3252,0,0,0
"1772",0,2314,2314,2999,0,3253,0,0,0
"1773",0,2315,2315,3000,0,3264,0,0,0
"1774",0,2321,2321,3001,0,3265,0,0,0
"1775",0,2324,2324,3002,0,3266,0,0,0
"1776",0,2325,2325,3004,0,3267,0,0,0
"1777",0,2326,2326,3006,0,3270,0,0,0
"1778",0,2327,2327,3007,0,3271,0,0,0
"1779",0,2329,2329,3008,0,3274,0,0,0
"1780",0,2332,2332,3009,0,3275,0,0,0
"1781",0,2335,2335,3010,0,3276,0,0,0
"1782",0,2336,2336,3011,0,3277,0,0,0
"1783",0,2337,2337,3012,0,3278,0,0,0
"1784",0,2338,2338,3014,0,3280,0,0,0
"1785",0,2339,2339,3015,0,3281,0,0,0
"1786",0,2346,2346,3016,0,3282,0,0,0
"1787",0,2347,2347,3017,0,3283,0,0,0
"1788",0,2348,2348,3018,0,3284,0,0,0
"1789",0,2349,2349,3019,0,3288,0,0,0
"1790",0,2350,2350,3022,0,3289,0,0,0
"1791",0,2351,2351,3035,0,3290,0,0,0
"1792",0,2354,2354,3041,0,3291,0,0,0
"1793",0,2355,2355,3042,0,3293,0,0,0
"1794",0,2356,2356,3048,0,3294,0,0,0
"1795",0,2357,2357,3049,0,3295,0,0,0
"1796",0,2358,2358,3050,0,3296,0,0,0
"1797",0,2359,2359,3051,0,3297,0,0,0
"1798",0,2360,2360,3052,0,3298,0,0,0
"1799",0,2363,2363,3053,0,3299,0,0,0
"1800",0,2364,2364,3056,0,3300,0,0,0
"1801",0,2366,2366,3057,0,3303,0,0,0
"1802",0,2367,2367,3058,0,3304,0,0,0
"1803",0,2368,2368,3059,0,3305,0,0,0
"1804",0,2369,2369,3061,0,3306,0,0,0
"1805",0,2371,2371,3062,0,3307,0,0,0
"1806",0,2372,2372,3063,0,3308,0,0,0
"1807",0,2374,2374,3064,0,3309,0,0,0
"1808",0,2375,2375,3066,0,3310,0,0,0
"1809",0,2381,2381,3067,0,3311,0,0,0
"1810",0,2382,2382,3068,0,3315,0,0,0
"1811",0,2383,2383,3069,0,3316,0,0,0
"1812",0,2384,2384,3075,0,3317,0,0,0
"1813",0,2385,2385,3076,0,3318,0,0,0
"1814",0,2386,2386,3077,0,3319,0,0,0
"1815",0,2388,2388,3081,0,3324,0,0,0
"1816",0,2389,2389,3082,0,3325,0,0,0
"1817",0,2390,2390,3083,0,3326,0,0,0
"1818",0,2392,2392,3084,0,3327,0,0,0
"1819",0,2393,2393,3086,0,3328,0,0,0
"1820",0,2396,2396,3087,0,3329,0,0,0
"1821",0,2397,2397,3088,0,3330,0,0,0
"1822",0,2398,2398,3089,0,3331,0,0,0
"1823",0,2399,2399,3090,0,3334,0,0,0
"1824",0,2400,2400,3097,0,3336,0,0,0
"1825",0,2401,2401,3100,0,3337,0,0,0
"1826",0,2402,2402,3104,0,3341,0,0,0
"1827",0,2403,2403,3105,0,3342,0,0,0
"1828",0,2404,2404,3108,0,3347,0,0,0
"1829",0,2405,2405,3109,0,3348,0,0,0
"1830",0,2406,2406,3112,0,3349,0,0,0
"1831",0,2407,2407,3113,0,3350,0,0,0
"1832",0,2414,2414,3114,0,3351,0,0,0
"1833",0,2419,2419,3116,0,3352,0,0,0
"1834",0,2420,2420,3117,0,3353,0,0,0
"1835",0,2421,2421,3119,0,3354,0,0,0
"1836",0,2422,2422,3120,0,3355,0,0,0
"1837",0,2423,2423,3124,0,3356,0,0,0
"1838",0,2424,2424,3125,0,3357,0,0,0
"1839",0,2425,2425,3129,0,3358,0,0,0
"1840",0,2427,2427,3130,0,3359,0,0,0
"1841",0,2428,2428,3131,0,3360,0,0,0
"1842",0,2430,2430,3132,0,3361,0,0,0
"1843",0,2431,2431,3133,0,3362,0,0,0
"1844",0,2432,2432,3135,0,3363,0,0,0
"1845",0,2433,2433,3137,0,3364,0,0,0
"1846",0,2434,2434,3138,0,3365,0,0,0
"1847",0,2435,2435,3139,0,3366,0,0,0
"1848",0,2436,2436,3141,0,3367,0,0,0
"1849",0,2437,2437,3143,0,3368,0,0,0
"1850",0,2438,2438,3144,0,3369,0,0,0
"1851",0,2439,2439,3145,0,3372,0,0,0
"1852",0,2441,2441,3146,0,0,0,0,0
"1853",0,2442,2442,3148,0,0,0,0,0
"1854",0,2443,2443,3149,0,0,0,0,0
"1855",0,2444,2444,3151,0,0,0,0,0
"1856",0,2449,2449,3153,0,0,0,0,0
"1857",0,2450,2450,3154,0,0,0,0,0
"1858",0,2451,2451,3156,0,0,0,0,0
"1859",0,2453,2453,3160,0,0,0,0,0
"1860",0,2454,2454,3161,0,0,0,0,0
"1861",0,2455,2455,3162,0,0,0,0,0
"1862",0,2456,2456,3163,0,0,0,0,0
"1863",0,2457,2457,3165,0,0,0,0,0
"1864",0,2458,2458,3167,0,0,0,0,0
"1865",0,2459,2459,3168,0,0,0,0,0
"1866",0,2475,2475,3169,0,0,0,0,0
"1867",0,2477,2477,3170,0,0,0,0,0
"1868",0,2480,2480,3171,0,0,0,0,0
"1869",0,2481,2481,3172,0,0,0,0,0
"1870",0,2483,2483,3175,0,0,0,0,0
"1871",0,2485,2485,3177,0,0,0,0,0
"1872",0,2486,2486,3182,0,0,0,0,0
"1873",0,2487,2487,3184,0,0,0,0,0
"1874",0,2488,2488,3188,0,0,0,0,0
"1875",0,2489,2489,3191,0,0,0,0,0
"1876",0,2490,2490,3192,0,0,0,0,0
"1877",0,2491,2491,3198,0,0,0,0,0
"1878",0,2492,2492,3200,0,0,0,0,0
"1879",0,2493,2493,3201,0,0,0,0,0
"1880",0,2494,2494,3202,0,0,0,0,0
"1881",0,2495,2495,3203,0,0,0,0,0
"1882",0,2496,2496,3207,0,0,0,0,0
"1883",0,2497,2497,3208,0,0,0,0,0
"1884",0,2498,2498,3209,0,0,0,0,0
"1885",0,2499,2499,3220,0,0,0,0,0
"1886",0,2500,2500,3221,0,0,0,0,0
"1887",0,2502,2502,3222,0,0,0,0,0
"1888",0,2503,2503,3223,0,0,0,0,0
"1889",0,2504,2504,3224,0,0,0,0,0
"1890",0,2505,2505,3225,0,0,0,0,0
"1891",0,2506,2506,3226,0,0,0,0,0
"1892",0,2507,2507,3227,0,0,0,0,0
"1893",0,2508,2508,3228,0,0,0,0,0
"1894",0,2509,2509,3229,0,0,0,0,0
"1895",0,2510,2510,3230,0,0,0,0,0
"1896",0,2511,2511,3231,0,0,0,0,0
"1897",0,2513,2513,3232,0,0,0,0,0
"1898",0,2514,2514,3233,0,0,0,0,0
"1899",0,2515,2515,3234,0,0,0,0,0
"1900",0,2517,2517,3235,0,0,0,0,0
"1901",0,2518,2518,3236,0,0,0,0,0
"1902",0,2521,2521,3238,0,0,0,0,0
"1903",0,2522,2522,3240,0,0,0,0,0
"1904",0,2523,2523,3242,0,0,0,0,0
"1905",0,2524,2524,3243,0,0,0,0,0
"1906",0,2525,2525,3244,0,0,0,0,0
"1907",0,2526,2526,3250,0,0,0,0,0
"1908",0,2527,2527,3251,0,0,0,0,0
"1909",0,2528,2528,3252,0,0,0,0,0
"1910",0,2529,2529,3253,0,0,0,0,0
"1911",0,2535,2535,3264,0,0,0,0,0
"1912",0,2536,2536,3265,0,0,0,0,0
"1913",0,2537,2537,3266,0,0,0,0,0
"1914",0,2539,2539,3267,0,0,0,0,0
"1915",0,2540,2540,3270,0,0,0,0,0
"1916",0,2543,2543,3271,0,0,0,0,0
"1917",0,2544,2544,3274,0,0,0,0,0
"1918",0,2549,2549,3275,0,0,0,0,0
"1919",0,2550,2550,3276,0,0,0,0,0
"1920",0,2551,2551,3277,0,0,0,0,0
"1921",0,2554,2554,3278,0,0,0,0,0
"1922",0,2555,2555,3280,0,0,0,0,0
"1923",0,2556,2556,3281,0,0,0,0,0
"1924",0,2558,2558,3282,0,0,0,0,0
"1925",0,2559,2559,3283,0,0,0,0,0
"1926",0,2560,2560,3284,0,0,0,0,0
"1927",0,2561,2561,3288,0,0,0,0,0
"1928",0,2566,2566,3289,0,0,0,0,0
"1929",0,2567,2567,3290,0,0,0,0,0
"1930",0,2568,2568,3291,0,0,0,0,0
"1931",0,2569,2569,3293,0,0,0,0,0
"1932",0,2571,2571,3294,0,0,0,0,0
"1933",0,2572,2572,3295,0,0,0,0,0
"1934",0,2576,2576,3296,0,0,0,0,0
"1935",0,2577,2577,3297,0,0,0,0,0
"1936",0,2578,2578,3298,0,0,0,0,0
"1937",0,2579,2579,3299,0,0,0,0,0
"1938",0,2580,2580,3300,0,0,0,0,0
"1939",0,2581,2581,3303,0,0,0,0,0
"1940",0,2582,2582,3304,0,0,0,0,0
"1941",0,2583,2583,3305,0,0,0,0,0
"1942",0,2584,2584,3306,0,0,0,0,0
"1943",0,2585,2585,3307,0,0,0,0,0
"1944",0,2586,2586,3308,0,0,0,0,0
"1945",0,2587,2587,3309,0,0,0,0,0
"1946",0,2588,2588,3310,0,0,0,0,0
"1947",0,2589,2589,3311,0,0,0,0,0
"1948",0,2590,2590,3315,0,0,0,0,0
"1949",0,2591,2591,3316,0,0,0,0,0
"1950",0,2592,2592,3317,0,0,0,0,0
"1951",0,2593,2593,3318,0,0,0,0,0
"1952",0,2594,2594,3319,0,0,0,0,0
"1953",0,2595,2595,3324,0,0,0,0,0
"1954",0,2596,2596,3325,0,0,0,0,0
"1955",0,2597,2597,3326,0,0,0,0,0
"1956",0,2598,2598,3327,0,0,0,0,0
"1957",0,2599,2599,3328,0,0,0,0,0
"1958",0,2600,2600,3329,0,0,0,0,0
"1959",0,2601,2601,3330,0,0,0,0,0
"1960",0,2602,2602,3331,0,0,0,0,0
"1961",0,2607,2607,3334,0,0,0,0,0
"1962",0,2609,2609,3336,0,0,0,0,0
"1963",0,2610,2610,3337,0,0,0,0,0
"1964",0,2612,2612,3341,0,0,0,0,0
"1965",0,2613,2613,3342,0,0,0,0,0
"1966",0,2614,2614,3347,0,0,0,0,0
"1967",0,2615,2615,3348,0,0,0,0,0
"1968",0,2616,2616,3349,0,0,0,0,0
"1969",0,2617,2617,3350,0,0,0,0,0
"1970",0,2618,2618,3351,0,0,0,0,0
"1971",0,2621,2621,3352,0,0,0,0,0
"1972",0,2624,2624,3353,0,0,0,0,0
"1973",0,2625,2625,3354,0,0,0,0,0
"1974",0,2626,2626,3355,0,0,0,0,0
"1975",0,2627,2627,3356,0,0,0,0,0
"1976",0,2636,2636,3357,0,0,0,0,0
"1977",0,2637,2637,3358,0,0,0,0,0
"1978",0,2638,2638,3359,0,0,0,0,0
"1979",0,2639,2639,3360,0,0,0,0,0
"1980",0,2640,2640,3361,0,0,0,0,0
"1981",0,2641,2641,3362,0,0,0,0,0
"1982",0,2642,2642,3363,0,0,0,0,0
"1983",0,2643,2643,3364,0,0,0,0,0
"1984",0,2644,2644,3365,0,0,0,0,0
"1985",0,2645,2645,3366,0,0,0,0,0
"1986",0,2646,2646,3367,0,0,0,0,0
"1987",0,2647,2647,3368,0,0,0,0,0
"1988",0,2648,2648,3369,0,0,0,0,0
"1989",0,2649,2649,3372,0,0,0,0,0
"1990",0,2650,2650,0,0,0,0,0,0
"1991",0,2651,2651,0,0,0,0,0,0
"1992",0,2652,2652,0,0,0,0,0,0
"1993",0,2653,2653,0,0,0,0,0,0
"1994",0,2654,2654,0,0,0,0,0,0
"1995",0,2655,2655,0,0,0,0,0,0
"1996",0,2656,2656,0,0,0,0,0,0
"1997",0,2659,2659,0,0,0,0,0,0
"1998",0,2663,2663,0,0,0,0,0,0
"1999",0,2664,2664,0,0,0,0,0,0
"2000",0,2665,2665,0,0,0,0,0,0
"2001",0,2666,2666,0,0,0,0,0,0
"2002",0,2667,2667,0,0,0,0,0,0
"2003",0,2668,2668,0,0,0,0,0,0
"2004",0,2669,2669,0,0,0,0,0,0
"2005",0,2670,2670,0,0,0,0,0,0
"2006",0,2671,2671,0,0,0,0,0,0
"2007",0,2672,2672,0,0,0,0,0,0
"2008",0,2673,2673,0,0,0,0,0,0
"2009",0,2674,2674,0,0,0,0,0,0
"2010",0,2675,2675,0,0,0,0,0,0
"2011",0,2676,2676,0,0,0,0,0,0
"2012",0,2677,2677,0,0,0,0,0,0
"2013",0,2680,2680,0,0,0,0,0,0
"2014",0,2684,2684,0,0,0,0,0,0
"2015",0,2685,2685,0,0,0,0,0,0
"2016",0,2686,2686,0,0,0,0,0,0
"2017",0,2687,2687,0,0,0,0,0,0
"2018",0,2688,2688,0,0,0,0,0,0
"2019",0,2689,2689,0,0,0,0,0,0
"2020",0,2690,2690,0,0,0,0,0,0
"2021",0,2696,2696,0,0,0,0,0,0
"2022",0,2697,2697,0,0,0,0,0,0
"2023",0,2698,2698,0,0,0,0,0,0
"2024",0,2699,2699,0,0,0,0,0,0
"2025",0,2702,2702,0,0,0,0,0,0
"2026",0,2708,2708,0,0,0,0,0,0
"2027",0,2709,2709,0,0,0,0,0,0
"2028",0,2714,2714,0,0,0,0,0,0
"2029",0,2715,2715,0,0,0,0,0,0
"2030",0,2716,2716,0,0,0,0,0,0
"2031",0,2717,2717,0,0,0,0,0,0
"2032",0,2718,2718,0,0,0,0,0,0
"2033",0,2719,2719,0,0,0,0,0,0
"2034",0,2720,2720,0,0,0,0,0,0
"2035",0,2721,2721,0,0,0,0,0,0
"2036",0,2724,2724,0,0,0,0,0,0
"2037",0,2725,2725,0,0,0,0,0,0
"2038",0,2726,2726,0,0,0,0,0,0
"2039",0,2727,2727,0,0,0,0,0,0
"2040",0,2728,2728,0,0,0,0,0,0
"2041",0,2729,2729,0,0,0,0,0,0
"2042",0,2730,2730,0,0,0,0,0,0
"2043",0,2731,2731,0,0,0,0,0,0
"2044",0,2732,2732,0,0,0,0,0,0
"2045",0,2733,2733,0,0,0,0,0,0
"2046",0,2734,2734,0,0,0,0,0,0
"2047",0,2735,2735,0,0,0,0,0,0
"2048",0,2736,2736,0,0,0,0,0,0
"2049",0,2737,2737,0,0,0,0,0,0
"2050",0,2738,2738,0,0,0,0,0,0
"2051",0,2739,2739,0,0,0,0,0,0
"2052",0,2740,2740,0,0,0,0,0,0
"2053",0,2741,2741,0,0,0,0,0,0
"2054",0,2742,2742,0,0,0,0,0,0
"2055",0,2743,2743,0,0,0,0,0,0
"2056",0,2744,2744,0,0,0,0,0,0
"2057",0,2745,2745,0,0,0,0,0,0
"2058",0,2746,2746,0,0,0,0,0,0
"2059",0,2749,2749,0,0,0,0,0,0
"2060",0,2750,2750,0,0,0,0,0,0
"2061",0,2751,2751,0,0,0,0,0,0
"2062",0,2752,2752,0,0,0,0,0,0
"2063",0,2753,2753,0,0,0,0,0,0
"2064",0,2754,2754,0,0,0,0,0,0
"2065",0,2755,2755,0,0,0,0,0,0
"2066",0,2756,2756,0,0,0,0,0,0
"2067",0,2757,2757,0,0,0,0,0,0
"2068",0,2758,2758,0,0,0,0,0,0
"2069",0,2759,2759,0,0,0,0,0,0
"2070",0,2760,2760,0,0,0,0,0,0
"2071",0,2765,2765,0,0,0,0,0,0
"2072",0,2766,2766,0,0,0,0,0,0
"2073",0,2767,2767,0,0,0,0,0,0
"2074",0,2768,2768,0,0,0,0,0,0
"2075",0,2769,2769,0,0,0,0,0,0
"2076",0,2770,2770,0,0,0,0,0,0
"2077",0,2778,2778,0,0,0,0,0,0
"2078",0,2779,2779,0,0,0,0,0,0
"2079",0,2780,2780,0,0,0,0,0,0
"2080",0,2781,2781,0,0,0,0,0,0
"2081",0,2782,2782,0,0,0,0,0,0
"2082",0,2783,2783,0,0,0,0,0,0
"2083",0,2784,2784,0,0,0,0,0,0
"2084",0,2785,2785,0,0,0,0,0,0
"2085",0,2786,2786,0,0,0,0,0,0
"2086",0,2787,2787,0,0,0,0,0,0
"2087",0,2788,2788,0,0,0,0,0,0
"2088",0,2789,2789,0,0,0,0,0,0
"2089",0,2790,2790,0,0,0,0,0,0
"2090",0,2791,2791,0,0,0,0,0,0
"2091",0,2792,2792,0,0,0,0,0,0
"2092",0,2793,2793,0,0,0,0,0,0
"2093",0,2794,2794,0,0,0,0,0,0
"2094",0,2795,2795,0,0,0,0,0,0
"2095",0,2796,2796,0,0,0,0,0,0
"2096",0,2797,2797,0,0,0,0,0,0
"2097",0,2798,2798,0,0,0,0,0,0
"2098",0,2799,2799,0,0,0,0,0,0
"2099",0,2800,2800,0,0,0,0,0,0
"2100",0,2801,2801,0,0,0,0,0,0
"2101",0,2802,2802,0,0,0,0,0,0
"2102",0,2803,2803,0,0,0,0,0,0
"2103",0,2806,2806,0,0,0,0,0,0
"2104",0,2810,2810,0,0,0,0,0,0
"2105",0,2811,2811,0,0,0,0,0,0
"2106",0,2812,2812,0,0,0,0,0,0
"2107",0,2813,2813,0,0,0,0,0,0
"2108",0,2814,2814,0,0,0,0,0,0
"2109",0,2815,2815,0,0,0,0,0,0
"2110",0,2816,2816,0,0,0,0,0,0
"2111",0,2817,2817,0,0,0,0,0,0
"2112",0,2818,2818,0,0,0,0,0,0
"2113",0,2819,2819,0,0,0,0,0,0
"2114",0,2820,2820,0,0,0,0,0,0
"2115",0,2829,2829,0,0,0,0,0,0
"2116",0,2830,2830,0,0,0,0,0,0
"2117",0,2831,2831,0,0,0,0,0,0
"2118",0,2832,2832,0,0,0,0,0,0
"2119",0,2833,2833,0,0,0,0,0,0
"2120",0,2834,2834,0,0,0,0,0,0
"2121",0,2835,2835,0,0,0,0,0,0
"2122",0,2836,2836,0,0,0,0,0,0
"2123",0,2837,2837,0,0,0,0,0,0
"2124",0,2838,2838,0,0,0,0,0,0
"2125",0,2839,2839,0,0,0,0,0,0
"2126",0,2840,2840,0,0,0,0,0,0
"2127",0,2841,2841,0,0,0,0,0,0
"2128",0,2842,2842,0,0,0,0,0,0
"2129",0,2843,2843,0,0,0,0,0,0
"2130",0,2844,2844,0,0,0,0,0,0
"2131",0,2845,2845,0,0,0,0,0,0
"2132",0,2846,2846,0,0,0,0,0,0
"2133",0,2847,2847,0,0,0,0,0,0
"2134",0,2849,2849,0,0,0,0,0,0
"2135",0,2850,2850,0,0,0,0,0,0
"2136",0,2851,2851,0,0,0,0,0,0
"2137",0,2852,2852,0,0,0,0,0,0
"2138",0,2853,2853,0,0,0,0,0,0
"2139",0,2854,2854,0,0,0,0,0,0
"2140",0,2855,2855,0,0,0,0,0,0
"2141",0,2856,2856,0,0,0,0,0,0
"2142",0,2858,2858,0,0,0,0,0,0
"2143",0,2859,2859,0,0,0,0,0,0
"2144",0,2860,2860,0,0,0,0,0,0
"2145",0,2861,2861,0,0,0,0,0,0
"2146",0,2862,2862,0,0,0,0,0,0
"2147",0,2863,2863,0,0,0,0,0,0
"2148",0,2864,2864,0,0,0,0,0,0
"2149",0,2865,2865,0,0,0,0,0,0
"2150",0,2866,2866,0,0,0,0,0,0
"2151",0,2878,2878,0,0,0,0,0,0
"2152",0,2879,2879,0,0,0,0,0,0
"2153",0,2880,2880,0,0,0,0,0,0
"2154",0,2882,2882,0,0,0,0,0,0
"2155",0,2883,2883,0,0,0,0,0,0
"2156",0,2902,2902,0,0,0,0,0,0
"2157",0,2903,2903,0,0,0,0,0,0
"2158",0,2904,2904,0,0,0,0,0,0
"2159",0,2905,2905,0,0,0,0,0,0
"2160",0,2906,2906,0,0,0,0,0,0
"2161",0,2907,2907,0,0,0,0,0,0
"2162",0,2908,2908,0,0,0,0,0,0
"2163",0,2909,2909,0,0,0,0,0,0
"2164",0,2910,2910,0,0,0,0,0,0
"2165",0,2911,2911,0,0,0,0,0,0
"2166",0,2914,2914,0,0,0,0,0,0
"2167",0,2915,2915,0,0,0,0,0,0
"2168",0,2916,2916,0,0,0,0,0,0
"2169",0,2917,2917,0,0,0,0,0,0
"2170",0,2918,2918,0,0,0,0,0,0
"2171",0,2919,2919,0,0,0,0,0,0
"2172",0,2920,2920,0,0,0,0,0,0
"2173",0,2921,2921,0,0,0,0,0,0
"2174",0,2922,2922,0,0,0,0,0,0
"2175",0,2923,2923,0,0,0,0,0,0
"2176",0,2924,2924,0,0,0,0,0,0
"2177",0,2926,2926,0,0,0,0,0,0
"2178",0,2930,2930,0,0,0,0,0,0
"2179",0,2931,2931,0,0,0,0,0,0
"2180",0,2932,2932,0,0,0,0,0,0
"2181",0,2938,2938,0,0,0,0,0,0
"2182",0,2939,2939,0,0,0,0,0,0
"2183",0,2940,2940,0,0,0,0,0,0
"2184",0,2941,2941,0,0,0,0,0,0
"2185",0,2942,2942,0,0,0,0,0,0
"2186",0,2943,2943,0,0,0,0,0,0
"2187",0,2945,2945,0,0,0,0,0,0
"2188",0,2947,2947,0,0,0,0,0,0
"2189",0,2948,2948,0,0,0,0,0,0
"2190",0,2949,2949,0,0,0,0,0,0
"2191",0,2951,2951,0,0,0,0,0,0
"2192",0,2952,2952,0,0,0,0,0,0
"2193",0,2953,2953,0,0,0,0,0,0
"2194",0,2954,2954,0,0,0,0,0,0
"2195",0,2955,2955,0,0,0,0,0,0
"2196",0,2956,2956,0,0,0,0,0,0
"2197",0,2957,2957,0,0,0,0,0,0
"2198",0,2958,2958,0,0,0,0,0,0
"2199",0,2959,2959,0,0,0,0,0,0
"2200",0,2965,2965,0,0,0,0,0,0
"2201",0,2967,2967,0,0,0,0,0,0
"2202",0,2968,2968,0,0,0,0,0,0
"2203",0,2970,2970,0,0,0,0,0,0
"2204",0,2971,2971,0,0,0,0,0,0
"2205",0,2972,2972,0,0,0,0,0,0
"2206",0,2973,2973,0,0,0,0,0,0
"2207",0,2974,2974,0,0,0,0,0,0
"2208",0,2975,2975,0,0,0,0,0,0
"2209",0,2976,2976,0,0,0,0,0,0
"2210",0,2977,2977,0,0,0,0,0,0
"2211",0,2978,2978,0,0,0,0,0,0
"2212",0,2979,2979,0,0,0,0,0,0
"2213",0,2980,2980,0,0,0,0,0,0
"2214",0,2981,2981,0,0,0,0,0,0
"2215",0,2982,2982,0,0,0,0,0,0
"2216",0,2991,2991,0,0,0,0,0,0
"2217",0,2992,2992,0,0,0,0,0,0
"2218",0,2993,2993,0,0,0,0,0,0
"2219",0,2994,2994,0,0,0,0,0,0
"2220",0,2998,2998,0,0,0,0,0,0
"2221",0,2999,2999,0,0,0,0,0,0
"2222",0,3000,3000,0,0,0,0,0,0
"2223",0,3001,3001,0,0,0,0,0,0
"2224",0,3002,3002,0,0,0,0,0,0
"2225",0,3003,3003,0,0,0,0,0,0
"2226",0,3004,3004,0,0,0,0,0,0
