"","SB_pres","RPBB_pres","MPEB_pres","BEBB_pres","CBT_pres","EFW_pres","LW_pres","EP_pres","PHM_pres"
"1044",-0.096831654,0.185958273,0.185958273,-0.103728903,0.043898628,-0.103728903,-0.103848,-0.103848,-0.103848
"1045",-0.103848,0.166299057,0.166299057,-0.103848,-0.034314784,-0.103848,-0.103848,-0.103848,-0.103848
"1046",-0.103848,0.844164633,0.844164633,-0.103026138,0.300270232,-0.103026138,-0.103848,-0.103848,-0.103848
"1047",-0.103848,0.742718,0.742718,-0.103227,0.414571,-0.103227,-0.103848,-0.103848,-0.103848
"1048",-0.103848,0.033044519,0.033044519,-0.103848,-0.046995621,-0.103848,-0.103848,-0.103848,-0.103848
"1049",-0.103848,0.139023233,0.139023233,-0.103848,-0.056126821,-0.103848,-0.103848,-0.103848,-0.103848
"1050",-0.103848,-0.103848,-0.103848,-0.097841268,-0.098506081,-0.097841268,-0.103848,-0.103848,-0.103332466
"1051",-0.103848,-0.086507046,-0.086507046,-0.095117277,-0.089771623,-0.095117277,-0.103848,-0.103848,-0.099346675
"1052",-0.103848,-0.002236854,-0.002236854,-0.089280526,0.369550007,-0.089280526,-0.103848,-0.103848,-0.103848
"1053",-0.103848,0.0175289,0.0175289,-0.099633913,0.092935922,-0.099633913,-0.103848,-0.103848,-0.103848
"1054",-0.103848,0.312947026,0.312947026,-0.103848,-0.098433426,-0.103848,-0.103848,-0.103848,-0.103848
"1055",-0.103848,0.399697705,0.399697705,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848
"1056",-0.103848,0.373274997,0.373274997,-0.079885562,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848
"1057",-0.100438675,0.24826957,0.24826957,-0.057612658,-0.103848,-0.103848,-0.103848,-0.099228677,-0.103848
"1058",-0.103848,0.436891116,0.436891116,-0.071689785,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848
"1059",-0.103848,0.486969459,0.486969459,-0.061678477,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848
"1060",-0.103848,0.386171992,0.386171992,-0.072082616,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848
"1061",-0.099768462,0.208627022,0.208627022,-0.048523605,-0.103848,-0.103848,-0.103848,-0.098320599,-0.103848
"1062",-0.103848,0.412955,0.412955,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848
"1063",-0.103848,-0.103848,-0.103848,-0.103163036,-0.103848,-0.103163036,-0.103354898,-0.103848,-0.086441979
"1064",-0.103848,-0.103848,-0.103848,-0.102708519,-0.103848,-0.102708519,-0.103848,-0.103848,-0.101730853
"1065",-0.103848,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848,-0.102808768,-0.103848,-0.102449785
"1066",-0.103848,0.097303628,0.097303628,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848
"1067",-0.103848,0.124786782,0.124786782,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848
"1068",-0.103848,0.124786782,0.124786782,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848
"1069",-0.103848,0.11602067,0.11602067,-0.103848,-0.099331754,-0.103848,-0.103848,-0.103848,-0.103848
"1070",-0.103848,0.138710027,0.138710027,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848
"1071",-0.103848,0.300727,0.300727,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848
"1072",-0.103848,0.300727,0.300727,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848
"1073",-0.103400427,-0.080974603,-0.080974603,-0.103848,-0.103848,-0.103848,-0.103051012,-0.103848,-0.075317459
"1074",-0.103550484,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848,-0.103318218,-0.103848,-0.084645899
"1075",-0.103848,-0.024370149,-0.024370149,-0.084555736,0.434529743,-0.084555736,-0.103848,-0.103848,-0.103848
"1076",-0.094154377,-0.072560409,-0.072560409,0.027611464,-0.103848,-0.103848,-0.103848,-0.090714027,-0.103848
"1077",-0.103848,0.087308404,0.087308404,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848
"1078",-0.103848,0.12525535,0.12525535,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848
"1079",-0.103848,0.028185062,0.028185062,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848,-0.103848
