"SppCode","prop_small","prop_med","prop_large"
"EUBR2",0,0,6.94492673102299e-05
"EUDA3",0,0,6.94492673102299e-05
"EUOD",0.000286270468338487,8.43120557808561e-05,6.94492673102299e-05
"QUCI",4.1368917636152e-05,2.99931013322975e-05,8.76915643042773e-06
"BEPO",0.0466094321423533,0.0254282305224086,0.045631067961165
"TSCA",0.72967526798172,0.775286596119929,0.673913043478261
"SAAL",1,1,1
"AMAR",0.147885676046466,0.2,0.25
"BEAL",0.00368695888532609,0.003022392977961,0.0137205387205387
"COAL",0.0273453054753581,0.00606060606060605,0
"ILAT",0.140732183631103,0.103039655817434,0.142857142857143
"ILOP",0.289838570730339,0.355910398892855,0.357142857142857
"PITA",0.015742177154206,0.0158739098372217,0.0212905191146922
"QUEL",0.0143300899403794,0.018013537622745,0.0215163541456256
"SOAU",0.247892344289385,0.287119219633112,0.387959866220736
"QUST",0.00176277386416463,0.00110172656239531,0.00237272373632131
"ACPE",1.33096842667869e-05,3.79937396334133e-05,1.97589409207666e-05
"AEPA",0.0181561979303381,0,0
"ELUM",0.0883421883421883,0.012987012987013,0
"FAGR",0.32521981596481,0.492097583326918,0.58480079132547
"LADE",0.192547306225549,0.290979853479854,0.444444444444444
"MAAC",0.0176856012869646,0.0224913065077,0.0494505494505494
"PIBA",0.00592236977022201,0.00279960796233322,0.00126646403242148
"PIMA",0.0125960974400419,0.00802650774541506,0.00402879728966686
"PIVI",0.00941938534676965,0.00573736600012572,0.00353054325727109
"QUFA",0.00100246125950071,0.00274885902366073,0.00394407964043383
"QUHE2",8.69777958029038e-05,0.000251509848716408,0.00015296694911008
"QULY",0.000875264163042792,6.50778556995127e-05,3.91762529800166e-05
"QUMA2",0.00139433814465358,0.00164309214504242,0.000858026672168529
"QUMI",0.000109431159039099,5.05803553081536e-05,3.14729183010149e-05
"QUPR",0.00290612513672935,0.00353256849104662,0.00187595216620782
"ULRU",0.00690477338982946,0.0148581714730405,0.0135919126182835
"AM",0.621637207427265,0.625,0.4
"CAPU",0.0333333333333333,0.0238095238095238,0.0222222222222222
"CHTH",0.143461007591442,0.247222222222222,0.113445378151261
"CONU2",0.0111845740314629,0.0363636363636364,0.0769230769230769
"CRVI",0.0404247286908671,0.0123745819397993,0.00483091787439613
"FRNI",0.00458024739560348,0.000865649856031378,0.000721045661995329
"PIGL2",2.51509054325956e-05,3.36195361284567e-05,5.68133397721784e-05
"PIRI",0.00100242982104285,0.00460144219050691,0.000198846689202625
"PIRU",0.000991215849346665,0.00016025641025641,0.000909090909090909
"PIRE",0.0437515395626111,0.0437116557549753,0.00922795930574973
"ULAL",0.0102201162465075,0.00307405644516521,0.000625276253517179
"PIPA",0.0107065887477234,0.0121450980314864,0.019932493340748
"ULTH",0.000872452740051208,0.000761887582489225,0.000618010048930405
"COMA",0.0792953724350565,0.0287878787878788,0.153846153846154
"SACA4",0.00345029042958072,0,0
"TABR",0.0220405261286882,0.0138888888888889,0.1
"ILCA",0.0995805907859627,0.0388708513708514,0.0714285714285714
"PRPA",0.00107131380247346,1.72735438402543e-05,0.000440917107583774
"PRTO",2.2080674826503e-05,0,0
"ACBA",4.87012987012988e-06,6.80494942905637e-05,6.98548416390741e-06
"JUCO1",0.00629795645598421,0.00649040802415036,0.00892857142857143
"ABBI",0,0.00197628458498024,0
"CRCR",0.111674015431794,0.112818707315524,0.0454545454545455
"JUCI",0.0673537602173934,0.0374574987468196,0.0385691533812921
"LALA",0.285770855650374,0.278044871794872,0.166666666666667
"POTR1",0.275716059145131,0.0808752244705723,0.0251477498788197
"PRGL",5.29918896325809e-05,0,0
"ABBA",0.293608069315082,0.191311224132585,0.0906298003072197
"ABFR",0.0539952584081717,0.0178571428571429,0.0161290322580645
"ACTA",0.00794522008201353,5.37944250302587e-05,0.000455215821718273
"CORA",0.00523401171196476,0.000413223140495867,0
"PRPE1",0.00266044881126827,0.0018009768009768,0.00246913580246914
"QUAC3",0.000389437194107119,4.84770921501045e-07,3.8160947612651e-06
"QUBI2",0.00118053752529272,0,0
"CODR",0.000652969305451575,0,0
"FRQU",0.000979405410850716,0.000749389148894333,0.00108335814507126
"ULGL",0.00185057836756247,5.90541881230217e-06,4.46800905516502e-05
"FRMA",0.00118411563155891,2.31956019603001e-05,0
"PIOM",0.00330838279879049,0.00179095552810998,9.46969696969695e-05
"AMAL",0.000998814965295411,0,0
"JUHO2",0.000219853749462314,0,0
"JUSQ2",2.86765760168237e-05,0,0
"PRCERmj",0.00131474646308535,0.000572917249847907,0
"PRNI",0.000534449638625052,0,0
"PRPUB",3.99249411107119e-05,0,0
"SAAM",0.00283413375151099,0.00345112606942155,0.00566616370005386
"SABE",0.000924570276848191,0.000241080038572806,0
"SOAM",0.124103476558572,0.113557493704553,0.135869565217391
"TACA",0.0189784442361762,0.0208333333333333,0
"TACU",0.0791728031418753,0.0972222222222222,0
"TAME2",0,0.0208333333333333,0
"LA10",0.436399532430716,0.332417582417582,0.333333333333333
"MAPUEL",7.54318473259409e-05,0,0
"TS",0.189773846225459,0.134299516908213,0.118181818181818
"OS4",0.170332355816227,0.125,0.125
"PRMA",0.0110933085509186,0.0106898870774502,0.0111111111111111
"QUSC2",0.000657153442904687,2.84716945288753e-05,0
"ULHO",0.000294026331287576,0.000531887899252543,3.52858151023289e-06
"CO39",0.243956043956044,0.2,0
"LAKA2",0.0140562248995984,0.00240384615384615,0
"MATR7",0.000654769184002223,0.000114129194247889,0
"PRCI",0.00191220621279048,0.000944287063267232,0
"AEAR5",0.00229145910963239,0,0
"MABA2",2.63247722249084e-06,0,0
"MAHU2",8.77492407496945e-07,0,0
"MAMA37",0.00357306823783945,0.000136690607431115,0
"MASA9",0.000276514364724521,5.52924046666789e-05,0
"PYIO",0.000217564669119414,0.000156658900520254,0.0014088365358275
"TIMOmja",3.57064803884938e-05,0,0
"GLAQ",1.37734849510778e-05,4.07644051914866e-05,0
"CRAM12",0.000920927357023371,0.0020478890989288,0.00197628458498024
"PIAR",0.000700366727178306,0.000340087866191422,0.000131334146621705
"POAC5",0.00313551643537126,0.00321235626073327,0.00429133378898199
"POSA",0.00541133245684045,0.00922458844734259,0.0102931524494135
"POTR10",0.00336195934353292,7.81657692411825e-05,0
"QUGA",9.54063008476948e-05,0.00014306256245278,0.000339012695701557
"ABLA",0.0325802830859294,0.058874518436984,0.0343061955965182
"ACGL",0.00109410471352829,0.000101544540945519,2.23084816847365e-05
"BEOC",0.000349662153516836,9.01225666906993e-05,0.000893286607572322
"CRMO1",0.00646942185236375,0.0301891974859839,0.0322793148880105
"JUMO",7.36040034606322e-05,6.40966944419009e-05,0
"PILE2",8.01646292102728e-05,2.01200766172518e-06,0
"PIMO3",0.000948101242590903,0.00125842282063137,0.00378718227741836
"PIST2",4.03207719214999e-05,7.04202681603811e-06,0.000213587447630001
"POAN",0.00470494336112636,0.00478707846684787,0.00447878118599455
"PRPU1",0.000130787811068184,3.35912394047632e-05,0
"QUPA4",2.12292274662896e-06,7.68108149627468e-06,0
"SAFR",0.0231834846368715,0.0208554890678156,0.0500513080788138
