1800,1805,1810,1815,1820,1825,1830,1835,1840,1845,1850,1855,1860,1865,1870,1875,1880,1885,1890,1895,1900,1905,1910,1915,1920,1925,1930,1935,1940,1945,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030
-0.261288988,-0.261288988,-0.261288988,-0.261288988,-0.261288988,-0.261288988,-0.261288988,-0.261288988,-0.261288988,-0.261288988,-0.261288988,-0.261288988,-0.261288988,-0.261288988,-0.261288988,-0.261288988,-0.261288988,-0.261288988,-0.261288988,-0.261288988,-0.261288988,-0.261288988,-0.261288988,-0.261288988,-0.261288988,-0.253884084,-0.246479179,-0.236259575,-0.226039971,-0.22824071,-0.230441449,-0.228510279,-0.226579109,-0.230778127,-0.234977146,-0.236033034,-0.237088922,-0.232984631,-0.22888034,-0.21455076,-0.20022118,-0.19382418,-0.18742718,-0.17005028,-0.152673381,-0.142859006,-0.133044631
-0.259598092,-0.259598092,-0.259598092,-0.259598092,-0.259598092,-0.259598092,-0.259598092,-0.259598092,-0.259598092,-0.259598092,-0.259598092,-0.259598092,-0.259598092,-0.259598092,-0.259598092,-0.259598092,-0.259598092,-0.259598092,-0.259598092,-0.259598092,-0.259598092,-0.259598092,-0.259598092,-0.259598092,-0.259598092,-0.250074618,-0.240551143,-0.229269771,-0.2179884,-0.219025305,-0.220062211,-0.218232564,-0.216402916,-0.219695224,-0.222987532,-0.225164415,-0.227341298,-0.226493907,-0.225646517,-0.215260841,-0.204875166,-0.200982172,-0.197089178,-0.185764389,-0.1744396,-0.170905283,-0.167370967
-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.219970872,-0.218230762,-0.219615116,-0.220999469,-0.220595476,-0.220191482,-0.21799506,-0.215798639,-0.212971476,-0.210144313,-0.204605874,-0.199067435,-0.199655483,-0.20024353,-0.191992327,-0.183741124,-0.178532572,-0.173324019,-0.172704649,-0.172085278,-0.170649557,-0.169213837
-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.221710983,-0.219970872,-0.218230762,-0.219615116,-0.220999469,-0.220595476,-0.220191482,-0.21799506,-0.215798639,-0.212971476,-0.210144313,-0.204605874,-0.199067435,-0.199655483,-0.20024353,-0.191992327,-0.183741124,-0.178532572,-0.173324019,-0.172704649,-0.172085278,-0.170649557,-0.169213837
-0.18402614,-0.18402614,-0.18402614,-0.18402614,-0.18402614,-0.18402614,-0.18402614,-0.18402614,-0.18402614,-0.18402614,-0.18402614,-0.18402614,-0.18402614,-0.18402614,-0.18402614,-0.18402614,-0.18402614,-0.18402614,-0.18402614,-0.18402614,-0.18402614,-0.18402614,-0.18402614,-0.18402614,-0.18402614,-0.116038053,-0.048049966,-0.01706594,0.013918085,0.053206924,0.092495763,0.118110181,0.143724598,0.237650736,0.331576874,0.387547909,0.443518944,0.532714915,0.621910887,0.739966242,0.858021597,0.937252762,1.016483928,1.19424173,1.371999532,1.476937214,1.581874895
-0.188882905,-0.188882905,-0.188882905,-0.188882905,-0.188882905,-0.188882905,-0.188882905,-0.188882905,-0.188882905,-0.188882905,-0.188882905,-0.188882905,-0.188882905,-0.188882905,-0.188882905,-0.188882905,-0.188882905,-0.188882905,-0.188882905,-0.188882905,-0.188882905,-0.188882905,-0.188882905,-0.188882905,-0.188882905,-0.108762509,-0.028642112,0.004310276,0.037262663,0.078292565,0.119322466,0.140839342,0.162356217,0.256672506,0.350988795,0.395969742,0.440950689,0.503887718,0.566824747,0.644370477,0.721916206,0.776317776,0.830719345,0.958885474,1.087051603,1.166467322,1.245883041
-0.313639245,-0.313639245,-0.313639245,-0.313639245,-0.313639245,-0.313639245,-0.313639245,-0.313639245,-0.313639245,-0.313639245,-0.313639245,-0.313639245,-0.313639245,-0.313639245,-0.313639245,-0.313639245,-0.313639245,-0.313639245,-0.313639245,-0.313639245,-0.313639245,-0.313639245,-0.313639245,-0.313639245,-0.313639245,-0.306981914,-0.300324583,-0.301906459,-0.303488335,-0.303194686,-0.302901037,-0.300284262,-0.297667487,-0.295813438,-0.29395939,-0.291013964,-0.288068538,-0.288464362,-0.288860185,-0.284730063,-0.280599941,-0.279698824,-0.278797707,-0.274774982,-0.270752258,-0.269661315,-0.268570371
-0.295655025,-0.295655025,-0.295655025,-0.295655025,-0.295655025,-0.295655025,-0.295655025,-0.295655025,-0.295655025,-0.295655025,-0.295655025,-0.295655025,-0.295655025,-0.295655025,-0.295655025,-0.295655025,-0.295655025,-0.295655025,-0.295655025,-0.295655025,-0.295655025,-0.295655025,-0.295655025,-0.295655025,-0.295655025,-0.281278536,-0.266902047,-0.262730487,-0.258558928,-0.236772286,-0.214985645,-0.199876647,-0.184767649,-0.146987307,-0.109206965,-0.098874619,-0.088542273,-0.052870911,-0.017199549,0.042215201,0.101629951,0.139369292,0.177108633,0.269659787,0.36221094,0.425049781,0.487888622
-0.11952838,-0.11952838,-0.11952838,-0.11952838,-0.11952838,-0.11952838,-0.11952838,-0.11952838,-0.11952838,-0.11952838,-0.11952838,-0.11952838,-0.11952838,-0.11952838,-0.11952838,-0.11952838,-0.11952838,-0.11952838,-0.11952838,-0.11952838,-0.11952838,-0.11952838,-0.11952838,-0.11952838,-0.11952838,-0.008788201,0.101951978,0.14846677,0.194981562,0.267856239,0.340730915,0.373163344,0.405595772,0.543529858,0.681463943,0.750433514,0.819403085,0.929790752,1.040178419,1.168068585,1.295958751,1.396062319,1.496165887,1.739974296,1.983782706,2.13284817,2.281913635
-0.194317149,-0.194317149,-0.194317149,-0.194317149,-0.194317149,-0.194317149,-0.194317149,-0.194317149,-0.194317149,-0.194317149,-0.194317149,-0.194317149,-0.194317149,-0.194317149,-0.194317149,-0.194317149,-0.194317149,-0.194317149,-0.194317149,-0.194317149,-0.194317149,-0.194317149,-0.194317149,-0.194317149,-0.194317149,-0.19001886,-0.185720572,-0.176206676,-0.166692781,-0.162036047,-0.157379314,-0.150976133,-0.144572952,-0.144708004,-0.144843057,-0.138595969,-0.13234888,-0.12137354,-0.1103982,-0.096640617,-0.082883033,-0.075777611,-0.068672188,-0.055261031,-0.041849873,-0.031523858,-0.021197843
-0.20352776,-0.20352776,-0.20352776,-0.20352776,-0.20352776,-0.20352776,-0.20352776,-0.20352776,-0.20352776,-0.20352776,-0.20352776,-0.20352776,-0.20352776,-0.20352776,-0.20352776,-0.20352776,-0.20352776,-0.20352776,-0.20352776,-0.20352776,-0.20352776,-0.20352776,-0.20352776,-0.20352776,-0.20352776,-0.196963758,-0.190399756,-0.178630853,-0.166861949,-0.161728455,-0.15659496,-0.149380579,-0.142166198,-0.141228806,-0.140291414,-0.131877513,-0.123463613,-0.108452986,-0.09344236,-0.076834228,-0.060226095,-0.048133089,-0.036040083,-0.017944404,0.000151275,0.01751667,0.034882065
-0.302760065,-0.302760065,-0.302760065,-0.302760065,-0.302760065,-0.302760065,-0.302760065,-0.302760065,-0.302760065,-0.302760065,-0.302760065,-0.302760065,-0.302760065,-0.302760065,-0.302760065,-0.302760065,-0.302760065,-0.302760065,-0.302760065,-0.302760065,-0.302760065,-0.302760065,-0.302760065,-0.302760065,-0.302760065,-0.297239434,-0.291718804,-0.288962001,-0.286205199,-0.284502834,-0.282800469,-0.284652333,-0.286504197,-0.289193289,-0.291882381,-0.294456503,-0.297030625,-0.299617017,-0.302203409,-0.30345171,-0.304700011,-0.306915063,-0.309130115,-0.3102095,-0.311288885,-0.312485735,-0.313682586
-0.293879243,-0.293879243,-0.293879243,-0.293879243,-0.293879243,-0.293879243,-0.293879243,-0.293879243,-0.293879243,-0.293879243,-0.293879243,-0.293879243,-0.293879243,-0.293879243,-0.293879243,-0.293879243,-0.293879243,-0.293879243,-0.293879243,-0.293879243,-0.293879243,-0.293879243,-0.293879243,-0.293879243,-0.293879243,-0.283877802,-0.273876362,-0.27035684,-0.266837319,-0.26454586,-0.262254402,-0.264537559,-0.266820716,-0.266088992,-0.265357268,-0.265852894,-0.266348519,-0.265778599,-0.26520868,-0.265695901,-0.266183123,-0.26839678,-0.270610437,-0.271146108,-0.271681779,-0.272461711,-0.273241644
-0.292273718,-0.292273718,-0.292273718,-0.292273718,-0.292273718,-0.292273718,-0.292273718,-0.292273718,-0.292273718,-0.292273718,-0.292273718,-0.292273718,-0.292273718,-0.292273718,-0.292273718,-0.292273718,-0.292273718,-0.292273718,-0.292273718,-0.292273718,-0.292273718,-0.292273718,-0.292273718,-0.292273718,-0.292273718,-0.280819827,-0.269365936,-0.265666774,-0.261967613,-0.260849003,-0.259730394,-0.262200946,-0.264671497,-0.264528446,-0.264385394,-0.265213064,-0.266040733,-0.266024997,-0.266009261,-0.266425901,-0.266842541,-0.269182711,-0.271522881,-0.272061005,-0.272599129,-0.273336525,-0.27407392
-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.322236124,-0.313248334,-0.31442026,-0.315592187,-0.31508034,-0.314568492,-0.316547731,-0.31852697,-0.318577133,-0.318627297,-0.318986464,-0.319345631,-0.32025456,-0.321163488,-0.321213966,-0.321264444,-0.321909813,-0.322555182,-0.323192858,-0.323830534,-0.324261842,-0.324693151
-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.319505787,-0.30778766,-0.310004329,-0.312220998,-0.311190189,-0.310159379,-0.312824593,-0.315489807,-0.315184207,-0.314878607,-0.315759812,-0.316641016,-0.317917381,-0.319193745,-0.319415408,-0.31963707,-0.320460934,-0.321284798,-0.322089029,-0.322893259,-0.323424771,-0.323956282
-0.291547918,-0.291547918,-0.291547918,-0.291547918,-0.291547918,-0.291547918,-0.291547918,-0.291547918,-0.291547918,-0.291547918,-0.291547918,-0.291547918,-0.291547918,-0.291547918,-0.291547918,-0.291547918,-0.291547918,-0.291547918,-0.291547918,-0.291547918,-0.291547918,-0.291547918,-0.291547918,-0.291547918,-0.291547918,-0.290237765,-0.288927613,-0.287157766,-0.28538792,-0.286467158,-0.287546396,-0.288854829,-0.290163262,-0.291031338,-0.291899415,-0.291936224,-0.291973034,-0.293660566,-0.295348099,-0.297016692,-0.298685284,-0.300106218,-0.301527151,-0.301161272,-0.300795393,-0.301388417,-0.301981441
-0.183199247,-0.183199247,-0.183199247,-0.183199247,-0.183199247,-0.183199247,-0.183199247,-0.183199247,-0.183199247,-0.183199247,-0.183199247,-0.183199247,-0.183199247,-0.183199247,-0.183199247,-0.183199247,-0.183199247,-0.183199247,-0.183199247,-0.183199247,-0.183199247,-0.183199247,-0.183199247,-0.183199247,-0.183199247,-0.178974166,-0.174749084,-0.163873786,-0.152998487,-0.14946959,-0.145940693,-0.139499005,-0.133057317,-0.131183496,-0.129309675,-0.11993412,-0.110558565,-0.088884534,-0.067210502,-0.033621933,-3.34E-05,0.024198396,0.048430156,0.09134179,0.134253425,0.17994992,0.225646415
0.110331363,0.110331363,0.110331363,0.110331363,0.110331363,0.110331363,0.110331363,0.110331363,0.110331363,0.110331363,0.110331363,0.110331363,0.110331363,0.110331363,0.110331363,0.110331363,0.110331363,0.110331363,0.110331363,0.110331363,0.110331363,0.110331363,0.110331363,0.110331363,0.110331363,0.188885506,0.26743965,0.333325968,0.399212286,0.471426488,0.54364069,0.585504453,0.627368216,0.712740566,0.798112917,0.957108131,1.116103345,1.265099375,1.414095404,1.465570036,1.517044668,1.637112021,1.757179375,1.901150335,2.045121296,2.129762425,2.214403554
-0.2830184,-0.2830184,-0.2830184,-0.2830184,-0.2830184,-0.2830184,-0.2830184,-0.2830184,-0.2830184,-0.2830184,-0.2830184,-0.2830184,-0.2830184,-0.2830184,-0.2830184,-0.2830184,-0.2830184,-0.2830184,-0.2830184,-0.2830184,-0.2830184,-0.2830184,-0.2830184,-0.2830184,-0.2830184,-0.275836002,-0.268653605,-0.255413545,-0.242173486,-0.240622664,-0.239071842,-0.233461786,-0.227851729,-0.210479254,-0.193106779,-0.197367104,-0.20162743,-0.201532874,-0.201438319,-0.191299254,-0.181160189,-0.179456896,-0.177753602,-0.170731542,-0.163709481,-0.160199444,-0.156689406
-0.270097851,-0.270097851,-0.270097851,-0.270097851,-0.270097851,-0.270097851,-0.270097851,-0.270097851,-0.270097851,-0.270097851,-0.270097851,-0.270097851,-0.270097851,-0.270097851,-0.270097851,-0.270097851,-0.270097851,-0.270097851,-0.270097851,-0.270097851,-0.270097851,-0.270097851,-0.270097851,-0.270097851,-0.270097851,-0.256778511,-0.243459171,-0.229199425,-0.214939678,-0.206002248,-0.197064819,-0.18590325,-0.174741682,-0.145341799,-0.115941917,-0.093919436,-0.071896955,-0.013759599,0.044377757,0.126549405,0.208721053,0.264211291,0.31970153,0.436371125,0.553040721,0.621616548,0.690192374
-0.324792761,-0.324792761,-0.324792761,-0.324792761,-0.324792761,-0.324792761,-0.324792761,-0.324792761,-0.324792761,-0.324792761,-0.324792761,-0.324792761,-0.324792761,-0.324792761,-0.324792761,-0.324792761,-0.324792761,-0.324792761,-0.324792761,-0.324792761,-0.324792761,-0.324792761,-0.324792761,-0.324792761,-0.324792761,-0.322018566,-0.31924437,-0.316996346,-0.314748321,-0.315550254,-0.316352186,-0.316009195,-0.315666204,-0.315200312,-0.314734421,-0.314596858,-0.314459294,-0.315097528,-0.315735761,-0.314358587,-0.312981412,-0.312249017,-0.311516623,-0.310224604,-0.308932585,-0.308487274,-0.308041963
-0.322177104,-0.322177104,-0.322177104,-0.322177104,-0.322177104,-0.322177104,-0.322177104,-0.322177104,-0.322177104,-0.322177104,-0.322177104,-0.322177104,-0.322177104,-0.322177104,-0.322177104,-0.322177104,-0.322177104,-0.322177104,-0.322177104,-0.322177104,-0.322177104,-0.322177104,-0.322177104,-0.322177104,-0.322177104,-0.320288756,-0.318400407,-0.314588986,-0.310777564,-0.31193889,-0.313100216,-0.313142117,-0.313184017,-0.313149328,-0.313114638,-0.312690639,-0.31226664,-0.313637338,-0.315008036,-0.313770123,-0.31253221,-0.31142063,-0.31030905,-0.308930089,-0.307551129,-0.3070966,-0.30664207
-0.321224564,-0.321224564,-0.321224564,-0.321224564,-0.321224564,-0.321224564,-0.321224564,-0.321224564,-0.321224564,-0.321224564,-0.321224564,-0.321224564,-0.321224564,-0.321224564,-0.321224564,-0.321224564,-0.321224564,-0.321224564,-0.321224564,-0.321224564,-0.321224564,-0.321224564,-0.321224564,-0.321224564,-0.321224564,-0.317753382,-0.314282199,-0.309648273,-0.305014347,-0.307399886,-0.309785425,-0.3104869,-0.311188375,-0.312130087,-0.313071798,-0.314081798,-0.315091798,-0.316241016,-0.317390235,-0.316344607,-0.315298978,-0.314895574,-0.31449217,-0.312803949,-0.311115727,-0.31072407,-0.310332413
-0.32336651,-0.32336651,-0.32336651,-0.32336651,-0.32336651,-0.32336651,-0.32336651,-0.32336651,-0.32336651,-0.32336651,-0.32336651,-0.32336651,-0.32336651,-0.32336651,-0.32336651,-0.32336651,-0.32336651,-0.32336651,-0.32336651,-0.32336651,-0.32336651,-0.32336651,-0.32336651,-0.32336651,-0.32336651,-0.320995115,-0.31862372,-0.319581999,-0.320540279,-0.32044874,-0.320357202,-0.319575099,-0.318792996,-0.318192502,-0.317592008,-0.316989353,-0.316386698,-0.31527748,-0.314168263,-0.311801329,-0.309434395,-0.308109908,-0.30678542,-0.303488236,-0.300191052,-0.297553235,-0.294915418
-0.322590615,-0.322590615,-0.322590615,-0.322590615,-0.322590615,-0.322590615,-0.322590615,-0.322590615,-0.322590615,-0.322590615,-0.322590615,-0.322590615,-0.322590615,-0.322590615,-0.322590615,-0.322590615,-0.322590615,-0.322590615,-0.322590615,-0.322590615,-0.322590615,-0.322590615,-0.322590615,-0.322590615,-0.322590615,-0.320425636,-0.318260656,-0.317386406,-0.316512156,-0.316584366,-0.316656576,-0.315526325,-0.314396075,-0.313181956,-0.311967837,-0.310871759,-0.309775681,-0.308874204,-0.307972727,-0.305107746,-0.302242766,-0.300242554,-0.298242342,-0.294381641,-0.290520939,-0.28668296,-0.282844981
-0.315962574,-0.315962574,-0.315962574,-0.315962574,-0.315962574,-0.315962574,-0.315962574,-0.315962574,-0.315962574,-0.315962574,-0.315962574,-0.315962574,-0.315962574,-0.315962574,-0.315962574,-0.315962574,-0.315962574,-0.315962574,-0.315962574,-0.315962574,-0.315962574,-0.315962574,-0.315962574,-0.315962574,-0.315962574,-0.313609933,-0.311257293,-0.310429412,-0.30960153,-0.310002204,-0.310402877,-0.309236595,-0.308070313,-0.307187386,-0.306304459,-0.304875094,-0.303445728,-0.302115876,-0.300786024,-0.296889006,-0.292991988,-0.289918407,-0.286844826,-0.280803484,-0.274762142,-0.26836419,-0.261966238
-0.313580844,-0.313580844,-0.313580844,-0.313580844,-0.313580844,-0.313580844,-0.313580844,-0.313580844,-0.313580844,-0.313580844,-0.313580844,-0.313580844,-0.313580844,-0.313580844,-0.313580844,-0.313580844,-0.313580844,-0.313580844,-0.313580844,-0.313580844,-0.313580844,-0.313580844,-0.313580844,-0.313580844,-0.313580844,-0.309447867,-0.30531489,-0.30407459,-0.302834291,-0.302915156,-0.302996021,-0.301545606,-0.300095192,-0.297985956,-0.29587672,-0.29311483,-0.29035294,-0.2880498,-0.28574666,-0.279500986,-0.273255312,-0.268428271,-0.26360123,-0.254013087,-0.244424944,-0.234102605,-0.223780266
-0.326897971,-0.326897971,-0.326897971,-0.326897971,-0.326897971,-0.326897971,-0.326897971,-0.326897971,-0.326897971,-0.326897971,-0.326897971,-0.326897971,-0.326897971,-0.326897971,-0.326897971,-0.326897971,-0.326897971,-0.326897971,-0.326897971,-0.326897971,-0.326897971,-0.326897971,-0.326897971,-0.326897971,-0.326897971,-0.324534993,-0.322172015,-0.321331655,-0.320491294,-0.320358911,-0.320226527,-0.319267308,-0.31830809,-0.317011723,-0.315715356,-0.314900739,-0.314086122,-0.314422878,-0.314759634,-0.313186849,-0.311614065,-0.310687568,-0.309761071,-0.30870281,-0.307644548,-0.307167581,-0.306690614
-0.287220157,-0.287220157,-0.287220157,-0.287220157,-0.287220157,-0.287220157,-0.287220157,-0.287220157,-0.287220157,-0.287220157,-0.287220157,-0.287220157,-0.287220157,-0.287220157,-0.287220157,-0.287220157,-0.287220157,-0.287220157,-0.287220157,-0.287220157,-0.287220157,-0.287220157,-0.287220157,-0.287220157,-0.287220157,-0.272522279,-0.257824401,-0.247353021,-0.236881641,-0.236842105,-0.236802569,-0.232979332,-0.229156094,-0.230887527,-0.232618959,-0.235732618,-0.238846277,-0.239098667,-0.239351058,-0.231385882,-0.223420707,-0.221108714,-0.218796721,-0.212919428,-0.207042136,-0.206043267,-0.205044398
-0.186091441,-0.186091441,-0.186091441,-0.186091441,-0.186091441,-0.186091441,-0.186091441,-0.186091441,-0.186091441,-0.186091441,-0.186091441,-0.186091441,-0.186091441,-0.186091441,-0.186091441,-0.186091441,-0.186091441,-0.186091441,-0.186091441,-0.186091441,-0.186091441,-0.186091441,-0.186091441,-0.186091441,-0.186091441,-0.18308866,-0.180085879,-0.173927008,-0.167768137,-0.167847695,-0.167927253,-0.163757311,-0.159587368,-0.147945709,-0.13630405,-0.09091852,-0.04553299,0.025196582,0.095926153,0.161517694,0.227109235,0.287867403,0.348625571,0.440881626,0.533137681,0.590456119,0.647774556
-0.330035594,-0.330035594,-0.330035594,-0.330035594,-0.330035594,-0.330035594,-0.330035594,-0.330035594,-0.330035594,-0.330035594,-0.330035594,-0.330035594,-0.330035594,-0.330035594,-0.330035594,-0.330035594,-0.330035594,-0.330035594,-0.330035594,-0.330035594,-0.330035594,-0.330035594,-0.330035594,-0.330035594,-0.330035594,-0.329400144,-0.328764694,-0.326569291,-0.324373889,-0.323992841,-0.323611793,-0.324018503,-0.324425213,-0.324971016,-0.325516819,-0.32542925,-0.32534168,-0.324057368,-0.322773055,-0.320559795,-0.318346536,-0.317538947,-0.316731358,-0.315870214,-0.315009071,-0.313705631,-0.312402192
-0.328277238,-0.328277238,-0.328277238,-0.328277238,-0.328277238,-0.328277238,-0.328277238,-0.328277238,-0.328277238,-0.328277238,-0.328277238,-0.328277238,-0.328277238,-0.328277238,-0.328277238,-0.328277238,-0.328277238,-0.328277238,-0.328277238,-0.328277238,-0.328277238,-0.328277238,-0.328277238,-0.328277238,-0.328277238,-0.325920661,-0.323564084,-0.32245413,-0.321344175,-0.321008043,-0.320671911,-0.321132475,-0.32159304,-0.322024652,-0.322456264,-0.322417011,-0.322377758,-0.322859322,-0.323340886,-0.323095132,-0.322849378,-0.323044106,-0.323238834,-0.322918493,-0.322598152,-0.322473073,-0.322347993
-0.32745022,-0.32745022,-0.32745022,-0.32745022,-0.32745022,-0.32745022,-0.32745022,-0.32745022,-0.32745022,-0.32745022,-0.32745022,-0.32745022,-0.32745022,-0.32745022,-0.32745022,-0.32745022,-0.32745022,-0.32745022,-0.32745022,-0.32745022,-0.32745022,-0.32745022,-0.32745022,-0.32745022,-0.32745022,-0.324610021,-0.321769823,-0.318930963,-0.316092103,-0.316887441,-0.31768278,-0.317305846,-0.316928913,-0.316351544,-0.315774175,-0.315804646,-0.315835116,-0.316148831,-0.316462546,-0.314991603,-0.31352066,-0.312904981,-0.312289301,-0.310851809,-0.309414317,-0.308933119,-0.308451921
-0.324047551,-0.324047551,-0.324047551,-0.324047551,-0.324047551,-0.324047551,-0.324047551,-0.324047551,-0.324047551,-0.324047551,-0.324047551,-0.324047551,-0.324047551,-0.324047551,-0.324047551,-0.324047551,-0.324047551,-0.324047551,-0.324047551,-0.324047551,-0.324047551,-0.324047551,-0.324047551,-0.324047551,-0.324047551,-0.31935942,-0.314671289,-0.311838409,-0.30900553,-0.309717581,-0.310429631,-0.309322716,-0.3082158,-0.308432073,-0.308648346,-0.309538914,-0.310429481,-0.31127888,-0.312128279,-0.309815182,-0.307502085,-0.308058885,-0.308615685,-0.307191712,-0.305767739,-0.305443236,-0.305118734
-0.326462432,-0.326462432,-0.326462432,-0.326462432,-0.326462432,-0.326462432,-0.326462432,-0.326462432,-0.326462432,-0.326462432,-0.326462432,-0.326462432,-0.326462432,-0.326462432,-0.326462432,-0.326462432,-0.326462432,-0.326462432,-0.326462432,-0.326462432,-0.326462432,-0.326462432,-0.326462432,-0.326462432,-0.326462432,-0.32249218,-0.318521928,-0.315476071,-0.312430215,-0.312597102,-0.312763989,-0.311266419,-0.309768849,-0.309617662,-0.309466476,-0.310043675,-0.310620873,-0.311322024,-0.312023175,-0.309521984,-0.307020794,-0.307679866,-0.308338938,-0.307011927,-0.305684916,-0.305340586,-0.304996257
-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.327444271,-0.323664627,-0.32284135,-0.322018072,-0.321007294,-0.319996515,-0.320317098,-0.320637681,-0.320539085,-0.320440489,-0.320413549,-0.32038661,-0.319826797,-0.319266985,-0.319137136,-0.319007287,-0.318288535,-0.317569784,-0.31750136,-0.317432935
-0.255728319,-0.255728319,-0.255728319,-0.255728319,-0.255728319,-0.255728319,-0.255728319,-0.255728319,-0.255728319,-0.255728319,-0.255728319,-0.255728319,-0.255728319,-0.255728319,-0.255728319,-0.255728319,-0.255728319,-0.255728319,-0.255728319,-0.255728319,-0.255728319,-0.255728319,-0.255728319,-0.255728319,-0.255728319,-0.2512645,-0.246800681,-0.244905868,-0.243011056,-0.243717793,-0.244424531,-0.243702579,-0.242980626,-0.245388212,-0.247795797,-0.251051137,-0.254306477,-0.259286,-0.264265523,-0.265914559,-0.267563596,-0.271792658,-0.276021719,-0.277529961,-0.279038203,-0.280859805,-0.282681407
-0.241480194,-0.241480194,-0.241480194,-0.241480194,-0.241480194,-0.241480194,-0.241480194,-0.241480194,-0.241480194,-0.241480194,-0.241480194,-0.241480194,-0.241480194,-0.241480194,-0.241480194,-0.241480194,-0.241480194,-0.241480194,-0.241480194,-0.241480194,-0.241480194,-0.241480194,-0.241480194,-0.241480194,-0.241480194,-0.24048859,-0.239496986,-0.23611691,-0.232736834,-0.233138983,-0.233541132,-0.231405883,-0.229270634,-0.230835813,-0.232400992,-0.235221968,-0.238042943,-0.24287246,-0.247701978,-0.248465063,-0.249228149,-0.254699809,-0.26017147,-0.260520695,-0.260869921,-0.262949099,-0.265028277
-0.314558199,-0.314558199,-0.314558199,-0.314558199,-0.314558199,-0.314558199,-0.314558199,-0.314558199,-0.314558199,-0.314558199,-0.314558199,-0.314558199,-0.314558199,-0.314558199,-0.314558199,-0.314558199,-0.314558199,-0.314558199,-0.314558199,-0.314558199,-0.314558199,-0.314558199,-0.314558199,-0.314558199,-0.314558199,-0.313892003,-0.313225807,-0.311307225,-0.309388644,-0.309771512,-0.31015438,-0.309435248,-0.308716115,-0.302597442,-0.296478769,-0.295768527,-0.295058284,-0.295113636,-0.295168988,-0.289908038,-0.284647089,-0.284636396,-0.284625703,-0.280674255,-0.276722807,-0.276059178,-0.27539555
-0.307868149,-0.307868149,-0.307868149,-0.307868149,-0.307868149,-0.307868149,-0.307868149,-0.307868149,-0.307868149,-0.307868149,-0.307868149,-0.307868149,-0.307868149,-0.307868149,-0.307868149,-0.307868149,-0.307868149,-0.307868149,-0.307868149,-0.307868149,-0.307868149,-0.307868149,-0.307868149,-0.307868149,-0.307868149,-0.306920124,-0.305972099,-0.304750586,-0.303529073,-0.303827354,-0.304125635,-0.303386935,-0.302648235,-0.29927914,-0.295910045,-0.295200237,-0.294490428,-0.294771343,-0.295052258,-0.290665944,-0.28627963,-0.28651237,-0.286745109,-0.283863725,-0.280982341,-0.280706103,-0.280429865
-0.315717603,-0.315717603,-0.315717603,-0.315717603,-0.315717603,-0.315717603,-0.315717603,-0.315717603,-0.315717603,-0.315717603,-0.315717603,-0.315717603,-0.315717603,-0.315717603,-0.315717603,-0.315717603,-0.315717603,-0.315717603,-0.315717603,-0.315717603,-0.315717603,-0.315717603,-0.315717603,-0.315717603,-0.315717603,-0.31513242,-0.314547237,-0.312678325,-0.310809412,-0.311299305,-0.311789198,-0.311385124,-0.310981051,-0.306004718,-0.301028385,-0.300440765,-0.299853145,-0.300008877,-0.300164609,-0.295150318,-0.290136028,-0.290098351,-0.290060674,-0.285998077,-0.281935481,-0.281352885,-0.280770289
