1800,1805,1810,1815,1820,1825,1830,1835,1840,1845,1850,1855,1860,1865,1870,1875,1880,1885,1890,1895,1900,1905,1910,1915,1920,1925,1930,1935,1940,1945,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030
-0.314429216,-0.314429216,-0.314429216,-0.314429216,-0.314429216,-0.314429216,-0.314429216,-0.314429216,-0.314429216,-0.314429216,-0.314429216,-0.314429216,-0.314429216,-0.314429216,-0.314429216,-0.314429216,-0.314429216,-0.314429216,-0.314429216,-0.314429216,-0.314429216,-0.314429216,-0.314429216,-0.314429216,-0.314429216,-0.306094446,-0.297759675,-0.299621568,-0.30148346,-0.303654947,-0.305826433,-0.30519601,-0.304565587,-0.305288286,-0.306010985,-0.306512996,-0.307015008,-0.307411388,-0.307807768,-0.300174712,-0.292541656,-0.291177939,-0.289814223,-0.284208646,-0.278603069,-0.277556777,-0.276510484
-0.324705678,-0.324705678,-0.324705678,-0.324705678,-0.324705678,-0.324705678,-0.324705678,-0.324705678,-0.324705678,-0.324705678,-0.324705678,-0.324705678,-0.324705678,-0.324705678,-0.324705678,-0.324705678,-0.324705678,-0.324705678,-0.324705678,-0.324705678,-0.324705678,-0.324705678,-0.324705678,-0.324705678,-0.324705678,-0.321734,-0.318762322,-0.317159517,-0.315556711,-0.315354585,-0.315152459,-0.312885285,-0.310618112,-0.309216169,-0.307814226,-0.309159168,-0.310504111,-0.310464324,-0.310424538,-0.307983915,-0.305543292,-0.304417781,-0.30329227,-0.300763324,-0.298234378,-0.298163214,-0.29809205
-0.32076256,-0.32076256,-0.32076256,-0.32076256,-0.32076256,-0.32076256,-0.32076256,-0.32076256,-0.32076256,-0.32076256,-0.32076256,-0.32076256,-0.32076256,-0.32076256,-0.32076256,-0.32076256,-0.32076256,-0.32076256,-0.32076256,-0.32076256,-0.32076256,-0.32076256,-0.32076256,-0.32076256,-0.32076256,-0.314634568,-0.308506577,-0.308280204,-0.308053831,-0.30870962,-0.309365408,-0.307473421,-0.305581435,-0.304713652,-0.303845869,-0.30503852,-0.30623117,-0.306327921,-0.306424673,-0.301535392,-0.296646112,-0.295281604,-0.293917096,-0.289610653,-0.28530421,-0.28478332,-0.284262429
-0.271888141,-0.271888141,-0.271888141,-0.271888141,-0.271888141,-0.271888141,-0.271888141,-0.271888141,-0.271888141,-0.271888141,-0.271888141,-0.271888141,-0.271888141,-0.271888141,-0.271888141,-0.271888141,-0.271888141,-0.271888141,-0.271888141,-0.271888141,-0.271888141,-0.271888141,-0.271888141,-0.271888141,-0.271888141,-0.230532794,-0.189177448,-0.189297372,-0.189417296,-0.186189302,-0.182961308,-0.176248521,-0.169535735,-0.147126098,-0.124716461,-0.10190827,-0.079100079,-0.073960315,-0.068820551,-0.033616899,0.001586753,0.01365812,0.025729488,0.066422535,0.107115582,0.132423685,0.157731787
-0.267945295,-0.267945295,-0.267945295,-0.267945295,-0.267945295,-0.267945295,-0.267945295,-0.267945295,-0.267945295,-0.267945295,-0.267945295,-0.267945295,-0.267945295,-0.267945295,-0.267945295,-0.267945295,-0.267945295,-0.267945295,-0.267945295,-0.267945295,-0.267945295,-0.267945295,-0.267945295,-0.267945295,-0.267945295,-0.22304744,-0.178149584,-0.176033927,-0.17391827,-0.170698591,-0.167478912,-0.160553578,-0.153628244,-0.127381402,-0.10113456,-0.07530279,-0.049471019,-0.045851471,-0.042231923,-0.01041244,0.021407043,0.031553418,0.041699793,0.073535691,0.10537159,0.124441453,0.143511316
-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.307113182,-0.297187689,-0.295391608,-0.293595527,-0.295118016,-0.296640505,-0.296152105,-0.295663704,-0.29595839,-0.296253076,-0.297056932,-0.297860788,-0.298780978,-0.299701167,-0.290196444,-0.280691722,-0.279141788,-0.277591854,-0.269563142,-0.261534431,-0.259652924,-0.257771417
-0.323345821,-0.323345821,-0.323345821,-0.323345821,-0.323345821,-0.323345821,-0.323345821,-0.323345821,-0.323345821,-0.323345821,-0.323345821,-0.323345821,-0.323345821,-0.323345821,-0.323345821,-0.323345821,-0.323345821,-0.323345821,-0.323345821,-0.323345821,-0.323345821,-0.323345821,-0.323345821,-0.323345821,-0.323345821,-0.312755962,-0.302166104,-0.29973379,-0.297301476,-0.298043912,-0.298786348,-0.297040594,-0.29529484,-0.295792172,-0.296289505,-0.296498633,-0.29670776,-0.297019044,-0.297330327,-0.288494146,-0.279657964,-0.277488842,-0.27531972,-0.26646977,-0.257619821,-0.254626062,-0.251632302
-0.308933141,-0.308933141,-0.308933141,-0.308933141,-0.308933141,-0.308933141,-0.308933141,-0.308933141,-0.308933141,-0.308933141,-0.308933141,-0.308933141,-0.308933141,-0.308933141,-0.308933141,-0.308933141,-0.308933141,-0.308933141,-0.308933141,-0.308933141,-0.308933141,-0.308933141,-0.308933141,-0.308933141,-0.308933141,-0.293336158,-0.277739176,-0.281642123,-0.28554507,-0.288774617,-0.292004163,-0.291237742,-0.290471321,-0.291206029,-0.291940736,-0.292676507,-0.293412278,-0.293918646,-0.294425014,-0.282189721,-0.269954428,-0.267872925,-0.265791422,-0.25615246,-0.246513498,-0.244643421,-0.242773344
-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.317038675,-0.307113182,-0.297187689,-0.295391608,-0.293595527,-0.295118016,-0.296640505,-0.296152105,-0.295663704,-0.29595839,-0.296253076,-0.297056932,-0.297860788,-0.298780978,-0.299701167,-0.290196444,-0.280691722,-0.279141788,-0.277591854,-0.269563142,-0.261534431,-0.259652924,-0.257771417
-0.324086088,-0.324086088,-0.324086088,-0.324086088,-0.324086088,-0.324086088,-0.324086088,-0.324086088,-0.324086088,-0.324086088,-0.324086088,-0.324086088,-0.324086088,-0.324086088,-0.324086088,-0.324086088,-0.324086088,-0.324086088,-0.324086088,-0.324086088,-0.324086088,-0.324086088,-0.324086088,-0.324086088,-0.324086088,-0.317849534,-0.31161298,-0.308932849,-0.306252719,-0.30353291,-0.300813102,-0.298206958,-0.295600815,-0.292534328,-0.289467841,-0.288964571,-0.288461301,-0.287708879,-0.286956456,-0.283311382,-0.279666309,-0.275987512,-0.272308716,-0.265200225,-0.258091735,-0.255972681,-0.253853627
-0.32603776,-0.32603776,-0.32603776,-0.32603776,-0.32603776,-0.32603776,-0.32603776,-0.32603776,-0.32603776,-0.32603776,-0.32603776,-0.32603776,-0.32603776,-0.32603776,-0.32603776,-0.32603776,-0.32603776,-0.32603776,-0.32603776,-0.32603776,-0.32603776,-0.32603776,-0.32603776,-0.32603776,-0.32603776,-0.3203189,-0.31460004,-0.313671972,-0.312743903,-0.313422359,-0.314100814,-0.309751497,-0.305402181,-0.300968604,-0.296535027,-0.29043314,-0.284331254,-0.284966861,-0.285602468,-0.281077459,-0.27655245,-0.273042005,-0.26953156,-0.260745884,-0.251960207,-0.248717291,-0.245474374
-0.325682022,-0.325682022,-0.325682022,-0.325682022,-0.325682022,-0.325682022,-0.325682022,-0.325682022,-0.325682022,-0.325682022,-0.325682022,-0.325682022,-0.325682022,-0.325682022,-0.325682022,-0.325682022,-0.325682022,-0.325682022,-0.325682022,-0.325682022,-0.325682022,-0.325682022,-0.325682022,-0.325682022,-0.325682022,-0.319454305,-0.313226587,-0.310008717,-0.306790847,-0.302882431,-0.298974015,-0.29614402,-0.293314025,-0.290268358,-0.287222692,-0.287918782,-0.288614871,-0.288306854,-0.287998837,-0.285273595,-0.282548353,-0.279365027,-0.276181702,-0.269564447,-0.262947192,-0.261510775,-0.260074358
-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.322372898,-0.318244502,-0.316125922,-0.314007341,-0.313289733,-0.312572125,-0.309537017,-0.306501909,-0.304192968,-0.301884027,-0.303702475,-0.305520923,-0.305346176,-0.30517143,-0.302768325,-0.30036522,-0.298999995,-0.297634769,-0.294505491,-0.291376213,-0.291331396,-0.29128658
-0.31072305,-0.31072305,-0.31072305,-0.31072305,-0.31072305,-0.31072305,-0.31072305,-0.31072305,-0.31072305,-0.31072305,-0.31072305,-0.31072305,-0.31072305,-0.31072305,-0.31072305,-0.31072305,-0.31072305,-0.31072305,-0.31072305,-0.31072305,-0.31072305,-0.31072305,-0.31072305,-0.31072305,-0.31072305,-0.297695625,-0.284668199,-0.281345559,-0.278022918,-0.273125415,-0.268227911,-0.265492658,-0.262757405,-0.25807353,-0.253389654,-0.251319174,-0.249248693,-0.246278972,-0.243309251,-0.233499969,-0.223690688,-0.213572643,-0.203454598,-0.185345596,-0.167236595,-0.157627192,-0.14801779
-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.322372898,-0.318244502,-0.316125922,-0.314007341,-0.313289733,-0.312572125,-0.309537017,-0.306501909,-0.304192968,-0.301884027,-0.303702475,-0.305520923,-0.305346176,-0.30517143,-0.302768325,-0.30036522,-0.298999995,-0.297634769,-0.294505491,-0.291376213,-0.291331396,-0.29128658
-0.310646184,-0.310646184,-0.310646184,-0.310646184,-0.310646184,-0.310646184,-0.310646184,-0.310646184,-0.310646184,-0.310646184,-0.310646184,-0.310646184,-0.310646184,-0.310646184,-0.310646184,-0.310646184,-0.310646184,-0.310646184,-0.310646184,-0.310646184,-0.310646184,-0.310646184,-0.310646184,-0.310646184,-0.310646184,-0.298646688,-0.286647192,-0.284755024,-0.282862857,-0.279307772,-0.275752687,-0.273160919,-0.270569151,-0.266652862,-0.262736573,-0.262746746,-0.262756919,-0.258478013,-0.254199106,-0.243653787,-0.233108467,-0.224611075,-0.216113683,-0.199951707,-0.18378973,-0.174405529,-0.165021327
-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.326501294,-0.322372898,-0.318244502,-0.316125922,-0.314007341,-0.313289733,-0.312572125,-0.309537017,-0.306501909,-0.304192968,-0.301884027,-0.303702475,-0.305520923,-0.305346176,-0.30517143,-0.302768325,-0.30036522,-0.298999995,-0.297634769,-0.294505491,-0.291376213,-0.291331396,-0.29128658
-0.274860248,-0.274860248,-0.274860248,-0.274860248,-0.274860248,-0.274860248,-0.274860248,-0.274860248,-0.274860248,-0.274860248,-0.274860248,-0.274860248,-0.274860248,-0.274860248,-0.274860248,-0.274860248,-0.274860248,-0.274860248,-0.274860248,-0.274860248,-0.274860248,-0.274860248,-0.274860248,-0.274860248,-0.274860248,-0.22995394,-0.185047632,-0.183907523,-0.182767414,-0.177874194,-0.172980975,-0.164869438,-0.156757902,-0.132211538,-0.107665175,-0.082037697,-0.056410218,-0.050581239,-0.04475226,-0.007348054,0.030056152,0.043508914,0.056961676,0.102080245,0.147198813,0.175992436,0.204786058
-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.323370991,-0.315518069,-0.309622848,-0.303727626,-0.303110587,-0.302493548,-0.300212482,-0.297931416,-0.298298997,-0.298666579,-0.298587839,-0.298509099,-0.298713748,-0.298918396,-0.291940197,-0.284961998,-0.282744983,-0.280527967,-0.272109299,-0.263690631,-0.260082657,-0.256474683
-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.324576086,-0.317928259,-0.314841803,-0.311755347,-0.311921984,-0.312088621,-0.310259738,-0.308430854,-0.308462614,-0.308494374,-0.30676629,-0.305038206,-0.302700007,-0.300361809,-0.296807394,-0.293252979,-0.292006212,-0.290759444,-0.285701032,-0.280642619,-0.278611254,-0.276579888
-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.329289586,-0.327355258,-0.322765806,-0.318176355,-0.318509743,-0.31884313,-0.317660328,-0.316477526,-0.316088309,-0.315699092,-0.313707852,-0.311716612,-0.308479706,-0.3052428,-0.304920209,-0.304597619,-0.304187312,-0.303777004,-0.302237982,-0.300698959,-0.300141367,-0.299583776
-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.329289586,-0.327355258,-0.322765806,-0.318176355,-0.318509743,-0.31884313,-0.317660328,-0.316477526,-0.316088309,-0.315699092,-0.313707852,-0.311716612,-0.308479706,-0.3052428,-0.304920209,-0.304597619,-0.304187312,-0.303777004,-0.302237982,-0.300698959,-0.300141367,-0.299583776
-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.328680529,-0.326137145,-0.323480954,-0.320824762,-0.321039258,-0.321253753,-0.320376003,-0.319498252,-0.319216807,-0.318935362,-0.317310688,-0.315686013,-0.313728904,-0.311771795,-0.311083244,-0.310394692,-0.310615185,-0.310835677,-0.309630303,-0.308424928,-0.308125479,-0.30782603
-0.321608487,-0.321608487,-0.321608487,-0.321608487,-0.321608487,-0.321608487,-0.321608487,-0.321608487,-0.321608487,-0.321608487,-0.321608487,-0.321608487,-0.321608487,-0.321608487,-0.321608487,-0.321608487,-0.321608487,-0.321608487,-0.321608487,-0.321608487,-0.321608487,-0.321608487,-0.321608487,-0.321608487,-0.321608487,-0.313917537,-0.306226587,-0.30619805,-0.306169514,-0.304721008,-0.303272503,-0.301207314,-0.299142126,-0.298210931,-0.297279735,-0.29572984,-0.294179945,-0.291941605,-0.289703265,-0.282371289,-0.275039313,-0.273541464,-0.272043615,-0.260801234,-0.249558852,-0.24307778,-0.236596708
-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.328200378,-0.325176842,-0.322977529,-0.320778215,-0.320744512,-0.320710808,-0.319876973,-0.319043138,-0.318686322,-0.318329505,-0.316791826,-0.315254147,-0.312895032,-0.310535917,-0.310012658,-0.309489399,-0.309603259,-0.30971712,-0.30851852,-0.307319921,-0.30696847,-0.306617019
-0.32694991,-0.32694991,-0.32694991,-0.32694991,-0.32694991,-0.32694991,-0.32694991,-0.32694991,-0.32694991,-0.32694991,-0.32694991,-0.32694991,-0.32694991,-0.32694991,-0.32694991,-0.32694991,-0.32694991,-0.32694991,-0.32694991,-0.32694991,-0.32694991,-0.32694991,-0.32694991,-0.32694991,-0.32694991,-0.323128947,-0.319307983,-0.317423272,-0.315538561,-0.316090885,-0.316643209,-0.315025087,-0.313406965,-0.311562487,-0.30971801,-0.308530573,-0.307343136,-0.304554936,-0.301766735,-0.298625981,-0.295485227,-0.293895272,-0.292305317,-0.288164044,-0.284022771,-0.281007571,-0.27799237
-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.331223914,-0.328628515,-0.326033116,-0.323066028,-0.32009894,-0.320604034,-0.321109128,-0.320543392,-0.319977656,-0.319399078,-0.3188205,-0.316078134,-0.313335768,-0.309393443,-0.305451119,-0.305672994,-0.305894868,-0.3060882,-0.306281532,-0.305314146,-0.30434676,-0.304312517,-0.304278274
-0.325637463,-0.325637463,-0.325637463,-0.325637463,-0.325637463,-0.325637463,-0.325637463,-0.325637463,-0.325637463,-0.325637463,-0.325637463,-0.325637463,-0.325637463,-0.325637463,-0.325637463,-0.325637463,-0.325637463,-0.325637463,-0.325637463,-0.325637463,-0.325637463,-0.325637463,-0.325637463,-0.325637463,-0.325637463,-0.321750355,-0.317863246,-0.315754633,-0.313646019,-0.314603221,-0.315560423,-0.313813383,-0.312066343,-0.309672465,-0.307278587,-0.305695802,-0.304113017,-0.300532141,-0.296951264,-0.293317796,-0.289684327,-0.287604345,-0.285524363,-0.280575984,-0.275627605,-0.271926848,-0.268226092
