popden2010,popden2020,popden2030,popden2040,popden2050,popden2060
-0.001742097,0.033584729,0.068911554,0.099560021,0.130208487,0.160856954
-0.306387504,-0.305441314,-0.304495124,-0.304081526,-0.303667927,-0.303254329
0.240989662,0.251047807,0.261105951,0.24530273,0.229499508,0.213696287
-0.194672476,-0.191136849,-0.187601221,-0.186555069,-0.185508916,-0.184462764
2.077205355,2.183266066,2.289326778,2.27132066,2.253314543,2.235308425
3.246557138,3.433723484,3.62088983,3.642351225,3.66381262,3.685274015
2.15920656,2.22660565,2.29400474,2.248107485,2.202210229,2.156312973
0.82646277,0.870838031,0.915213293,0.910523004,0.905832714,0.901142425
0.363182252,0.367488592,0.371794933,0.347338095,0.322881258,0.29842442
-0.319306392,-0.317912763,-0.316519133,-0.314399777,-0.312280422,-0.310161066
-0.3148683,-0.314799493,-0.314730687,-0.31432457,-0.313918454,-0.313512338
-0.306608195,-0.304034557,-0.301460919,-0.298120378,-0.294779837,-0.291439296
-0.31833503,-0.316471085,-0.314607139,-0.311881139,-0.309155139,-0.306429138
-0.27516645,-0.268838337,-0.262510224,-0.25529929,-0.248088357,-0.240877423
-0.27516645,-0.268838337,-0.262510224,-0.25529929,-0.248088357,-0.240877423
-0.271178652,-0.264266207,-0.257353761,-0.249354364,-0.241354968,-0.233355571
-0.184988877,-0.171912086,-0.158835294,-0.142554284,-0.126273274,-0.109992264
-0.110197598,-0.081699208,-0.053200819,-0.020026873,0.013147074,0.04632102
-0.151415603,-0.126742599,-0.102069595,-0.0713438,-0.040618005,-0.009892209
-0.28274219,-0.28216953,-0.28159687,-0.28156406,-0.281531249,-0.281498439
-0.291863751,-0.291424533,-0.290985315,-0.291010366,-0.291035417,-0.291060469
-0.303320137,-0.303103178,-0.302886219,-0.303051457,-0.303216695,-0.303381933
-0.306894947,-0.306668405,-0.306441863,-0.30679638,-0.307150897,-0.307505414
-0.219261749,-0.213573654,-0.207885559,-0.203810932,-0.199736306,-0.195661679
-0.272355336,-0.271385364,-0.270415393,-0.270755142,-0.271094891,-0.27143464
-0.272355336,-0.271385364,-0.270415393,-0.270755142,-0.271094891,-0.27143464
-0.303406573,-0.303126905,-0.302847237,-0.303247521,-0.303647805,-0.304048089
-0.167074392,-0.157482517,-0.147890641,-0.141202478,-0.134514314,-0.127826151
-0.303406573,-0.303126905,-0.302847237,-0.303247521,-0.303647805,-0.304048089
-0.303406573,-0.303126905,-0.302847237,-0.303247521,-0.303647805,-0.304048089
-0.303406573,-0.303126905,-0.302847237,-0.303247521,-0.303647805,-0.304048089
-0.206888588,-0.196793297,-0.186698005,-0.181121218,-0.17554443,-0.169967643
-0.323735013,-0.323870937,-0.32400686,-0.324368577,-0.324730294,-0.325092012
-0.190065295,-0.191481548,-0.192897802,-0.195069087,-0.197240371,-0.199411656
-0.190065295,-0.191481548,-0.192897802,-0.195069087,-0.197240371,-0.199411656
1.186333218,1.236800598,1.287267978,1.253152043,1.219036108,1.184920173
-0.08360234,-0.075379283,-0.067156226,-0.063684008,-0.06021179,-0.056739572
-0.254120545,-0.243475013,-0.232829481,-0.223828869,-0.214828257,-0.205827644
-0.213637958,-0.198619492,-0.183601026,-0.175351383,-0.16710174,-0.158852097
-0.179395022,-0.155436125,-0.131477228,-0.110552454,-0.089627679,-0.068702904
-0.239777628,-0.226147181,-0.212516735,-0.200881808,-0.189246881,-0.177611955
-0.239777628,-0.226147181,-0.212516735,-0.200881808,-0.189246881,-0.177611955
-0.179395022,-0.155436125,-0.131477228,-0.110552454,-0.089627679,-0.068702904
-0.179395022,-0.155436125,-0.131477228,-0.110552454,-0.089627679,-0.068702904
-0.306502661,-0.30481706,-0.303131458,-0.299062049,-0.29499264,-0.290923231
-0.300298003,-0.298503561,-0.296709119,-0.292540562,-0.288372004,-0.284203446
-0.211599099,-0.197397908,-0.183196717,-0.178559681,-0.173922645,-0.169285609
-0.316625028,-0.314317237,-0.312009446,-0.309883909,-0.307758373,-0.305632836
-0.321012731,-0.319078125,-0.317143518,-0.31531216,-0.313480802,-0.311649444
-0.32040231,-0.320006804,-0.319611298,-0.319695769,-0.319780241,-0.319864712
-0.32040231,-0.320006804,-0.319611298,-0.319695769,-0.319780241,-0.319864712
-0.322993972,-0.323038126,-0.323082279,-0.323225088,-0.323367896,-0.323510705
-0.296851454,-0.295779694,-0.294707935,-0.292140927,-0.28957392,-0.287006912
-0.255934095,-0.253202004,-0.250469913,-0.247062061,-0.243654209,-0.240246358
-0.25577215,-0.253249432,-0.250726713,-0.247341833,-0.243956952,-0.240572072
-0.15325965,-0.120469904,-0.087680157,-0.055331303,-0.022982449,0.009366405
-0.07918107,-0.030434923,0.018311223,0.069621259,0.120931295,0.172241331
-0.147543112,-0.146773892,-0.146004672,-0.145480505,-0.144956337,-0.14443217
-0.137744693,-0.136646222,-0.135547751,-0.134656661,-0.133765571,-0.132874481
-0.181681226,-0.179740573,-0.177799921,-0.17735565,-0.176911379,-0.176467108
-0.170141898,-0.166210408,-0.162278918,-0.159827982,-0.157377047,-0.154926112
-0.121680693,-0.116995094,-0.112309495,-0.113535804,-0.114762113,-0.115988422
-0.202528148,-0.204097718,-0.205667287,-0.20825254,-0.210837793,-0.213423046
-0.150590332,-0.128761454,-0.106932576,-0.099852493,-0.09277241,-0.085692327
-0.138241469,-0.125057621,-0.111873772,-0.095024747,-0.078175722,-0.061326697
-0.19911333,-0.197154025,-0.19519472,-0.185434376,-0.175674033,-0.165913689
-0.214605087,-0.214204194,-0.213803301,-0.210239903,-0.206676505,-0.203113107
-0.162149667,-0.159199776,-0.156249885,-0.146270246,-0.136290608,-0.126310969
-0.122644407,-0.12005607,-0.117467734,-0.107509289,-0.097550844,-0.087592399
-0.313335606,-0.313251809,-0.313168013,-0.313622821,-0.31407763,-0.314532438
-0.259842108,-0.252392018,-0.244941929,-0.239376197,-0.233810464,-0.228244731
-0.306488683,-0.304806345,-0.303124007,-0.302330746,-0.301537486,-0.300744226
-0.269736561,-0.263469581,-0.257202601,-0.25253628,-0.247869959,-0.243203638
-0.259842108,-0.252392018,-0.244941929,-0.239376197,-0.233810464,-0.228244731
-0.308106862,-0.306493397,-0.304879933,-0.30389586,-0.302911787,-0.301927714
-0.305530744,-0.303888582,-0.302246419,-0.301799329,-0.301352239,-0.300905149
1.121643199,1.179593972,1.237544745,1.237439002,1.237333258,1.237227514
-0.319571198,-0.317674727,-0.315778256,-0.312912473,-0.31004669,-0.307180908
-0.320118548,-0.318269553,-0.316420559,-0.31377176,-0.311122961,-0.308474163
-0.292057868,-0.286054413,-0.280050958,-0.275172657,-0.270294357,-0.265416056
-0.311979135,-0.310390323,-0.30880151,-0.307557101,-0.306312692,-0.305068283
-0.265382205,-0.258354631,-0.251327058,-0.245823292,-0.240319526,-0.23481576
-0.232658829,-0.215091952,-0.197525074,-0.177335112,-0.15714515,-0.136955188
-0.307665571,-0.305933874,-0.304202178,-0.302983626,-0.301765073,-0.300546521
-0.257537429,-0.24969425,-0.241851071,-0.23574678,-0.229642489,-0.223538198
-0.306374323,-0.304496186,-0.302618049,-0.300727197,-0.298836345,-0.296945494
-0.307531328,-0.305925087,-0.304318846,-0.302799046,-0.301279246,-0.299759446
32.55381045,35.2206485,37.88748654,38.83329228,39.77909803,40.72490377
0.139985157,0.180524816,0.221064476,0.260560592,0.300056709,0.339552825
0.124807162,0.160180356,0.19555355,0.233317294,0.271081038,0.308844782
2.526645579,2.684792388,2.842939198,2.855793302,2.868647405,2.881501509
-0.194075113,-0.189170994,-0.184266875,-0.173916178,-0.16356548,-0.153214782
-0.154755178,-0.153217312,-0.151679447,-0.149845451,-0.148011455,-0.146177459
-0.151535095,-0.14827063,-0.145006165,-0.142064365,-0.139122566,-0.136180766
-0.018694999,-0.004208447,0.010278104,0.022112687,0.03394727,0.045781853
0.131643428,0.155996588,0.180349748,0.199415337,0.218480927,0.237546516
-0.053703978,-0.046169875,-0.038635772,-0.024592598,-0.010549424,0.003493751
1.047699491,1.173867908,1.300036326,1.354839919,1.409643513,1.464447106
0.129067093,0.154310968,0.179554842,0.199747453,0.219940063,0.240132674
39.18492057,42.41654745,45.64817432,46.81144443,47.97471454,49.13798465
-0.25323833,-0.243276684,-0.233315039,-0.22068511,-0.208055181,-0.195425253
-0.252560729,-0.242755879,-0.232951028,-0.218456981,-0.203962935,-0.189468888
-0.237524781,-0.22540505,-0.21328532,-0.19612944,-0.178973561,-0.161817681
-0.234190736,-0.231414683,-0.22863863,-0.229105247,-0.229571865,-0.230038482
-0.194802651,-0.179495355,-0.164188058,-0.149066253,-0.133944449,-0.118822644
0.059347149,0.094657182,0.129967215,0.167961267,0.205955319,0.24394937
-0.138905693,-0.134058584,-0.129211476,-0.12552836,-0.121845244,-0.118162128
0.447815867,0.472215581,0.496615295,0.491378931,0.486142567,0.480906202
-0.160806831,-0.134033007,-0.107259182,-0.077630733,-0.048002284,-0.018373835
-0.191152009,-0.176422989,-0.161693968,-0.147243836,-0.132793703,-0.118343571
-0.197522152,-0.175829558,-0.154136964,-0.128525325,-0.102913686,-0.077302047
-0.279154572,-0.273836147,-0.268517723,-0.262196174,-0.255874625,-0.249553075
-0.275946075,-0.272955788,-0.269965502,-0.265260502,-0.260555501,-0.255850501
-0.305686986,-0.304947171,-0.304207357,-0.303085377,-0.301963397,-0.300841417
-0.303022355,-0.302211637,-0.301400919,-0.300220092,-0.299039264,-0.297858436
-0.3121509,-0.311831033,-0.311511165,-0.310613319,-0.309715473,-0.308817627
-0.324449318,-0.324498899,-0.32454848,-0.324690001,-0.324831522,-0.324973043
-0.324125496,-0.324066481,-0.324007466,-0.324060708,-0.324113949,-0.324167191
-0.16447441,-0.155019279,-0.145564147,-0.137524007,-0.129483867,-0.121443727
-0.32473375,-0.324759544,-0.324785339,-0.324783072,-0.324780804,-0.324778537
-0.321462077,-0.321669659,-0.321877241,-0.321693111,-0.321508981,-0.321324851
-0.314468475,-0.314197756,-0.313927036,-0.313187992,-0.312448948,-0.311709904
-0.326153968,-0.326130385,-0.326106801,-0.326208616,-0.32631043,-0.326412244
-0.326087542,-0.325992415,-0.325897288,-0.325953152,-0.326009016,-0.326064881
-0.325029394,-0.325006769,-0.324984144,-0.325092286,-0.325200428,-0.325308569
-0.326104726,-0.326047705,-0.325990683,-0.326080892,-0.3261711,-0.326261308
-0.326104726,-0.326047705,-0.325990683,-0.326080892,-0.3261711,-0.326261308
-0.228194305,-0.225859638,-0.223524971,-0.221204033,-0.218883095,-0.216562158
-0.240283363,-0.237607096,-0.23493083,-0.232010266,-0.229089703,-0.22616914
-0.258202515,-0.258386085,-0.258569655,-0.258024409,-0.257479163,-0.256933917
-0.158370876,-0.152080055,-0.145789234,-0.138724054,-0.131658874,-0.124593693
-0.258202515,-0.258386085,-0.258569655,-0.258024409,-0.257479163,-0.256933917
1.19500324,1.267181439,1.339359638,1.35132199,1.363284342,1.375246694
-0.306094267,-0.301679008,-0.297263749,-0.292619247,-0.287974745,-0.283330243
-0.298458653,-0.293126407,-0.287794161,-0.280998308,-0.274202454,-0.267406601
-0.242288608,-0.230235631,-0.218182653,-0.201339629,-0.184496604,-0.16765358
0.152824355,0.157580221,0.162336087,0.149708369,0.13708065,0.124452932
0.147524113,0.151127988,0.154731864,0.142678151,0.130624439,0.118570726
-0.315093662,-0.314810708,-0.314527754,-0.314061096,-0.313594438,-0.313127779
-0.302590442,-0.302337232,-0.302084022,-0.301413501,-0.300742981,-0.30007246
19.41096418,20.39819291,21.38542164,21.37218258,21.35894351,21.34570445
-0.232601058,-0.227111383,-0.221621707,-0.210725067,-0.199828427,-0.188931787
-0.233303797,-0.228973031,-0.224642266,-0.217795596,-0.210948927,-0.204102258
0.425749114,0.441715243,0.457681372,0.437265508,0.416849644,0.39643378
-0.322420098,-0.322600361,-0.322780623,-0.322949794,-0.323118965,-0.323288136
2.316483356,2.417399836,2.518316316,2.513599659,2.508883003,2.504166346
3.65329205,3.909146163,4.165000276,4.228031589,4.291062901,4.354094214
33.04861101,35.7731627,38.4977144,39.4864259,40.47513741,41.46384891
46.07295426,49.64596867,53.21898308,54.39178771,55.56459234,56.73739697
4.199002894,4.478309962,4.75761703,4.84037711,4.923137189,5.005897269
0.549543934,0.61509732,0.680650706,0.748100886,0.815551065,0.883001245
0.151124725,0.174093215,0.197061705,0.220890194,0.244718684,0.268547173
-0.282763179,-0.275546008,-0.268328837,-0.257110749,-0.245892662,-0.234674574
-0.287973582,-0.281563926,-0.27515427,-0.265192584,-0.255230898,-0.245269212
-0.112036833,-0.108640312,-0.105243791,-0.092177691,-0.07911159,-0.06604549
-0.085211435,-0.081490469,-0.077769502,-0.066992781,-0.05621606,-0.045439339
0.600703969,0.671831752,0.742959535,0.8134632,0.883966865,0.95447053
0.051838957,0.069989106,0.088139254,0.102604754,0.117070254,0.131535754
-0.221878714,-0.204767854,-0.187656995,-0.17181337,-0.155969745,-0.140126121
-0.200965845,-0.182867431,-0.164769017,-0.147041741,-0.129314465,-0.111587189
-0.309784673,-0.306087023,-0.302389373,-0.298898943,-0.295408514,-0.291918085
-0.090860138,-0.059017608,-0.027175079,-0.009787168,0.007600743,0.024988654
-0.095475565,-0.066539838,-0.03760411,-0.027927902,-0.018251695,-0.008575487
0.136656023,0.177062625,0.217469228,0.262124495,0.306779762,0.35143503
-0.190580254,-0.184719856,-0.178859458,-0.171323994,-0.163788531,-0.156253068
0.025130236,0.045612878,0.066095519,0.074205435,0.082315351,0.090425266
-0.009649673,0.010290363,0.030230399,0.039639702,0.049049006,0.05845831
0.151733695,0.155459905,0.159186115,0.149516592,0.139847069,0.130177547
0.495509382,0.537754669,0.579999956,0.595137307,0.610274658,0.625412009
0.008341403,0.012450577,0.016559752,0.027195716,0.037831681,0.048467646
0.647377487,0.663452961,0.679528435,0.65161033,0.623692225,0.595774119
-0.272723796,-0.26705514,-0.261386484,-0.257264076,-0.253141668,-0.24901926
-0.299456418,-0.297617217,-0.295778016,-0.295186345,-0.294594674,-0.294003004
-0.30412679,-0.302821206,-0.301515622,-0.301238898,-0.300962174,-0.30068545
-0.172966392,-0.156671024,-0.140375657,-0.135238149,-0.13010064,-0.124963131
-0.26676239,-0.260228799,-0.253695208,-0.248724945,-0.243754683,-0.23878442
-0.304140676,-0.302406909,-0.300673142,-0.299654383,-0.298635624,-0.297616865
-0.304140676,-0.302406909,-0.300673142,-0.299654383,-0.298635624,-0.297616865
-0.193237655,-0.177135931,-0.161034207,-0.155426556,-0.149818905,-0.144211255
-0.26676239,-0.260228799,-0.253695208,-0.248724945,-0.243754683,-0.23878442
-0.26676239,-0.260228799,-0.253695208,-0.248724945,-0.243754683,-0.23878442
-0.304140676,-0.302406909,-0.300673142,-0.299654383,-0.298635624,-0.297616865
-0.193237655,-0.177135931,-0.161034207,-0.155426556,-0.149818905,-0.144211255
-0.300237711,-0.300003623,-0.299769534,-0.298752401,-0.297735269,-0.296718136
-0.177316975,-0.16615732,-0.154997666,-0.135918887,-0.116840109,-0.09776133
-0.013482337,0.02395146,0.061385258,0.079489417,0.097593576,0.115697736
0.064500177,0.124864292,0.185228407,0.227062843,0.268897279,0.310731715
0.01226233,0.054987449,0.097712569,0.111823299,0.12593403,0.14004476
0.01226233,0.054987449,0.097712569,0.111823299,0.12593403,0.14004476
-0.235766088,-0.217765932,-0.199765777,-0.177081573,-0.154397369,-0.131713165
3.094519195,3.24372086,3.392922524,3.40153904,3.410155556,3.418772071
0.668978381,0.765321882,0.861665383,0.948288971,1.034912559,1.121536147
-0.141887431,-0.139788504,-0.137689578,-0.139511057,-0.141332537,-0.143154017
0.806372599,0.918073339,1.02977408,1.123562741,1.217351403,1.311140064
0.060215219,0.078995968,0.097776718,0.102859969,0.10794322,0.113026471
-0.15005301,-0.142679318,-0.135305626,-0.126645338,-0.11798505,-0.109324762
-0.181324571,-0.175211269,-0.169097967,-0.161945696,-0.154793424,-0.147641152
-0.256323492,-0.248600737,-0.240877982,-0.235135401,-0.22939282,-0.223650239
-0.251994047,-0.242359591,-0.232725135,-0.225444775,-0.218164414,-0.210884053
-0.259280834,-0.251873771,-0.244466707,-0.238974002,-0.233481296,-0.22798859
-0.256323492,-0.248600737,-0.240877982,-0.235135401,-0.22939282,-0.223650239
-0.238292887,-0.228103467,-0.217914047,-0.209934087,-0.201954126,-0.193974166
-0.238292887,-0.228103467,-0.217914047,-0.209934087,-0.201954126,-0.193974166
24.28831695,25.26237679,26.23643663,26.00940858,25.78238053,25.55535249
22.54608303,23.48961741,24.4331518,24.25466329,24.07617479,23.89768628
24.59667868,25.72197598,26.84727328,26.71680537,26.58633745,26.45586954
-0.189537899,-0.184431886,-0.179325874,-0.173451133,-0.167576393,-0.161701653
-0.215841313,-0.214947423,-0.214053534,-0.21274396,-0.211434386,-0.210124812
-0.022553009,0.029917494,0.082387997,0.131470605,0.180553214,0.229635822
0.576476675,0.699745995,0.823015316,0.924872439,1.026729563,1.128586686
1.036241686,1.098530156,1.160818626,1.165897862,1.170977099,1.176056335
-0.11397894,-0.099144326,-0.084309711,-0.062022048,-0.039734384,-0.017446721
9.140745876,9.488579638,9.836413399,9.763506071,9.690598743,9.617691415
-0.326081541,-0.3261664,-0.326251258,-0.326408531,-0.326565805,-0.326723078
-0.327151854,-0.326967748,-0.326783642,-0.326695137,-0.326606631,-0.326518125
-0.314521879,-0.314580971,-0.314640063,-0.314608637,-0.314577212,-0.314545787
-0.310345731,-0.310484843,-0.310623955,-0.310436834,-0.310249713,-0.310062591
-0.326181846,-0.325978673,-0.3257755,-0.325744974,-0.325714448,-0.325683921
-0.316172724,-0.316076776,-0.315980829,-0.315897407,-0.315813986,-0.315730565
5.097004435,5.496369331,5.895734226,6.083151561,6.270568896,6.457986231
3.701614586,3.892077988,4.082541391,4.082849201,4.083157011,4.083464821
0.642301582,0.633202696,0.62410381,0.609468033,0.594832255,0.580196477
0.912425154,0.895637853,0.878850552,0.856586584,0.834322616,0.812058648
4.328568592,4.574077212,4.819585833,4.86621956,4.912853286,4.959487012
4.869641039,5.121073359,5.37250568,5.392758473,5.413011265,5.433264058
0.272525622,0.311026248,0.349526875,0.392693421,0.435859967,0.479026513
0.112209927,0.120339111,0.128468295,0.133273191,0.138078088,0.142882985
0.655671921,0.67287922,0.690086518,0.679588938,0.669091359,0.658593779
0.870932389,0.937837962,1.004743535,1.028060929,1.051378323,1.074695717
-0.012755426,0.041748854,0.096253134,0.160733706,0.225214278,0.289694851
-0.220130766,-0.19893613,-0.177741493,-0.151163154,-0.124584815,-0.098006476
-0.255392812,-0.253142907,-0.250893002,-0.250418637,-0.249944273,-0.249469908
-0.251107963,-0.24919945,-0.247290938,-0.248511687,-0.249732436,-0.250953186
-0.235501856,-0.232825064,-0.230148272,-0.22944863,-0.228748989,-0.228049348
-0.212954078,-0.209160374,-0.205366671,-0.203937609,-0.202508547,-0.201079485
-0.243862556,-0.241162729,-0.238462903,-0.237508033,-0.236553163,-0.235598293
-0.227921913,-0.224773464,-0.221625015,-0.222122254,-0.222619493,-0.223116732
-0.292779891,-0.292591187,-0.292402484,-0.292009637,-0.291616791,-0.291223944
-0.305593241,-0.305233316,-0.304873391,-0.305305368,-0.305737345,-0.306169322
-0.314066401,-0.314217062,-0.314367724,-0.314640399,-0.314913074,-0.315185749
-0.319361187,-0.319725679,-0.320090172,-0.320620509,-0.321150845,-0.321681182
-0.303858301,-0.298698522,-0.293538744,-0.287237783,-0.280936823,-0.274635863
-0.289290968,-0.281843425,-0.274395882,-0.264212479,-0.254029076,-0.243845673
-0.289290968,-0.281843425,-0.274395882,-0.264212479,-0.254029076,-0.243845673
-0.101887088,-0.063763143,-0.025639198,0.021082073,0.067803343,0.114524613
-0.308787109,-0.304653732,-0.300520355,-0.295563841,-0.290607327,-0.285650813
-0.291085319,-0.284812022,-0.278538725,-0.268942598,-0.259346472,-0.249750345
-0.291085319,-0.284812022,-0.278538725,-0.268942598,-0.259346472,-0.249750345
-0.261804298,-0.257918492,-0.254032686,-0.24931253,-0.244592374,-0.239872218
-0.303344401,-0.302655656,-0.30196691,-0.302071174,-0.302175437,-0.302279701
1.230975786,1.25964812,1.288320454,1.26853342,1.248746385,1.22895935
-0.138667135,-0.131445611,-0.124224088,-0.125946224,-0.12766836,-0.129390497
-0.323851149,-0.323009083,-0.322167016,-0.321485499,-0.320803983,-0.320122466
-0.324486464,-0.323574215,-0.322661966,-0.32189179,-0.321121614,-0.320351438
-0.323245042,-0.322289098,-0.321333154,-0.320565009,-0.319796863,-0.319028717
-0.323245042,-0.322289098,-0.321333154,-0.320565009,-0.319796863,-0.319028717
-0.323245042,-0.322289098,-0.321333154,-0.320565009,-0.319796863,-0.319028717
-0.319317676,-0.317071404,-0.314825132,-0.31272078,-0.310616429,-0.308512077
-0.223074908,-0.213658373,-0.204241837,-0.198709728,-0.193177618,-0.187645508
-0.323245042,-0.322289098,-0.321333154,-0.320565009,-0.319796863,-0.319028717
-0.32203142,-0.320645149,-0.319258879,-0.318012084,-0.31676529,-0.315518496
-0.32203142,-0.320645149,-0.319258879,-0.318012084,-0.31676529,-0.315518496
-0.318031669,-0.315430314,-0.312828959,-0.310381651,-0.307934344,-0.305487036
-0.212781168,-0.202601628,-0.192422088,-0.186440835,-0.180459582,-0.174478329
-0.185456261,-0.172667298,-0.159878336,-0.152306653,-0.14473497,-0.137163288
-0.32203142,-0.320645149,-0.319258879,-0.318012084,-0.31676529,-0.315518496
-0.32203142,-0.320645149,-0.319258879,-0.318012084,-0.31676529,-0.315518496
-0.318960549,-0.316636253,-0.314311957,-0.312110187,-0.309908417,-0.307706647
-0.312431665,-0.308863001,-0.305294338,-0.301320091,-0.297345844,-0.293371597
-0.312431665,-0.308863001,-0.305294338,-0.301320091,-0.297345844,-0.293371597
-0.318304094,-0.31559223,-0.312880365,-0.31034337,-0.307806374,-0.305269378
-0.320313038,-0.318263821,-0.316214604,-0.314302271,-0.312389937,-0.310477603
-0.318960549,-0.316636253,-0.314311957,-0.312110187,-0.309908417,-0.307706647
-0.315765585,-0.312475816,-0.309186047,-0.306058582,-0.302931116,-0.29980365
-0.307396468,-0.302545138,-0.297693808,-0.292305623,-0.286917437,-0.281529251
-0.319800495,-0.317540009,-0.315279524,-0.313174984,-0.311070444,-0.308965905
-0.315765585,-0.312475816,-0.309186047,-0.306058582,-0.302931116,-0.29980365
-0.315765585,-0.312475816,-0.309186047,-0.306058582,-0.302931116,-0.29980365
-0.315765585,-0.312475816,-0.309186047,-0.306058582,-0.302931116,-0.29980365
-0.319800495,-0.317540009,-0.315279524,-0.313174984,-0.311070444,-0.308965905
-0.315765585,-0.312475816,-0.309186047,-0.306058582,-0.302931116,-0.29980365
-0.315765585,-0.312475816,-0.309186047,-0.306058582,-0.302931116,-0.29980365
-0.315765585,-0.312475816,-0.309186047,-0.306058582,-0.302931116,-0.29980365
-0.315765585,-0.312475816,-0.309186047,-0.306058582,-0.302931116,-0.29980365
-0.315765585,-0.312475816,-0.309186047,-0.306058582,-0.302931116,-0.29980365
-0.315765585,-0.312475816,-0.309186047,-0.306058582,-0.302931116,-0.29980365
-0.304089089,-0.303610614,-0.303132139,-0.303753241,-0.304374343,-0.304995446
-0.167943248,-0.15507221,-0.142201172,-0.135366627,-0.128532082,-0.121697537
-0.318923592,-0.31888024,-0.318836888,-0.31903359,-0.319230293,-0.319426995
-0.318923592,-0.31888024,-0.318836888,-0.31903359,-0.319230293,-0.319426995
0.16520177,0.199024758,0.232847747,0.248906159,0.264964572,0.281022984
-0.010920221,0.010472673,0.031865567,0.042610593,0.05335562,0.064100646
0.140074457,0.176969479,0.213864502,0.23545456,0.257044619,0.278634677
-0.040502784,-0.017260237,0.00598231,0.019290172,0.032598035,0.045905897
-0.13511708,-0.119375409,-0.103633739,-0.093567921,-0.083502103,-0.073436286
-0.156113927,-0.142961971,-0.129810015,-0.123010056,-0.116210097,-0.109410138
-0.127698578,-0.111506119,-0.09531366,-0.086685132,-0.078056603,-0.069428075
-0.191481997,-0.179642293,-0.16780259,-0.160264058,-0.152725525,-0.145186993
-0.111804349,-0.094163603,-0.076522858,-0.067073889,-0.057624921,-0.048175953
-0.146925366,-0.131329338,-0.115733311,-0.106903543,-0.098073774,-0.089244005
-0.111804349,-0.094163603,-0.076522858,-0.067073889,-0.057624921,-0.048175953
-0.281554747,-0.281141096,-0.280727445,-0.280080423,-0.279433402,-0.27878638
-0.22386844,-0.218635334,-0.213402228,-0.206176047,-0.198949865,-0.191723684
0.294896447,0.377998439,0.461100431,0.533687653,0.606274876,0.678862098
-0.084302606,-0.078268986,-0.072235367,-0.071814973,-0.07139458,-0.070974186
-0.167334834,-0.163400408,-0.159465982,-0.159234607,-0.159003233,-0.158771858
1.484617757,1.693556478,1.9024952,2.103733616,2.304972033,2.506210449
0.008392025,0.025695068,0.042998112,0.05922481,0.075451509,0.091678207
-0.237838548,-0.238029371,-0.238220195,-0.238049243,-0.237878291,-0.237707339
-0.061345665,-0.006602033,0.048141599,0.101390755,0.154639911,0.207889067
-0.000553034,0.034693996,0.069941026,0.088282171,0.106623315,0.124964459
0.265673545,0.321481146,0.377288747,0.417642201,0.457995655,0.498349109
0.243606279,0.275501735,0.307397191,0.345170348,0.382943505,0.420716661
-0.152517482,-0.142042428,-0.131567375,-0.117966587,-0.104365798,-0.09076501
1.470380902,1.692335649,1.914290396,2.129918968,2.345547541,2.561176113
-0.28427514,-0.282291039,-0.280306938,-0.277831644,-0.275356351,-0.272881057
-0.301523433,-0.301724623,-0.301925812,-0.301996351,-0.302066889,-0.302137428
-0.280252838,-0.277623009,-0.27499318,-0.27170976,-0.26842634,-0.26514292
-0.285852567,-0.284059786,-0.282267005,-0.279934517,-0.27760203,-0.275269543
-0.277203873,-0.273659642,-0.270115412,-0.265957147,-0.261798882,-0.257640617
-0.24181093,-0.233485098,-0.225159265,-0.216136422,-0.207113579,-0.198090736
-0.202127309,-0.187666162,-0.173205016,-0.156869105,-0.140533194,-0.124197283
-0.308587461,-0.308706202,-0.308824943,-0.308785012,-0.308745082,-0.308705151
1.704005925,1.844395562,1.984785199,2.052011182,2.119237164,2.186463147
2.393604113,2.578290626,2.76297714,2.851379127,2.939781114,3.028183101
21.42131954,23.1928018,24.96428406,25.64880931,26.33333455,27.0178598
26.05713661,28.17294766,30.28875871,31.08672738,31.88469605,32.68266472
0.997845072,1.077847338,1.157849604,1.209286545,1.260723487,1.312160428
1.218857535,1.299687156,1.380516778,1.423695411,1.466874045,1.510052679
1.632761502,1.740376402,1.847991301,1.924540296,2.00108929,2.077638285
1.1571487,1.251984651,1.346820603,1.395541676,1.444262749,1.492983822
0.895701702,0.953248623,1.010795543,1.040521828,1.070248112,1.099974397
1.827422285,1.933855009,2.040287733,2.096869305,2.153450877,2.21003245
0.869743511,0.96381291,1.057882308,1.153992441,1.250102574,1.346212707
0.241849368,0.25431201,0.266774652,0.259478465,0.252182278,0.244886091
5.183874332,5.364339628,5.544804924,5.545498247,5.546191569,5.546884891
1.32242228,1.341895188,1.361368097,1.348247043,1.335125988,1.322004934
2.482669368,2.510293903,2.537918438,2.473730619,2.409542801,2.345354982
1.016272195,1.047874238,1.079476281,1.083773166,1.088070052,1.092366937
5.335596123,5.577084748,5.818573374,5.793520621,5.768467869,5.743415117
0.031616219,0.048379961,0.065143704,0.076670415,0.088197127,0.099723839
-0.027485835,0.028226315,0.083938464,0.132022497,0.18010653,0.228190563
8.55456836,9.136746303,9.718924246,9.92583986,10.13275547,10.33967109
7.095505123,7.510101014,7.924696905,7.987297112,8.049897318,8.112497525
0.065882372,0.140147508,0.214412643,0.27894041,0.343468176,0.407995942
0.677959716,0.686732172,0.695504628,0.676137001,0.656769373,0.637401746
0.538574915,0.555190686,0.571806458,0.569410301,0.567014144,0.564617987
