popden2010,popden2020,popden2030,popden2040,popden2050,popden2060
-0.310905341,-0.310512522,-0.310119704,-0.309973086,-0.309826469,-0.309679851
-0.319052484,-0.318650704,-0.318248924,-0.317943819,-0.317638714,-0.317333609
-0.319214309,-0.318445393,-0.317676476,-0.316855785,-0.316035095,-0.315214404
-0.319052484,-0.318650704,-0.318248924,-0.317943819,-0.317638714,-0.317333609
-0.314449183,-0.313351406,-0.312253629,-0.311129142,-0.310004656,-0.30888017
-0.304253698,-0.303241573,-0.302229448,-0.301531261,-0.300833073,-0.300134886
-0.312244084,-0.310904911,-0.309565739,-0.308182676,-0.306799612,-0.305416549
-0.304253698,-0.303241573,-0.302229448,-0.301531261,-0.300833073,-0.300134886
-0.309353932,-0.308516638,-0.307679344,-0.30708922,-0.306499097,-0.305908973
-0.322823285,-0.321051105,-0.319278924,-0.316989091,-0.314699257,-0.312409424
-0.327463625,-0.327247114,-0.327030603,-0.326824188,-0.326617773,-0.326411358
2.100928652,2.313120022,2.525311391,2.622483861,2.719656332,2.816828802
1.496338469,1.656144507,1.815950545,1.897572585,1.979194624,2.060816664
2.245531648,2.446645779,2.64775991,2.716410654,2.785061398,2.853712142
2.245531648,2.446645779,2.64775991,2.716410654,2.785061398,2.853712142
4.029447618,4.378849843,4.728252068,4.840170335,4.952088602,5.064006869
4.029447618,4.378849843,4.728252068,4.840170335,4.952088602,5.064006869
-0.279372949,-0.264911781,-0.250450612,-0.234761725,-0.219072838,-0.203383951
-0.266384687,-0.250709844,-0.235035002,-0.217688632,-0.200342263,-0.182995894
0.008223912,0.028019223,0.047814534,0.067376014,0.086937494,0.106498973
-0.108001475,-0.108766728,-0.109531982,-0.113627605,-0.117723228,-0.121818851
1.268180683,1.292450855,1.316721027,1.295015839,1.273310652,1.251605465
-0.240367334,-0.24220711,-0.244046886,-0.247984167,-0.251921449,-0.255858731
1.644994783,1.676753076,1.708511369,1.682593775,1.656676181,1.630758588
-0.240367334,-0.24220711,-0.244046886,-0.247984167,-0.251921449,-0.255858731
1.644994783,1.676753076,1.708511369,1.682593775,1.656676181,1.630758588
0.69571331,0.795594778,0.895476246,0.967522733,1.039569219,1.111615705
0.948896821,1.076778604,1.204660387,1.289066129,1.37347187,1.457877611
-0.307654733,-0.294660954,-0.281667175,-0.268033973,-0.254400772,-0.240767571
-0.300877851,-0.281060034,-0.261242217,-0.240437123,-0.21963203,-0.198826936
-0.308475703,-0.296415042,-0.284354381,-0.271886827,-0.259419273,-0.246951719
-0.315369207,-0.312769072,-0.310168936,-0.307588994,-0.305009053,-0.302429111
-0.313952154,-0.311846355,-0.309740555,-0.307058041,-0.304375527,-0.301693012
-0.315369207,-0.312769072,-0.310168936,-0.307588994,-0.305009053,-0.302429111
-0.311470093,-0.308469077,-0.305468061,-0.301825368,-0.298182676,-0.294539983
1.760035045,1.79303193,1.826028814,1.801186649,1.776344483,1.751502317
2.256233526,2.30056233,2.344891133,2.316786585,2.288682038,2.26057749
1.460379474,1.491161711,1.521943948,1.502591822,1.483239696,1.46388757
1.434572915,1.459972101,1.485371287,1.460477611,1.435583936,1.41069026
2.523963153,2.571385089,2.618807025,2.582642063,2.546477102,2.51031214
1.804818429,1.840119108,1.875419788,1.848248585,1.821077382,1.793906179
2.523963153,2.571385089,2.618807025,2.582642063,2.546477102,2.51031214
1.804818429,1.840119108,1.875419788,1.848248585,1.821077382,1.793906179
2.523963153,2.571385089,2.618807025,2.582642063,2.546477102,2.51031214
1.804818429,1.840119108,1.875419788,1.848248585,1.821077382,1.793906179
2.523963153,2.571385089,2.618807025,2.582642063,2.546477102,2.51031214
2.523963153,2.571385089,2.618807025,2.582642063,2.546477102,2.51031214
-0.27314276,-0.276616534,-0.280090308,-0.285449563,-0.290808818,-0.296168072
-0.307096205,-0.303434519,-0.299772833,-0.296385501,-0.292998169,-0.289610836
-0.315235126,-0.309874487,-0.304513847,-0.298902884,-0.293291921,-0.287680957
-0.320252963,-0.316960048,-0.313667133,-0.310236081,-0.306805029,-0.303373977
-0.315977923,-0.30813328,-0.300288636,-0.292299166,-0.284309696,-0.276320226
-0.176859007,-0.168416464,-0.159973921,-0.153754247,-0.147534573,-0.141314898
-0.19956598,-0.195234165,-0.190902349,-0.186855543,-0.182808736,-0.17876193
-0.19956598,-0.195234165,-0.190902349,-0.186855543,-0.182808736,-0.17876193
-0.296148461,-0.293725112,-0.291301762,-0.288092769,-0.284883777,-0.281674784
-0.301258732,-0.29942747,-0.297596209,-0.295141562,-0.292686915,-0.290232268
-0.233886482,-0.226159444,-0.218432406,-0.213422842,-0.208413279,-0.203403715
-0.024634411,0.003039792,0.030713995,0.062195523,0.09367705,0.125158578
0.058793983,0.078824004,0.098854024,0.119099929,0.139345834,0.159591738
0.019618133,0.051255866,0.082893599,0.118658857,0.154424115,0.190189373
0.060655794,0.095434522,0.13021325,0.159525651,0.188838052,0.218150453
0.027608793,0.070462621,0.113316449,0.158893146,0.204469844,0.250046541
10.44114501,11.89901887,13.35689274,14.31277005,15.26864737,16.22452468
10.44114501,11.89901887,13.35689274,14.31277005,15.26864737,16.22452468
-0.060168684,-0.054114834,-0.048060983,-0.043954295,-0.039847606,-0.035740918
-0.134890821,-0.126278221,-0.117665621,-0.109496697,-0.101327773,-0.093158848
-0.180494152,-0.175449822,-0.170405493,-0.16423293,-0.158060367,-0.151887804
-0.180494152,-0.175449822,-0.170405493,-0.16423293,-0.158060367,-0.151887804
-0.18044825,-0.17520394,-0.169959631,-0.163584422,-0.157209213,-0.150834004
-0.113698586,-0.102373905,-0.091049225,-0.076466189,-0.061883153,-0.047300116
-0.113698586,-0.102373905,-0.091049225,-0.076466189,-0.061883153,-0.047300116
-0.309484373,-0.307391785,-0.305299197,-0.302224625,-0.299150053,-0.296075481
-0.310050888,-0.308571329,-0.307091771,-0.304737241,-0.302382711,-0.30002818
-0.292716658,-0.290068072,-0.287419486,-0.284973865,-0.282528243,-0.280082622
-0.30073823,-0.299102829,-0.297467427,-0.29607746,-0.294687493,-0.293297525
-0.321847526,-0.321630155,-0.321412784,-0.321195981,-0.320979178,-0.320762375
-0.290211744,-0.287725054,-0.285238365,-0.283074996,-0.280911627,-0.278748257
-0.323165171,-0.322124457,-0.321083743,-0.319740138,-0.318396532,-0.317052927
20.48425876,23.31680711,26.14935545,27.99973495,29.85011444,31.70049394
23.44170168,26.68186427,29.92202686,32.03833693,34.154647,36.27095707
-0.243124588,-0.240031871,-0.236939153,-0.237023948,-0.237108743,-0.237193538
-0.251676483,-0.252786903,-0.253897323,-0.257021046,-0.260144769,-0.263268492
-0.210215605,-0.204466028,-0.198716451,-0.200091642,-0.201466832,-0.202842023
-0.151227332,-0.142707682,-0.134188032,-0.130608617,-0.127029201,-0.123449786
-0.299042756,-0.299202869,-0.299362982,-0.300222904,-0.301082825,-0.301942746
-0.294806228,-0.295548184,-0.29629014,-0.298213526,-0.300136912,-0.302060298
-0.294806228,-0.295548184,-0.29629014,-0.298213526,-0.300136912,-0.302060298
-0.294806228,-0.295548184,-0.29629014,-0.298213526,-0.300136912,-0.302060298
-0.22873243,-0.21957902,-0.21042561,-0.204503353,-0.198581096,-0.192658839
-0.154671222,-0.143519998,-0.132368774,-0.123580234,-0.114791694,-0.106003154
-0.164938017,-0.155055183,-0.145172349,-0.137557981,-0.129943613,-0.122329246
-0.191850035,-0.186716289,-0.181582543,-0.175775029,-0.169967515,-0.164160001
-0.108260926,-0.073677668,-0.03909441,0.003465795,0.046026,0.088586205
-0.319514217,-0.312605091,-0.305695965,-0.29886,-0.292024034,-0.285188069
-0.321965062,-0.314853226,-0.307741389,-0.300520783,-0.293300178,-0.286079572
-0.000205932,0.004073118,0.008352167,0.007514114,0.00667606,0.005838006
-0.307807297,-0.304594888,-0.301382478,-0.298670033,-0.295957587,-0.293245141
-0.294232037,-0.288799388,-0.283366739,-0.278770404,-0.27417407,-0.269577735
-0.186577155,-0.169709506,-0.152841856,-0.140248025,-0.127654193,-0.115060362
-0.19783078,-0.18414864,-0.170466499,-0.160059009,-0.149651518,-0.139244028
-0.316054107,-0.314567038,-0.31307997,-0.311413955,-0.309747941,-0.308081926
-0.328999809,-0.329008285,-0.329016762,-0.328975876,-0.32893499,-0.328894104
-0.328941063,-0.328944399,-0.328947736,-0.328893039,-0.328838343,-0.328783646
-0.244706521,-0.245969571,-0.247232621,-0.250793123,-0.254353624,-0.257914126
-0.189397983,-0.185059071,-0.180720159,-0.184119485,-0.187518811,-0.190918136
-0.258372611,-0.25860397,-0.25883533,-0.261283646,-0.263731963,-0.26618028
-0.259869381,-0.260970668,-0.262071954,-0.265082265,-0.268092575,-0.271102886
-0.048835576,-0.034044274,-0.019252972,-0.012413727,-0.005574483,0.001264762
5.022688637,6.009096773,6.995504908,8.331179934,9.66685496,11.00252999
0.332184789,0.381312495,0.430440201,0.454187683,0.477935166,0.501682649
-0.217310398,-0.211035581,-0.204760763,-0.205518276,-0.20627579,-0.207033303
-0.322579302,-0.321568592,-0.320557881,-0.319257702,-0.317957523,-0.316657344
-0.321245364,-0.320071538,-0.318897712,-0.317272084,-0.315646457,-0.314020829
-0.311957414,-0.309956429,-0.307955444,-0.305719776,-0.303484107,-0.301248439
-0.329582267,-0.329516923,-0.329451579,-0.329314024,-0.329176469,-0.329038914
-0.329191808,-0.329111479,-0.32903115,-0.328846564,-0.328661978,-0.328477392
3.462692068,4.189083353,4.915474639,5.902851372,6.890228105,7.877604838
4.499936742,5.435689296,6.371441851,7.645876673,8.920311494,10.19474632
0.077449081,0.13360841,0.18976774,0.257561949,0.325356159,0.393150368
5.631919195,6.779709628,7.92750006,9.510904566,11.09430907,12.67771358
9.286488252,11.14058966,12.99469107,15.55385452,18.11301796,20.67218141
-0.212675053,-0.199752279,-0.186829506,-0.177412135,-0.167994764,-0.158577393
-0.218160569,-0.204856142,-0.191551716,-0.181602675,-0.171653635,-0.161704594
-0.211066646,-0.197470232,-0.183873819,-0.174044162,-0.164214505,-0.154384848
-0.228182205,-0.217670147,-0.207158089,-0.199227929,-0.191297769,-0.183367608
-0.166823777,-0.152428445,-0.138033114,-0.131754094,-0.125475074,-0.119196054
-0.103343009,-0.07530708,-0.047271151,-0.026014588,-0.004758026,0.016498537
-0.155181026,-0.136386912,-0.117592799,-0.103116474,-0.08864015,-0.074163825
17.81619528,20.25176259,22.6873299,24.30889549,25.93046108,27.55202667
-0.058519778,-0.061401333,-0.064282887,-0.070695289,-0.07710769,-0.083520091
-0.243887817,-0.228513119,-0.21313842,-0.199541281,-0.185944142,-0.172347004
-0.242494967,-0.227364379,-0.212233791,-0.198843539,-0.185453287,-0.172063036
-0.302006499,-0.301262643,-0.300518788,-0.300123103,-0.299727418,-0.299331733
-0.243389623,-0.229790496,-0.216191369,-0.204644301,-0.193097233,-0.181550165
-0.311305201,-0.308421012,-0.305536823,-0.30294501,-0.300353197,-0.297761383
-0.304596312,-0.302147796,-0.299699279,-0.297609046,-0.295518812,-0.293428579
-0.297900226,-0.283620222,-0.269340218,-0.255307217,-0.241274215,-0.227241213
-0.287892696,-0.269199127,-0.250505559,-0.231963464,-0.213421369,-0.194879275
-0.282988715,-0.271724861,-0.260461008,-0.249971047,-0.239481087,-0.228991126
-0.321649359,-0.321849579,-0.322049799,-0.322303993,-0.322558188,-0.322812382
-0.321647205,-0.321606253,-0.3215653,-0.32173131,-0.321897319,-0.322063329
-0.322516796,-0.322445871,-0.322374945,-0.322492288,-0.322609631,-0.322726974
-0.32057879,-0.320780955,-0.32098312,-0.32123685,-0.321490579,-0.321744308
-0.319448342,-0.319773624,-0.320098907,-0.320634224,-0.321169541,-0.321704859
-0.322567155,-0.322796461,-0.323025768,-0.323412889,-0.323800011,-0.324187132
-0.293262371,-0.290489668,-0.287716965,-0.285781299,-0.283845632,-0.281909966
-0.299660009,-0.297340227,-0.295020444,-0.293391698,-0.291762952,-0.290134206
9.838673681,11.20164856,12.56462344,13.4878132,14.41100297,15.33419273
9.962387724,11.34501913,12.72765054,13.66301603,14.59838153,15.53374702
27.04805231,30.73518783,34.42232335,36.87655109,39.33077883,41.78500657
-0.269010623,-0.26511021,-0.261209798,-0.257906189,-0.254602581,-0.251298972
-0.289969704,-0.28762706,-0.285284415,-0.283241555,-0.281198695,-0.279155835
-0.292268257,-0.291780275,-0.291292294,-0.29144412,-0.291595946,-0.291747772
-0.143888278,-0.115247394,-0.08660651,-0.065976749,-0.045346988,-0.024717227
-0.075723664,-0.035107956,0.005507751,0.035007557,0.064507362,0.094007167
-0.065507431,-0.029250112,0.007007207,0.035052844,0.06309848,0.091144116
0.15776434,0.179254465,0.200744591,0.212496288,0.224247985,0.235999682
-0.221198801,-0.21662716,-0.212055518,-0.211574005,-0.211092492,-0.210610979
-0.172290495,-0.163285147,-0.154279798,-0.154604541,-0.154929284,-0.155254027
-0.302407269,-0.301325108,-0.300242946,-0.299984948,-0.299726949,-0.29946895
0.02408862,0.063017012,0.101945405,0.145421899,0.188898393,0.232374887
0.091888589,0.143193041,0.194497494,0.252406427,0.31031536,0.368224293
-0.040381925,-0.035476045,-0.030570166,-0.029499613,-0.028429059,-0.027358506
0.025108069,0.038770533,0.052432998,0.059594435,0.066755872,0.073917309
0.08502993,0.08954307,0.094056211,0.091909149,0.089762088,0.087615027
-0.214501349,-0.205265526,-0.196029703,-0.185900664,-0.175771626,-0.165642587
-0.028563994,-0.020185315,-0.011806636,-0.004608845,0.002588945,0.009786736
-0.053809268,-0.050482914,-0.047156561,-0.045787081,-0.044417602,-0.043048122
-0.016831348,-0.010714249,-0.004597149,0.000622317,0.005841783,0.011061249
-0.030563776,-0.028960328,-0.02735688,-0.027412871,-0.027468862,-0.027524853
0.022004126,0.01309267,0.004181213,-0.017151466,-0.038484146,-0.059816825
-0.032670363,-0.037590898,-0.042511432,-0.05773253,-0.072953628,-0.088174726
0.064568852,0.058256001,0.051943151,0.030748097,0.009553044,-0.011642009
0.06801273,0.058646842,0.049280954,0.025469891,0.001658829,-0.022152234
0.022004126,0.01309267,0.004181213,-0.017151466,-0.038484146,-0.059816825
0.022004126,0.01309267,0.004181213,-0.017151466,-0.038484146,-0.059816825
0.071396431,0.062047955,0.052699479,0.030623965,0.008548451,-0.013527062
0.071396431,0.062047955,0.052699479,0.030623965,0.008548451,-0.013527062
0.071396431,0.062047955,0.052699479,0.030623965,0.008548451,-0.013527062
0.073446865,0.061105762,0.048764658,0.023454864,-0.00185493,-0.027164724
0.071396431,0.062047955,0.052699479,0.030623965,0.008548451,-0.013527062
0.071396431,0.062047955,0.052699479,0.030623965,0.008548451,-0.013527062
0.071396431,0.062047955,0.052699479,0.030623965,0.008548451,-0.013527062
0.071396431,0.062047955,0.052699479,0.030623965,0.008548451,-0.013527062
0.071396431,0.062047955,0.052699479,0.030623965,0.008548451,-0.013527062
0.071396431,0.062047955,0.052699479,0.030623965,0.008548451,-0.013527062
0.071396431,0.062047955,0.052699479,0.030623965,0.008548451,-0.013527062
0.071396431,0.062047955,0.052699479,0.030623965,0.008548451,-0.013527062
-0.322506602,-0.322357327,-0.322208052,-0.321947549,-0.321687045,-0.321426542
-0.037445523,-0.031819921,-0.02619432,-0.015599505,-0.005004691,0.005590124
-0.213926898,-0.19836817,-0.182809442,-0.176743296,-0.170677151,-0.164611005
-0.309316444,-0.307213843,-0.305111243,-0.303112991,-0.301114739,-0.299116488
-0.327121157,-0.32638297,-0.325644782,-0.325114665,-0.324584548,-0.324054432
-0.326391045,-0.325354565,-0.324318084,-0.323732896,-0.323147708,-0.32256252
-0.300058369,-0.287844356,-0.275630342,-0.263511634,-0.251392926,-0.239274218
-0.30434858,-0.304458183,-0.304567785,-0.305174384,-0.305780984,-0.306387583
-0.292273832,-0.292155441,-0.29203705,-0.292759373,-0.293481696,-0.294204019
-0.246589301,-0.232630534,-0.218671768,-0.206573732,-0.194475696,-0.18237766
-0.218093721,-0.199721122,-0.181348524,-0.165844894,-0.150341265,-0.134837635
-0.214827339,-0.19616387,-0.177500402,-0.161858431,-0.14621646,-0.130574489
0.881761058,0.994233861,1.106706665,1.207422123,1.308137581,1.408853038
1.420592671,1.584527366,1.748462061,1.892107042,2.035752022,2.179397003
5.266473167,6.345950673,7.425428179,8.898646968,10.37186576,11.84508455
6.953446355,8.356081195,9.758716034,11.68479808,13.61088013,15.53696218
1.256784385,1.387232176,1.517679968,1.605766293,1.693852618,1.781938942
0.874099722,0.972508866,1.07091801,1.136788719,1.202659428,1.268530137
-0.159538819,-0.134250809,-0.1089628,-0.091113712,-0.073264624,-0.055415537
-0.107014579,-0.073122969,-0.03923136,-0.015234479,0.008762402,0.032759282
-0.0822314,-0.048089969,-0.013948539,0.012098948,0.038146436,0.064193923
-0.300675165,-0.297824111,-0.294973058,-0.292317645,-0.289662233,-0.28700682
-0.306828488,-0.304491374,-0.302154259,-0.299932422,-0.297710585,-0.295488748
-0.044814981,-0.033963867,-0.023112753,-0.007755583,0.007601587,0.022958758
-0.283778996,-0.281448467,-0.279117938,-0.278440089,-0.277762239,-0.27708439
-0.277705701,-0.273757572,-0.269809443,-0.26885267,-0.267895896,-0.266939123
-0.308482427,-0.308554572,-0.308626718,-0.309290724,-0.30995473,-0.310618736
-0.287117865,-0.282669356,-0.278220848,-0.276392162,-0.274563477,-0.272734791
-0.283961555,-0.278466707,-0.27297186,-0.270358786,-0.267745712,-0.265132638
-0.026041465,0.008533784,0.043109033,0.081743114,0.120377195,0.159011276
0.027435295,0.077030836,0.126626378,0.179509672,0.232392967,0.285276262
0.178518755,0.221995943,0.265473131,0.303441337,0.341409542,0.379377747
0.167678503,0.224996445,0.282314388,0.346660919,0.411007451,0.475353982
0.234942712,0.319617517,0.404292322,0.497794673,0.591297024,0.684799375
-0.090551117,-0.090004318,-0.08945752,-0.086838981,-0.084220442,-0.081601904
-0.04366973,-0.043254484,-0.042839238,-0.044647335,-0.046455432,-0.048263529
-0.273150655,-0.249766272,-0.226381889,-0.202892553,-0.179403218,-0.155913882
-0.281552038,-0.269468265,-0.257384492,-0.246020206,-0.234655919,-0.223291632
-0.293077051,-0.288779417,-0.284481783,-0.281175411,-0.277869039,-0.274562666
-0.290962883,-0.286625978,-0.282289073,-0.279074858,-0.275860643,-0.272646428
-0.191442657,-0.188531941,-0.185621225,-0.1855279,-0.185434575,-0.185341251
-0.219304406,-0.217842539,-0.216380672,-0.217051183,-0.217721694,-0.218392206
-0.165060389,-0.160770768,-0.156481146,-0.156844141,-0.157207135,-0.157570129
