id,ID_2,X_coord,Y_coord,PLACEFIPS,area,area2,propreal3
"4198","6344",1252167.98100,367313.63510,"3983384","2263665","2263665",1.000000
"4198","6344",1252167.98100,367313.63510,"3959934","1858553","1858553",1.000000
"4198","6344",1252167.98100,367313.63510,"3985946","5356404","5356404",1.000000
"4198","6344",1252167.98100,367313.63510,"3988000","89624957","11872053",0.132464
"4139","6515",1202167.98100,417313.63510,"3923618","16535280","5690932",0.344169
"4139","6515",1202167.98100,417313.63510,"3926306","2627332","2627332",1.000000
"4139","6515",1202167.98100,417313.63510,"3931234","1541960","1541960",1.000000
"4139","6515",1202167.98100,417313.63510,"3940670","14621487","303413",0.020751
"4139","6515",1202167.98100,417313.63510,"3949056","72281696","64311723",0.889737
"4139","6515",1202167.98100,417313.63510,"3949098","4071832","4071832",1.000000
"4139","6515",1202167.98100,417313.63510,"3956812","10095511","92174",0.009130
"4139","6515",1202167.98100,417313.63510,"3956910","10040238","9907671",0.986796
"4139","6515",1202167.98100,417313.63510,"3959416","18031195","18031195",1.000000
"4139","6515",1202167.98100,417313.63510,"3961882","5876095","5876095",1.000000
"4139","6515",1202167.98100,417313.63510,"3976834","547606","42316",0.077275
"4139","6515",1202167.98100,417313.63510,"3985484","26632867","6671632",0.250504
"4197","6516",1252167.98100,417313.63510,"3902050","3538938","3538938",1.000000
"4197","6516",1252167.98100,417313.63510,"3902638","20055814","20055814",1.000000
"4197","6516",1252167.98100,417313.63510,"3903142","8499031","8499031",1.000000
"4197","6516",1252167.98100,417313.63510,"3918350","67877463","67877463",1.000000
"4197","6516",1252167.98100,417313.63510,"3924542","17681045","17681045",1.000000
"4197","6516",1252167.98100,417313.63510,"3929610","10707642","10707642",1.000000
"4197","6516",1252167.98100,417313.63510,"3929652","5723235","5723235",1.000000
"4197","6516",1252167.98100,417313.63510,"3938500","6527091","6527091",1.000000
"4197","6516",1252167.98100,417313.63510,"3946480","13174745","13174745",1.000000
"4197","6516",1252167.98100,417313.63510,"3956700","23052764","23052764",1.000000
"4197","6516",1252167.98100,417313.63510,"3956812","10095511","10003337",0.990870
"4197","6516",1252167.98100,417313.63510,"3956910","10040238","132567",0.013204
"4197","6516",1252167.98100,417313.63510,"3967600","7295900","7295900",1.000000
"4197","6516",1252167.98100,417313.63510,"3967846","2306881","2306881",1.000000
"5065","6875",2002167.98100,517313.63510,"0949810","8679250","8679250",1.000000
"5065","6875",2002167.98100,517313.63510,"0953260","3935842","768910",0.195361
"5065","6875",2002167.98100,517313.63510,"0957180","11073267","2537595",0.229164
"5065","6875",2002167.98100,517313.63510,"0959140","8799974","8799974",1.000000
"5065","6875",2002167.98100,517313.63510,"0973700","837883","837883",1.000000
"5065","6875",2002167.98100,517313.63510,"3625923","10605278","8465421",0.798227
"5065","6875",2002167.98100,517313.63510,"3648054","46328067","18312165",0.395272
"5065","6875",2002167.98100,517313.63510,"4403520","6268317","6268317",1.000000
"5065","6875",2002167.98100,517313.63510,"4408020","4765245","4765245",1.000000
"5065","6875",2002167.98100,517313.63510,"4412340","6427346","3919556",0.609825
"5065","6875",2002167.98100,517313.63510,"4446000","3231016","3231016",1.000000
"5065","6875",2002167.98100,517313.63510,"4448700","9366338","5028639",0.536884
"5065","6875",2002167.98100,517313.63510,"4460260","3430925","3430925",1.000000
"5065","6875",2002167.98100,517313.63510,"4473130","13249320","1562612",0.117939
"5065","6875",2002167.98100,517313.63510,"4475200","2075443","2075443",1.000000
"5065","6875",2002167.98100,517313.63510,"4475920","3016199","3016199",1.000000
"5065","6875",2002167.98100,517313.63510,"4476820","42113915","42113915",1.000000
"3792","6337",902167.98050,367313.63510,"1801666","16541612","16541612",1.000000
"3792","6337",902167.98050,367313.63510,"1813438","6147800","6147800",1.000000
"3792","6337",902167.98050,367313.63510,"1825882","5753222","5753222",1.000000
"3792","6337",902167.98050,367313.63510,"1857006","1715803","1715803",1.000000
"3792","6337",902167.98050,367313.63510,"2601300","401363","401363",1.000000
"3792","6337",902167.98050,367313.63510,"2610860","3551033","3551033",1.000000
"3792","6337",902167.98050,367313.63510,"2611920","2597481","2597481",1.000000
"3792","6337",902167.98050,367313.63510,"2617020","21446777","21446777",1.000000
"3792","6337",902167.98050,367313.63510,"2617360","4482474","4482474",1.000000
"3792","6337",902167.98050,367313.63510,"2655220","2588370","2588370",1.000000
"3792","6337",902167.98050,367313.63510,"2666640","3159411","3159411",1.000000
"3792","6337",902167.98050,367313.63510,"2673420","2543720","2543720",1.000000
"1996","5962",-647832.01950,267313.63510,"3107415","590683","590683",1.000000
"1996","5962",-647832.01950,267313.63510,"3113190","569195","569195",1.000000
"1996","5962",-647832.01950,267313.63510,"3125475","5374528","5374528",1.000000
"1996","5962",-647832.01950,267313.63510,"5661435","8355089","3804494",0.455351
"4892","6700",1852167.98100,467313.63510,"0910660","2075036","2075036",1.000000
"4892","6700",1852167.98100,467313.63510,"0911990","798873","798873",1.000000
"4892","6700",1852167.98100,467313.63510,"0917520","5367983","5367983",1.000000
"4892","6700",1852167.98100,467313.63510,"0918430","114439419","11721116",0.102422
"4892","6700",1852167.98100,467313.63510,"0918920","32855720","32855720",1.000000
"4892","6700",1852167.98100,467313.63510,"0930540","7486265","7486265",1.000000
"4892","6700",1852167.98100,467313.63510,"0931520","1890068","1890068",1.000000
"4892","6700",1852167.98100,467313.63510,"0933690","10619100","10619100",1.000000
"4892","6700",1852167.98100,467313.63510,"0955990","59544863","59544863",1.000000
"4892","6700",1852167.98100,467313.63510,"0956900","5121670","5121670",1.000000
"4892","6700",1852167.98100,467313.63510,"0959210","1741198","1741198",1.000000
"4892","6700",1852167.98100,467313.63510,"0963900","16582171","16582171",1.000000
"4892","6700",1852167.98100,467313.63510,"0964530","6296641","6296641",1.000000
"4892","6700",1852167.98100,467313.63510,"0973000","99450485","99450485",1.000000
"4892","6700",1852167.98100,467313.63510,"0977270","60812554","5280891",0.086839
"4892","6700",1852167.98100,467313.63510,"0983570","51797880","50971228",0.984041
"4892","6700",1852167.98100,467313.63510,"0986380","716209","716209",1.000000
"4892","6700",1852167.98100,467313.63510,"3401090","16599295","5175998",0.311820
"4892","6700",1852167.98100,467313.63510,"3413810","8184145","102709",0.012550
"4892","6700",1852167.98100,467313.63510,"3430150","4792814","10282",0.002145
"4892","6700",1852167.98100,467313.63510,"3453430","3367158","2684449",0.797245
"4892","6700",1852167.98100,467313.63510,"3453610","7075494","5259618",0.743357
"4892","6700",1852167.98100,467313.63510,"3464170","2522076","2522076",1.000000
"4892","6700",1852167.98100,467313.63510,"3602506","3424154","3424154",1.000000
"4892","6700",1852167.98100,467313.63510,"3602649","15674992","15674992",1.000000
"4892","6700",1852167.98100,467313.63510,"3602737","3520618","2924804",0.830764
"4892","6700",1852167.98100,467313.63510,"3605034","3831209","1208945",0.315552
"4892","6700",1852167.98100,467313.63510,"3605309","9204062","9204062",1.000000
"4892","6700",1852167.98100,467313.63510,"3605342","2594764","2594764",1.000000
"4892","6700",1852167.98100,467313.63510,"3606860","11937753","1175645",0.098481
"4892","6700",1852167.98100,467313.63510,"3608103","15449356","15449356",1.000000
"4892","6700",1852167.98100,467313.63510,"3612532","26922466","3532189",0.131199
"4892","6700",1852167.98100,467313.63510,"3613442","5249657","937987",0.178676
"4892","6700",1852167.98100,467313.63510,"3613618","2723833","1562379",0.573596
"4892","6700",1852167.98100,467313.63510,"3613805","1186749","1186749",1.000000
"4892","6700",1852167.98100,467313.63510,"3619092","6309936","6309936",1.000000
"4892","6700",1852167.98100,467313.63510,"3619213","12238817","8221549",0.671760
"4892","6700",1852167.98100,467313.63510,"3620698","6300831","6300831",1.000000
"4892","6700",1852167.98100,467313.63510,"3621809","8733906","4646164",0.531969
"4892","6700",1852167.98100,467313.63510,"3623316","2465886","2465886",1.000000
"4892","6700",1852167.98100,467313.63510,"3624295","2655637","2655637",1.000000
"4892","6700",1852167.98100,467313.63510,"3625120","1116661","1116661",1.000000
"4892","6700",1852167.98100,467313.63510,"3629476","6632485","6632485",1.000000
"4892","6700",1852167.98100,467313.63510,"3629872","439428","439428",1.000000
"4892","6700",1852167.98100,467313.63510,"3630642","6716488","6716488",1.000000
"4892","6700",1852167.98100,467313.63510,"3631445","2343870","1836272",0.783436
"4892","6700",1852167.98100,467313.63510,"3632402","44981335","44981335",1.000000
"4892","6700",1852167.98100,467313.63510,"3632523","2318810","2318810",1.000000
"4892","6700",1852167.98100,467313.63510,"3632710","5028002","5028002",1.000000
"4892","6700",1852167.98100,467313.63510,"3632842","2834669","2834669",1.000000
"4892","6700",1852167.98100,467313.63510,"3634118","4926778","4926778",1.000000
"4892","6700",1852167.98100,467313.63510,"3636233","19636066","5834751",0.297145
"4892","6700",1852167.98100,467313.63510,"3637022","2518327","2518327",1.000000
"4892","6700",1852167.98100,467313.63510,"3637803","7312548","7312548",1.000000
"4892","6700",1852167.98100,467313.63510,"3638500","18188732","18188732",1.000000
"4892","6700",1852167.98100,467313.63510,"3638946","2082522","2082522",1.000000
"4892","6700",1852167.98100,467313.63510,"3640689","7968659","6844929",0.858981
"4892","6700",1852167.98100,467313.63510,"3642455","2591015","2591015",1.000000
"4892","6700",1852167.98100,467313.63510,"3643005","23846912","21173282",0.887884
"4892","6700",1852167.98100,467313.63510,"3644534","16705870","16705870",1.000000
"4892","6700",1852167.98100,467313.63510,"3644831","8380055","5727818",0.683506
"4892","6700",1852167.98100,467313.63510,"3648890","7939163","7939163",1.000000
"4892","6700",1852167.98100,467313.63510,"3650617","27179830","6599629",0.242813
"4892","6700",1852167.98100,467313.63510,"3654100","1997638","1576897",0.789381
"4892","6700",1852167.98100,467313.63510,"3655167","7960920","5349978",0.672030
"4892","6700",1852167.98100,467313.63510,"3655530","8183271","8183271",1.000000
"4892","6700",1852167.98100,467313.63510,"3656869","7879844","6853343",0.869731
"4892","6700",1852167.98100,467313.63510,"3657749","1758481","1758481",1.000000
"4892","6700",1852167.98100,467313.63510,"3658728","4733249","4733249",1.000000
"4892","6700",1852167.98100,467313.63510,"3659223","6020657","6020657",1.000000
"4892","6700",1852167.98100,467313.63510,"3664309","15396403","15396388",0.999999
"4892","6700",1852167.98100,467313.63510,"3664325","8979725","8979725",1.000000
"4892","6700",1852167.98100,467313.63510,"3665431","17262700","17262700",1.000000
"4892","6700",1852167.98100,467313.63510,"3665948","4594661","4594661",1.000000
"4892","6700",1852167.98100,467313.63510,"3666872","1884445","1884445",1.000000
"4892","6700",1852167.98100,467313.63510,"3667279","4165970","4165970",1.000000
"4892","6700",1852167.98100,467313.63510,"3667638","5747643","5747643",1.000000
"4892","6700",1852167.98100,467313.63510,"3669441","1575302","1545942",0.981362
"4892","6700",1852167.98100,467313.63510,"3670068","1369748","1369748",1.000000
"4892","6700",1852167.98100,467313.63510,"3673154","7193766","3597044",0.500022
"4892","6700",1852167.98100,467313.63510,"3673176","7959976","7959976",1.000000
"4892","6700",1852167.98100,467313.63510,"3673715","2834979","2834979",1.000000
"4892","6700",1852167.98100,467313.63510,"3675583","1510802","271198",0.179506
"4892","6700",1852167.98100,467313.63510,"3676386","3178590","2721886",0.856319
"4892","6700",1852167.98100,467313.63510,"3676639","2150281","2150281",1.000000
"4892","6700",1852167.98100,467313.63510,"3681677","25595338","25595338",1.000000
"4892","6700",1852167.98100,467313.63510,"3684000","47505122","11710566",0.246512
"4892","6700",1852167.98100,467313.63510,"3684088","2374136","2374136",1.000000
"4950","6701",1902167.98100,467313.63510,"0908000","42068934","42068934",1.000000
"4950","6701",1902167.98100,467313.63510,"0922980","32642669","342429",0.010490
"4950","6701",1902167.98100,467313.63510,"0947515","57211280","57211280",1.000000
"4950","6701",1902167.98100,467313.63510,"0952000","48361429","37409",0.000774
"4950","6701",1902167.98100,467313.63510,"0957670","44761394","14874224",0.332300
"4950","6701",1902167.98100,467313.63510,"0968100","81563642","28825140",0.353407
"4950","6701",1902167.98100,467313.63510,"0971040","2202075","2202075",1.000000
"4950","6701",1902167.98100,467313.63510,"0974260","45543387","45543387",1.000000
"4950","6701",1902167.98100,467313.63510,"0977270","60812554","55531662",0.913161
"4950","6701",1902167.98100,467313.63510,"0982800","28183864","7583155",0.269060
"4950","6701",1902167.98100,467313.63510,"0983570","51797880","826652",0.015959
"4950","6701",1902167.98100,467313.63510,"0988050","720163","720163",1.000000
"4950","6701",1902167.98100,467313.63510,"3602737","3520618","595814",0.169236
"4950","6701",1902167.98100,467313.63510,"3604055","8310962","3892887",0.468404
"4950","6701",1902167.98100,467313.63510,"3605672","2252897","2252897",1.000000
"4950","6701",1902167.98100,467313.63510,"3609000","15029553","5272168",0.350787
"4950","6701",1902167.98100,467313.63510,"3611781","73934714","41330887",0.559019
"4950","6701",1902167.98100,467313.63510,"3613376","22615307","22615307",1.000000
"4950","6701",1902167.98100,467313.63510,"3613420","13589591","6632538",0.488060
"4950","6701",1902167.98100,467313.63510,"3613442","5249657","4311670",0.821324
"4950","6701",1902167.98100,467313.63510,"3617530","30977032","8909495",0.287616
"4950","6701",1902167.98100,467313.63510,"3618157","35798155","35798155",1.000000
"4950","6701",1902167.98100,467313.63510,"3622612","13362614","12910321",0.966152
"4950","6701",1902167.98100,467313.63510,"3622733","21425097","146429",0.006834
"4950","6701",1902167.98100,467313.63510,"3622980","13922301","13922301",1.000000
"4950","6701",1902167.98100,467313.63510,"3624405","12375456","2749",0.000222
"4950","6701",1902167.98100,467313.63510,"3625417","10672846","10672846",1.000000
"4950","6701",1902167.98100,467313.63510,"3626946","25503772","25503772",1.000000
"4950","6701",1902167.98100,467313.63510,"3629509","4448622","4448622",1.000000
"4950","6701",1902167.98100,467313.63510,"3630543","9650255","2177887",0.225682
"4950","6701",1902167.98100,467313.63510,"3632732","28180080","896828",0.031825
"4950","6701",1902167.98100,467313.63510,"3632963","7260121","7260121",1.000000
"4950","6701",1902167.98100,467313.63510,"3635056","18560406","1710854",0.092178
"4950","6701",1902167.98100,467313.63510,"3635254","18421621","10665576",0.578971
"4950","6701",1902167.98100,467313.63510,"3636233","19636066","1170335",0.059601
"4950","6701",1902167.98100,467313.63510,"3639672","16083893","16083893",1.000000
"4950","6701",1902167.98100,467313.63510,"3640530","7652144","7652144",1.000000
"4950","6701",1902167.98100,467313.63510,"3640838","12794747","9117412",0.712590
"4950","6701",1902167.98100,467313.63510,"3645139","65903856","40923115",0.620952
"4950","6701",1902167.98100,467313.63510,"3646074","10236772","10236772",1.000000
"4950","6701",1902167.98100,467313.63510,"3646085","10380930","3994548",0.384797
"4950","6701",1902167.98100,467313.63510,"3646404","27971784","26039469",0.930919
"4950","6701",1902167.98100,467313.63510,"3646976","21492771","21492771",1.000000
"4950","6701",1902167.98100,467313.63510,"3647306","16955795","16955795",1.000000
"4950","6701",1902167.98100,467313.63510,"3648450","5448271","5448271",1.000000
"4950","6701",1902167.98100,467313.63510,"3649066","15045656","15045656",1.000000
"4950","6701",1902167.98100,467313.63510,"3649825","9903521","8945603",0.903275
"4950","6701",1902167.98100,467313.63510,"3651286","9732012","9732012",1.000000
"4950","6701",1902167.98100,467313.63510,"3651528","12674629","5317537",0.419542
"4950","6701",1902167.98100,467313.63510,"3653396","5982462","5982462",1.000000
"4950","6701",1902167.98100,467313.63510,"3654617","5282449","5282449",1.000000
"4950","6701",1902167.98100,467313.63510,"3659157","1141673","1141673",1.000000
"4950","6701",1902167.98100,467313.63510,"3659355","7916026","7916026",1.000000
"4950","6701",1902167.98100,467313.63510,"3659377","6876716","6876716",1.000000
"4950","6701",1902167.98100,467313.63510,"3661665","34407510","34407510",1.000000
"4950","6701",1902167.98100,467313.63510,"3663319","29237899","29237899",1.000000
"4950","6701",1902167.98100,467313.63510,"3663473","21108715","769006",0.036431
"4950","6701",1902167.98100,467313.63510,"3664584","11819857","11819857",1.000000
"4950","6701",1902167.98100,467313.63510,"3666212","11185484","11185484",1.000000
"4950","6701",1902167.98100,467313.63510,"3666481","22061702","22061702",1.000000
"4950","6701",1902167.98100,467313.63510,"3667070","28975636","20372379",0.703087
"4950","6701",1902167.98100,467313.63510,"3667191","1160297","1160297",1.000000
"4950","6701",1902167.98100,467313.63510,"3667851","30203950","22895852",0.758042
"4950","6701",1902167.98100,467313.63510,"3668374","4202593","4202593",1.000000
"4950","6701",1902167.98100,467313.63510,"3671608","15063597","15063597",1.000000
"4950","6701",1902167.98100,467313.63510,"3671620","4397510","4397510",1.000000
"4950","6701",1902167.98100,467313.63510,"3673352","8368419","8368419",1.000000
"4950","6701",1902167.98100,467313.63510,"3677519","2529794","2529794",1.000000
"4950","6701",1902167.98100,467313.63510,"3677772","25382074","25382074",1.000000
"4950","6701",1902167.98100,467313.63510,"3683426","35659887","35659887",1.000000
"1938","5961",-697832.01950,267313.63510,"5611265","7898427","7898427",1.000000
"1938","5961",-697832.01950,267313.63510,"5612860","617177","617177",1.000000
"1938","5961",-697832.01950,267313.63510,"5637510","2170710","2170710",1.000000
"1938","5961",-697832.01950,267313.63510,"5661435","8355089","4550596",0.544650
"1938","5961",-697832.01950,267313.63510,"5663800","127289341","1313523",0.010319
"4661","6524",1652167.98100,417313.63510,"4202088","2012023","2012023",1.000000
"4661","6524",1652167.98100,417313.63510,"4203272","2398405","2398405",1.000000
"4661","6524",1652167.98100,417313.63510,"4204599","5271745","4178894",0.792697
"4661","6524",1652167.98100,417313.63510,"4204816","665839","665839",1.000000
"4661","6524",1652167.98100,417313.63510,"4205028","6156311","6156311",1.000000
"4661","6524",1652167.98100,417313.63510,"4205888","8422218","8422218",1.000000
"4661","6524",1652167.98100,417313.63510,"4208472","4767435","4767435",1.000000
"4661","6524",1652167.98100,417313.63510,"4209496","1198497","17233",0.014379
"4661","6524",1652167.98100,417313.63510,"4212864","5938100","5938100",1.000000
"4661","6524",1652167.98100,417313.63510,"4215888","2650046","2650046",1.000000
"4661","6524",1652167.98100,417313.63510,"4216568","2608028","2608028",1.000000
"4661","6524",1652167.98100,417313.63510,"4218048","6248701","6073559",0.971971
"4661","6524",1652167.98100,417313.63510,"4220800","2662311","2662311",1.000000
"4661","6524",1652167.98100,417313.63510,"4222672","3089692","3089692",1.000000
"4661","6524",1652167.98100,417313.63510,"4224088","2895323","987441",0.341047
"4661","6524",1652167.98100,417313.63510,"4224392","12951150","554989",0.042852
"4661","6524",1652167.98100,417313.63510,"4226880","4077419","4077419",1.000000
"4661","6524",1652167.98100,417313.63510,"4226984","1427824","1427824",1.000000
"4661","6524",1652167.98100,417313.63510,"4227744","1741365","1741365",1.000000
"4661","6524",1652167.98100,417313.63510,"4228832","1937614","1937614",1.000000
"4661","6524",1652167.98100,417313.63510,"4229680","8800677","8800677",1.000000
"4661","6524",1652167.98100,417313.63510,"4232600","1476206","1476206",1.000000
"4661","6524",1652167.98100,417313.63510,"4233000","15999699","3212060",0.200758
"4661","6524",1652167.98100,417313.63510,"4233408","15549517","15549517",1.000000
"4661","6524",1652167.98100,417313.63510,"4234308","3650254","3650254",1.000000
"4661","6524",1652167.98100,417313.63510,"4234776","2209782","2209782",1.000000
"4661","6524",1652167.98100,417313.63510,"4236096","980480","980480",1.000000
"4661","6524",1652167.98100,417313.63510,"4237008","1914997","1914997",1.000000
"4661","6524",1652167.98100,417313.63510,"4237792","729953","729953",1.000000
"4661","6524",1652167.98100,417313.63510,"4238392","1004139","1004139",1.000000
"4661","6524",1652167.98100,417313.63510,"4239056","299069","299069",1.000000
"4661","6524",1652167.98100,417313.63510,"4239784","5715793","5715793",1.000000
"4661","6524",1652167.98100,417313.63510,"4240848","3497995","3497995",1.000000
"4661","6524",1652167.98100,417313.63510,"4241608","12585596","12585596",1.000000
"4661","6524",1652167.98100,417313.63510,"4241700","591311","591311",1.000000
"4661","6524",1652167.98100,417313.63510,"4241848","13438051","13438051",1.000000
"4661","6524",1652167.98100,417313.63510,"4243320","4111237","4111237",1.000000
"4661","6524",1652167.98100,417313.63510,"4245568","1788643","1788643",1.000000
"4661","6524",1652167.98100,417313.63510,"4245824","901701","901701",1.000000
"4661","6524",1652167.98100,417313.63510,"4246720","1931619","1931619",1.000000
"4661","6524",1652167.98100,417313.63510,"4249312","3569120","3569120",1.000000
"4661","6524",1652167.98100,417313.63510,"4250208","1421428","1421428",1.000000
"4661","6524",1652167.98100,417313.63510,"4251384","38967594","38967594",1.000000
"4661","6524",1652167.98100,417313.63510,"4252584","9175102","9175102",1.000000
"4661","6524",1652167.98100,417313.63510,"4252984","2655396","2655396",1.000000
"4661","6524",1652167.98100,417313.63510,"4253088","55842743","7553713",0.135268
"4661","6524",1652167.98100,417313.63510,"4253448","7945316","7945316",1.000000
"4661","6524",1652167.98100,417313.63510,"4255752","3129311","3129311",1.000000
"4661","6524",1652167.98100,417313.63510,"4255808","1547363","1547363",1.000000
"4661","6524",1652167.98100,417313.63510,"4256816","472492","289531",0.612774
"4661","6524",1652167.98100,417313.63510,"4257904","1691986","1691986",1.000000
"4661","6524",1652167.98100,417313.63510,"4259054","4227729","3026814",0.715943
"4661","6524",1652167.98100,417313.63510,"4260224","3271829","3271829",1.000000
"4661","6524",1652167.98100,417313.63510,"4261112","3309107","3309107",1.000000
"4661","6524",1652167.98100,417313.63510,"4261648","3066921","3066921",1.000000
"4661","6524",1652167.98100,417313.63510,"4262712","1203639","1203639",1.000000
"4661","6524",1652167.98100,417313.63510,"4269832","3152247","3149984",0.999282
"4661","6524",1652167.98100,417313.63510,"4269952","1333366","1333366",1.000000
"4661","6524",1652167.98100,417313.63510,"4270224","1291784","1291784",1.000000
"4661","6524",1652167.98100,417313.63510,"4270704","9858971","9858971",1.000000
"4661","6524",1652167.98100,417313.63510,"4274184","8172350","4339604",0.531011
"4661","6524",1652167.98100,417313.63510,"4275072","2802266","2802266",1.000000
"4661","6524",1652167.98100,417313.63510,"4275832","5501664","5501664",1.000000
"4661","6524",1652167.98100,417313.63510,"4277424","4618262","4618262",1.000000
"4661","6524",1652167.98100,417313.63510,"4277656","4499089","4499089",1.000000
"4661","6524",1652167.98100,417313.63510,"4280896","2542024","2542024",1.000000
"4661","6524",1652167.98100,417313.63510,"4281080","1938873","1938873",1.000000
"4661","6524",1652167.98100,417313.63510,"4281856","7722423","4078788",0.528175
"4661","6524",1652167.98100,417313.63510,"4283136","3876647","3876647",1.000000
"4661","6524",1652167.98100,417313.63510,"4283656","1847366","1847366",1.000000
"4661","6524",1652167.98100,417313.63510,"4283720","1097251","1097251",1.000000
"4661","6524",1652167.98100,417313.63510,"4284272","9373385","4532270",0.483525
"4661","6524",1652167.98100,417313.63510,"4284552","3259253","738648",0.226631
"4661","6524",1652167.98100,417313.63510,"4285152","18934916","18934916",1.000000
"4661","6524",1652167.98100,417313.63510,"4286856","4098887","4087029",0.997107
"4661","6524",1652167.98100,417313.63510,"4286952","1577509","1577509",1.000000
"4660","6696",1652167.98100,467313.63510,"4203640","2675291","2675291",1.000000
"4660","6696",1652167.98100,467313.63510,"4209496","1198497","1181264",0.985621
"4660","6696",1652167.98100,467313.63510,"4213480","6682038","5883349",0.880472
"4660","6696",1652167.98100,467313.63510,"4213864","1380725","1380725",1.000000
"4660","6696",1652167.98100,467313.63510,"4213880","4108747","4108747",1.000000
"4660","6696",1652167.98100,467313.63510,"4218048","6248701","175142",0.028029
"4660","6696",1652167.98100,467313.63510,"4218088","7961926","7961926",1.000000
"4660","6696",1652167.98100,467313.63510,"4219160","12419842","199363",0.016052
"4660","6696",1652167.98100,467313.63510,"4220424","3930471","3930471",1.000000
"4660","6696",1652167.98100,467313.63510,"4220512","14853791","14853791",1.000000
"4660","6696",1652167.98100,467313.63510,"4224392","12951150","12396160",0.957147
"4660","6696",1652167.98100,467313.63510,"4224488","2006321","2006321",1.000000
"4660","6696",1652167.98100,467313.63510,"4229496","4651548","4651548",1.000000
"4660","6696",1652167.98100,467313.63510,"4233000","15999699","12787639",0.799242
"4660","6696",1652167.98100,467313.63510,"4235624","1575375","1575375",1.000000
"4660","6696",1652167.98100,467313.63510,"4236152","2357785","2357785",1.000000
"4660","6696",1652167.98100,467313.63510,"4240744","503749","503749",1.000000
"4660","6696",1652167.98100,467313.63510,"4241080","4741931","4741931",1.000000
"4660","6696",1652167.98100,467313.63510,"4242824","2700519","89984",0.033321
"4660","6696",1652167.98100,467313.63510,"4248856","2012375","2012375",1.000000
"4660","6696",1652167.98100,467313.63510,"4250880","16890672","10873337",0.643748
"4660","6696",1652167.98100,467313.63510,"4254400","3060008","3060008",1.000000
"4660","6696",1652167.98100,467313.63510,"4255728","5160603","5160603",1.000000
"4660","6696",1652167.98100,467313.63510,"4256576","8841725","8841725",1.000000
"4660","6696",1652167.98100,467313.63510,"4261048","4419355","4419355",1.000000
"4660","6696",1652167.98100,467313.63510,"4269000","66134304","20020552",0.302726
"4660","6696",1652167.98100,467313.63510,"4269832","3152247","2263",0.000718
"4660","6696",1652167.98100,467313.63510,"4276184","13477110","13348132",0.990430
"4660","6696",1652167.98100,467313.63510,"4277784","2500273","2500273",1.000000
"4660","6696",1652167.98100,467313.63510,"4279016","5336293","5336293",1.000000
"4660","6696",1652167.98100,467313.63510,"4281664","4062305","4062305",1.000000
"4660","6696",1652167.98100,467313.63510,"4282952","3170272","3170272",1.000000
"4660","6696",1652167.98100,467313.63510,"4283856","2499303","2499303",1.000000
"4660","6696",1652167.98100,467313.63510,"4284272","9373385","4841115",0.516475
"4660","6696",1652167.98100,467313.63510,"4286856","4098887","11858",0.002893
"3447","5815",602167.98050,217313.63510,"1711215","1109423","1109423",1.000000
"3447","5815",602167.98050,217313.63510,"1712931","6403458","6403458",1.000000
"3447","5815",602167.98050,217313.63510,"1715495","1422282","1422282",1.000000
"3447","5815",602167.98050,217313.63510,"1716210","632831","632831",1.000000
"3447","5815",602167.98050,217313.63510,"1718485","572361","572361",1.000000
"3447","5815",602167.98050,217313.63510,"1723737","5573251","5573251",1.000000
"3447","5815",602167.98050,217313.63510,"1724764","4743728","855663",0.180378
"3447","5815",602167.98050,217313.63510,"1726311","1482326","1482326",1.000000
"3447","5815",602167.98050,217313.63510,"1731732","3192632","3192632",1.000000
"3447","5815",602167.98050,217313.63510,"1736438","2277132","2277132",1.000000
"3447","5815",602167.98050,217313.63510,"1739038","923548","923548",1.000000
"3447","5815",602167.98050,217313.63510,"1743094","5307379","5307379",1.000000
"3447","5815",602167.98050,217313.63510,"1749568","6205542","6205542",1.000000
"3447","5815",602167.98050,217313.63510,"1753234","48505717","18460930",0.380593
"3447","5815",602167.98050,217313.63510,"1757524","1113934","1113934",1.000000
"3447","5815",602167.98050,217313.63510,"1761015","20344954","20344954",1.000000
"3447","5815",602167.98050,217313.63510,"1766443","1799736","692660",0.384868
"3447","5815",602167.98050,217313.63510,"1775822","1945991","1945991",1.000000
"3388","5986",552167.98050,267313.63510,"1707692","1030575","1030575",1.000000
"3388","5986",552167.98050,267313.63510,"1709681","3892060","3892060",1.000000
"3388","5986",552167.98050,267313.63510,"1711982","2644944","2644944",1.000000
"3388","5986",552167.98050,267313.63510,"1712970","1374960","1374960",1.000000
"3388","5986",552167.98050,267313.63510,"1718459","2583343","2583343",1.000000
"3388","5986",552167.98050,267313.63510,"1719499","7684292","7684292",1.000000
"3388","5986",552167.98050,267313.63510,"1720526","688528","688528",1.000000
"3388","5986",552167.98050,267313.63510,"1731017","2506016","2506016",1.000000
"3388","5986",552167.98050,267313.63510,"1734098","14583243","14583243",1.000000
"3388","5986",552167.98050,267313.63510,"1734163","4707005","4707005",1.000000
"3388","5986",552167.98050,267313.63510,"1735671","123237","123237",1.000000
"3388","5986",552167.98050,267313.63510,"1740559","4250643","4250643",1.000000
"3388","5986",552167.98050,267313.63510,"1740598","3070370","3070370",1.000000
"3388","5986",552167.98050,267313.63510,"1742184","31747280","19974233",0.629164
"3388","5986",552167.98050,267313.63510,"1745850","514585","514585",1.000000
