id,ID_2,X_coord,Y_coord,PLACEFIPS,area,area2,propreal3
"643","9207",-1797832.02000,1217313.63500,"5322010","7110565","7110565",1.000000
"643","9207",-1797832.02000,1217313.63500,"5342835","3244908","3244908",1.000000
"643","9207",-1797832.02000,1217313.63500,"5353720","1267061","1267061",1.000000
"643","9207",-1797832.02000,1217313.63500,"5376510","2260429","2260429",1.000000
"701","9208",-1747832.02000,1217313.63500,"5307835","3078920","1041154",0.338156
"701","9208",-1747832.02000,1217313.63500,"5307870","2711903","2711903",1.000000
"701","9208",-1747832.02000,1217313.63500,"5342800","794088","794088",1.000000
"642","9379",-1797832.02000,1267313.63500,"5345355","1793508","1793508",1.000000
"642","9379",-1797832.02000,1267313.63500,"5373080","3069059","3069059",1.000000
"642","9379",-1797832.02000,1267313.63500,"5379380","2435412","2435412",1.000000
"700","9380",-1747832.02000,1267313.63500,"5307835","3078920","2037765",0.661844
"700","9380",-1747832.02000,1267313.63500,"5314310","797032","797032",1.000000
"700","9380",-1747832.02000,1267313.63500,"5342380","4768407","4768407",1.000000
"700","9380",-1747832.02000,1267313.63500,"5350007","29004710","29004710",1.000000
"700","9380",-1747832.02000,1267313.63500,"5350920","5262448","5262448",1.000000
"700","9380",-1747832.02000,1267313.63500,"5351340","9148718","9148718",1.000000
"700","9380",-1747832.02000,1267313.63500,"5358795","2579547","2579547",1.000000
"699","9552",-1747832.02000,1317313.63500,"5340350","2244282","2244282",1.000000
"699","9552",-1747832.02000,1317313.63500,"5371890","2075524","1400738",0.674884
"934","9040",-1547832.02000,1167313.63500,"1603700","2024641","2024641",1.000000
"934","9040",-1547832.02000,1167313.63500,"1608290","3964656","3964656",1.000000
"934","9040",-1547832.02000,1167313.63500,"1616750","41704351","33831686",0.811227
"934","9040",-1547832.02000,1167313.63500,"1620350","6008816","6008816",1.000000
"934","9040",-1547832.02000,1167313.63500,"1635830","2553095","2167219",0.848860
"934","9040",-1547832.02000,1167313.63500,"1636370","24837978","24837978",1.000000
"934","9040",-1547832.02000,1167313.63500,"1636460","1758651","1758651",1.000000
"934","9040",-1547832.02000,1167313.63500,"1639070","78006","78006",1.000000
"934","9040",-1547832.02000,1167313.63500,"1664810","37247145","33370830",0.895930
"934","9040",-1547832.02000,1167313.63500,"1666340","13512194","13512194",1.000000
"934","9040",-1547832.02000,1167313.63500,"1676060","6568905","6568905",1.000000
"933","9212",-1547832.02000,1217313.63500,"1622510","8374416","8374416",1.000000
"933","9212",-1547832.02000,1217313.63500,"1644200","1519086","6567",0.004323
"933","9212",-1547832.02000,1217313.63500,"1658600","2149068","2149068",1.000000
"933","9212",-1547832.02000,1217313.63500,"1664450","7823448","6705911",0.857155
"933","9212",-1547832.02000,1217313.63500,"1665530","9711690","9711690",1.000000
"933","9212",-1547832.02000,1217313.63500,"1672100","12420583","12420583",1.000000
"933","9212",-1547832.02000,1217313.63500,"5348820","3504070","3504070",1.000000
"991","9213",-1497832.02000,1217313.63500,"1623680","1181395","1181395",1.000000
"991","9213",-1497832.02000,1217313.63500,"1638440","1333562","1333562",1.000000
"991","9213",-1497832.02000,1217313.63500,"1644200","1519086","1512519",0.995677
"991","9213",-1497832.02000,1217313.63500,"1664450","7823448","1117537",0.142845
"991","9213",-1497832.02000,1217313.63500,"3075025","2006539","739640",0.368615
"990","9385",-1497832.02000,1267313.63500,"1609370","6765915","6765915",1.000000
"990","9385",-1497832.02000,1267313.63500,"1655270","3925329","3925329",1.000000
"1048","9386",-1447832.02000,1267313.63500,"3073165","14812841","4047605",0.273250
"1048","9386",-1447832.02000,1267313.63500,"3082130","72844451","71297985",0.978770
"1051","8870",-1447832.02000,1117313.63500,"3005050","12323742","12323742",1.000000
"1051","8870",-1447832.02000,1117313.63500,"3073825","4472036","4472036",1.000000
"1051","8870",-1447832.02000,1117313.63500,"3074950","6809169","6809169",1.000000
"1051","8870",-1447832.02000,1117313.63500,"3078775","7382367","7382367",1.000000
"992","9041",-1497832.02000,1167313.63500,"1614950","2381534","2381534",1.000000
"992","9041",-1497832.02000,1167313.63500,"3035875","13196330","13196330",1.000000
"992","9041",-1497832.02000,1167313.63500,"3054925","3206774","3206774",1.000000
"1050","9042",-1447832.02000,1167313.63500,"3034110","32189805","28506612",0.885579
"1050","9042",-1447832.02000,1167313.63500,"3057950","9125212","7669639",0.840489
"1108","9043",-1397832.02000,1167313.63500,"3034110","32189805","3683193",0.114421
"1108","9043",-1397832.02000,1167313.63500,"3040675","10328985","10328985",1.000000
"1108","9043",-1397832.02000,1167313.63500,"3043830","34043279","34043279",1.000000
"1108","9043",-1397832.02000,1167313.63500,"3047875","43820121","43820121",1.000000
"1049","9214",-1447832.02000,1217313.63500,"3043450","5033873","5033873",1.000000
"1049","9214",-1447832.02000,1217313.63500,"3057950","9125212","1455573",0.159511
"1049","9214",-1447832.02000,1217313.63500,"3073165","14812841","10765236",0.726750
"1049","9214",-1447832.02000,1217313.63500,"3075025","2006539","1266900",0.631386
"1049","9214",-1447832.02000,1217313.63500,"3079935","2566227","2566227",1.000000
"1049","9214",-1447832.02000,1217313.63500,"3082130","72844451","1546466",0.021230
"1107","9215",-1397832.02000,1217313.63500,"3028150","18542440","18542440",1.000000
"1107","9215",-1397832.02000,1217313.63500,"3055450","3485680","3485680",1.000000
"1107","9215",-1397832.02000,1217313.63500,"3071575","2668038","2668038",1.000000
"1107","9215",-1397832.02000,1217313.63500,"3074725","135050324","135050324",1.000000
"1106","9387",-1397832.02000,1267313.63500,"3024850","2644582","2644582",1.000000
"1106","9387",-1397832.02000,1267313.63500,"3038480","11690804","11690804",1.000000
"1106","9387",-1397832.02000,1267313.63500,"3049400","1079956","1079956",1.000000
"1106","9387",-1397832.02000,1267313.63500,"3062200","248737","248737",1.000000
"1106","9387",-1397832.02000,1267313.63500,"3079105","41644635","41644635",1.000000
"1168","8700",-1347832.02000,1067313.63500,"3002425","16752894","12538915",0.748463
"1168","8700",-1347832.02000,1067313.63500,"3013900","5185074","5185074",1.000000
"1168","8700",-1347832.02000,1067313.63500,"3017050","55898362","55898362",1.000000
"1168","8700",-1347832.02000,1067313.63500,"3040580","9210041","9210041",1.000000
"1168","8700",-1347832.02000,1067313.63500,"3056350","12568991","10550307",0.839392
"1168","8700",-1347832.02000,1067313.63500,"3061075","6835511","3735408",0.546471
"1168","8700",-1347832.02000,1067313.63500,"3064150","3071316","3071316",1.000000
"1168","8700",-1347832.02000,1067313.63500,"3065275","1457417","1457417",1.000000
"1109","8871",-1397832.02000,1117313.63500,"3011800","1420336","1420336",1.000000
"1109","8871",-1397832.02000,1117313.63500,"3024100","809666","809666",1.000000
"1109","8871",-1397832.02000,1117313.63500,"3037825","996208","996208",1.000000
"1109","8871",-1397832.02000,1117313.63500,"3041910","2719767","2719767",1.000000
"1109","8871",-1397832.02000,1117313.63500,"3044950","35910498","35910498",1.000000
"1109","8871",-1397832.02000,1117313.63500,"3053725","128459411","128459411",1.000000
"1167","8872",-1347832.02000,1117313.63500,"3004410","7186941","7186941",1.000000
"1167","8872",-1347832.02000,1117313.63500,"3005800","14026270","14026270",1.000000
"1167","8872",-1347832.02000,1117313.63500,"3005875","96596899","42360496",0.438529
"1167","8872",-1347832.02000,1117313.63500,"3019525","1424368","1424368",1.000000
"1167","8872",-1347832.02000,1117313.63500,"3026226","29511847","29511847",1.000000
"1167","8872",-1347832.02000,1117313.63500,"3039627","1604398","1604398",1.000000
"1167","8872",-1347832.02000,1117313.63500,"3040355","2645392","2645392",1.000000
"1167","8872",-1347832.02000,1117313.63500,"3040725","3504453","3504453",1.000000
"1167","8872",-1347832.02000,1117313.63500,"3041950","46503339","43004582",0.924763
"1167","8872",-1347832.02000,1117313.63500,"3043710","8799520","8799520",1.000000
"1167","8872",-1347832.02000,1117313.63500,"3056350","12568991","2018684",0.160608
"1167","8872",-1347832.02000,1117313.63500,"3058750","10775982","10775982",1.000000
"1167","8872",-1347832.02000,1117313.63500,"3063940","1574540","1574540",1.000000
"1167","8872",-1347832.02000,1117313.63500,"3064075","7454753","7454753",1.000000
"1167","8872",-1347832.02000,1117313.63500,"3072850","19700005","19700005",1.000000
"1167","8872",-1347832.02000,1117313.63500,"3075287","1710080","1710080",1.000000
"1167","8872",-1347832.02000,1117313.63500,"3081700","3580061","3580061",1.000000
"1283","8874",-1247832.02000,1117313.63500,"3022450","12053529","12053529",1.000000
"1166","9044",-1347832.02000,1167313.63500,"3004230","4652418","4652418",1.000000
"1166","9044",-1347832.02000,1167313.63500,"3005875","96596899","54236404",0.561471
"1166","9044",-1347832.02000,1167313.63500,"3016600","5301899","5301899",1.000000
"1166","9044",-1347832.02000,1167313.63500,"3017500","9872897","9872897",1.000000
"1166","9044",-1347832.02000,1167313.63500,"3025075","22861734","22861734",1.000000
"1166","9044",-1347832.02000,1167313.63500,"3027595","4033467","4033467",1.000000
"1166","9044",-1347832.02000,1167313.63500,"3035622","22467897","22467897",1.000000
"1166","9044",-1347832.02000,1167313.63500,"3038125","3856610","3856610",1.000000
"1166","9044",-1347832.02000,1167313.63500,"3040075","30478271","30478271",1.000000
"1166","9044",-1347832.02000,1167313.63500,"3041950","46503339","3498757",0.075237
"1166","9044",-1347832.02000,1167313.63500,"3048100","4531635","4531635",1.000000
"1166","9044",-1347832.02000,1167313.63500,"3069475","7779682","7779682",1.000000
"1166","9044",-1347832.02000,1167313.63500,"3079075","10912538","10912538",1.000000
"1166","9044",-1347832.02000,1167313.63500,"3079825","30657934","30657440",0.999984
"1224","9045",-1297832.02000,1167313.63500,"3022985","11286897","11286897",1.000000
"1165","9216",-1347832.02000,1217313.63500,"3079825","30657934","495",0.000016
"1223","9217",-1297832.02000,1217313.63500,"3003250","24763925","24763925",1.000000
"1282","9046",-1247832.02000,1167313.63500,"3010375","709936","709936",1.000000
"1282","9046",-1247832.02000,1167313.63500,"3035350","11828237","11828237",1.000000
"1282","9046",-1247832.02000,1167313.63500,"3054510","9912098","9912098",1.000000
"1282","9046",-1247832.02000,1167313.63500,"3069680","6144429","6144429",1.000000
"1282","9046",-1247832.02000,1167313.63500,"3070825","10955445","10955445",1.000000
"1340","9047",-1197832.02000,1167313.63500,"3018775","2555474","2555474",1.000000
"1340","9047",-1197832.02000,1167313.63500,"3040525","945792","945792",1.000000
"1340","9047",-1197832.02000,1167313.63500,"3043835","2623594","2623594",1.000000
"1340","9047",-1197832.02000,1167313.63500,"3066250","8277016","8277016",1.000000
"1340","9047",-1197832.02000,1167313.63500,"3067450","15283403","15283403",1.000000
"1340","9047",-1197832.02000,1167313.63500,"3076225","2385471","505338",0.211840
"1339","9219",-1197832.02000,1217313.63500,"3072175","5145852","3106183",0.603629
"1339","9219",-1197832.02000,1217313.63500,"3073075","1210927","1210927",1.000000
"1341","8875",-1197832.02000,1117313.63500,"3009250","8001830","8001830",1.000000
"1341","8875",-1197832.02000,1117313.63500,"3011500","4220797","4220797",1.000000
"1341","8875",-1197832.02000,1117313.63500,"3017275","3248201","3248201",1.000000
"1341","8875",-1197832.02000,1117313.63500,"3076225","2385471","1880133",0.788160
"1397","9220",-1147832.02000,1217313.63500,"3072175","5145852","2039669",0.396371
"1456","9049",-1097832.02000,1167313.63500,"3014200","1232000","1232000",1.000000
"1456","9049",-1097832.02000,1167313.63500,"3038725","10070125","10070125",1.000000
"1456","9049",-1097832.02000,1167313.63500,"3039775","3337069","3337069",1.000000
"1456","9049",-1097832.02000,1167313.63500,"3064900","2373082","2373082",1.000000
"1515","8878",-1047832.02000,1117313.63500,"3003212","11660872","11660872",1.000000
"1515","8878",-1047832.02000,1117313.63500,"3004575","11884270","11242172",0.945971
"1515","8878",-1047832.02000,1117313.63500,"3006250","1130958","1130958",1.000000
"1515","8878",-1047832.02000,1117313.63500,"3008162","6356138","6356138",1.000000
"1515","8878",-1047832.02000,1117313.63500,"3008725","2038901","2038901",1.000000
"1515","8878",-1047832.02000,1117313.63500,"3035912","12116546","5298322",0.437280
"1515","8878",-1047832.02000,1117313.63500,"3056650","19103228","18918568",0.990334
"1515","8878",-1047832.02000,1117313.63500,"3063900","22245720","22245720",1.000000
"1515","8878",-1047832.02000,1117313.63500,"3063928","14125214","14125214",1.000000
"1515","8878",-1047832.02000,1117313.63500,"3065537","20918585","20918585",1.000000
"1515","8878",-1047832.02000,1117313.63500,"3066212","16415573","16415573",1.000000
"1573","8879",-997832.01950,1117313.63500,"3004575","11884270","642098",0.054029
"1573","8879",-997832.01950,1117313.63500,"3014575","1325443","1325443",1.000000
"1573","8879",-997832.01950,1117313.63500,"3035050","9852820","9852820",1.000000
"1573","8879",-997832.01950,1117313.63500,"3035125","8795134","8795134",1.000000
"1573","8879",-997832.01950,1117313.63500,"3035912","12116546","6818224",0.562720
"1573","8879",-997832.01950,1117313.63500,"3056650","19103228","184660",0.009666
"1573","8879",-997832.01950,1117313.63500,"3065065","6580314","6580314",1.000000
"1573","8879",-997832.01950,1117313.63500,"3079098","4913422","4913422",1.000000
"1514","9050",-1047832.02000,1167313.63500,"3030700","12904267","12904267",1.000000
"1514","9050",-1047832.02000,1167313.63500,"3036400","442880","442880",1.000000
"1514","9050",-1047832.02000,1167313.63500,"3041725","1143144","1143144",1.000000
"1980","8714",-647832.01950,1067313.63500,"3010000","602701","602701",1.000000
"1980","8714",-647832.01950,1067313.63500,"3018475","1555129","1555129",1.000000
"1980","8714",-647832.01950,1067313.63500,"3029500","728566","728566",1.000000
"1980","8714",-647832.01950,1067313.63500,"3048775","1041790","1041790",1.000000
"2038","8715",-597832.01950,1067313.63500,"3003400","2633350","2631976",0.999478
"2038","8715",-597832.01950,1067313.63500,"3886220","53113404","5627814",0.105958
"1979","8886",-647832.01950,1117313.63500,"3002050","546718","546718",1.000000
"1979","8886",-647832.01950,1117313.63500,"3056050","3378819","3378819",1.000000
"1979","8886",-647832.01950,1117313.63500,"3058375","3023913","3023913",1.000000
"1979","8886",-647832.01950,1117313.63500,"3062125","3516058","3516058",1.000000
"2037","8887",-597832.01950,1117313.63500,"3078925","1406125","1406125",1.000000
"2037","8887",-597832.01950,1117313.63500,"3827820","2619600","2619600",1.000000
"2037","8887",-597832.01950,1117313.63500,"3833500","1491935","1491935",1.000000
"2096","8716",-547832.01950,1067313.63500,"3800940","1474592","1474592",1.000000
"2096","8716",-547832.01950,1067313.63500,"3824540","974640","974640",1.000000
"2096","8716",-547832.01950,1067313.63500,"3865580","3522306","3522306",1.000000
"2096","8716",-547832.01950,1067313.63500,"3874780","966090","966090",1.000000
"2096","8716",-547832.01950,1067313.63500,"3886020","753657","753657",1.000000
"2096","8716",-547832.01950,1067313.63500,"3886220","53113404","29337234",0.552351
"2154","8717",-497832.01950,1067313.63500,"3864140","3198592","3198592",1.000000
"2154","8717",-497832.01950,1067313.63500,"3868540","735108","735108",1.000000
"2154","8717",-497832.01950,1067313.63500,"3875380","4753010","4753010",1.000000
"2154","8717",-497832.01950,1067313.63500,"3878940","4339330","4339330",1.000000
"2154","8717",-497832.01950,1067313.63500,"3885540","3873760","3873760",1.000000
"2095","8888",-547832.01950,1117313.63500,"3801860","2757674","2757674",1.000000
"2095","8888",-547832.01950,1117313.63500,"3816940","3551437","3551437",1.000000
"2153","8889",-497832.01950,1117313.63500,"3815460","699205","699205",1.000000
"2153","8889",-497832.01950,1117313.63500,"3826700","732219","726457",0.992131
"2153","8889",-497832.01950,1117313.63500,"3845220","1065330","1065330",1.000000
"2153","8889",-497832.01950,1117313.63500,"3846540","365611","365611",1.000000
"2153","8889",-497832.01950,1117313.63500,"3857220","797246","797246",1.000000
"2153","8889",-497832.01950,1117313.63500,"3863740","1448362","1448362",1.000000
"2212","8718",-447832.01950,1067313.63500,"3806460","963280","963280",1.000000
"2212","8718",-447832.01950,1067313.63500,"3812260","1525658","1525658",1.000000
"2212","8718",-447832.01950,1067313.63500,"3819900","1813761","1813761",1.000000
"2212","8718",-447832.01950,1067313.63500,"3842020","3228414","3228414",1.000000
"2212","8718",-447832.01950,1067313.63500,"3860620","5711826","5711826",1.000000
"2211","8890",-447832.01950,1117313.63500,"3808500","2084478","2084478",1.000000
"2211","8890",-447832.01950,1117313.63500,"3826700","732219","5762",0.007869
"2211","8890",-447832.01950,1117313.63500,"3879140","328474","328474",1.000000
"2270","8719",-397832.01950,1067313.63500,"3810940","1657954","1234371",0.744515
"2270","8719",-397832.01950,1067313.63500,"3818620","191739","191739",1.000000
"2270","8719",-397832.01950,1067313.63500,"3827980","2485996","2485996",1.000000
"2270","8719",-397832.01950,1067313.63500,"3830580","692154","692154",1.000000
"2270","8719",-397832.01950,1067313.63500,"3832580","782078","782078",1.000000
"2270","8719",-397832.01950,1067313.63500,"3844900","894792","894792",1.000000
"2270","8719",-397832.01950,1067313.63500,"3851420","427679","427679",1.000000
"2270","8719",-397832.01950,1067313.63500,"3853380","64122240","1803920",0.028133
"2270","8719",-397832.01950,1067313.63500,"3853420","19886290","19886290",1.000000
"2270","8719",-397832.01950,1067313.63500,"3869300","394704","394704",1.000000
"2269","8891",-397832.01950,1117313.63500,"3802660","426576","426576",1.000000
"2269","8891",-397832.01950,1117313.63500,"3848020","639864","639864",1.000000
"2269","8891",-397832.01950,1117313.63500,"3853780","2796238","2796238",1.000000
"2269","8891",-397832.01950,1117313.63500,"3872540","813973","813973",1.000000
"2328","8720",-347832.01950,1067313.63500,"3804740","445034","445034",1.000000
"2328","8720",-347832.01950,1067313.63500,"3829180","857318","857318",1.000000
"2328","8720",-347832.01950,1067313.63500,"3843500","399136","399136",1.000000
"2328","8720",-347832.01950,1067313.63500,"3856020","343123","343123",1.000000
"2328","8720",-347832.01950,1067313.63500,"3879420","2106777","2106777",1.000000
"2328","8720",-347832.01950,1067313.63500,"3880860","839370","839370",1.000000
"2386","8721",-297832.01950,1067313.63500,"3805220","1130287","1130287",1.000000
"2386","8721",-297832.01950,1067313.63500,"3843260","1293010","1293010",1.000000
"2386","8721",-297832.01950,1067313.63500,"3860380","941769","941769",1.000000
"2386","8721",-297832.01950,1067313.63500,"3867780","2576637","2576637",1.000000
"2386","8721",-297832.01950,1067313.63500,"3868860","5092854","5092854",1.000000
"2386","8721",-297832.01950,1067313.63500,"3872250","38973930","207695",0.005329
"2386","8721",-297832.01950,1067313.63500,"3886380","1179727","1179727",1.000000
"2386","8721",-297832.01950,1067313.63500,"3887180","413082","413082",1.000000
"2327","8892",-347832.01950,1117313.63500,"3808460","2981308","2981308",1.000000
"2327","8892",-347832.01950,1117313.63500,"3844700","196472","196472",1.000000
"2327","8892",-347832.01950,1117313.63500,"3874020","262965","262965",1.000000
"2327","8892",-347832.01950,1117313.63500,"3885020","848826","848826",1.000000
"2385","8893",-297832.01950,1117313.63500,"3805740","15556818","15556818",1.000000
"2385","8893",-297832.01950,1117313.63500,"3821020","2592025","2592025",1.000000
"2385","8893",-297832.01950,1117313.63500,"3821520","13481307","13481307",1.000000
"2385","8893",-297832.01950,1117313.63500,"3833050","3894696","3810341",0.978341
"2385","8893",-297832.01950,1117313.63500,"3869980","1152222","1152222",1.000000
"2385","8893",-297832.01950,1117313.63500,"3872250","38973930","38766235",0.994671
"2444","8722",-247832.01950,1067313.63500,"3807180","683859","683859",1.000000
"2444","8722",-247832.01950,1067313.63500,"3811860","1639683","1639683",1.000000
"2444","8722",-247832.01950,1067313.63500,"3822540","973794","973794",1.000000
"2444","8722",-247832.01950,1067313.63500,"3855220","2353740","2353740",1.000000
"2444","8722",-247832.01950,1067313.63500,"3861780","339966","339966",1.000000
"2444","8722",-247832.01950,1067313.63500,"3867500","572970","472297",0.824296
"2443","8894",-247832.01950,1117313.63500,"3833050","3894696","84356",0.021659
"2443","8894",-247832.01950,1117313.63500,"3835140","483534","483534",1.000000
"2443","8894",-247832.01950,1117313.63500,"3867500","572970","100672",0.175702
"2443","8894",-247832.01950,1117313.63500,"3867820","3712108","3712108",1.000000
"2502","8723",-197832.01950,1067313.63500,"3801740","77440840","77440840",1.000000
"2502","8723",-197832.01950,1067313.63500,"3811580","23021218","23021218",1.000000
"2502","8723",-197832.01950,1067313.63500,"3822340","691005","691005",1.000000
"2502","8723",-197832.01950,1067313.63500,"3834860","445873","445873",1.000000
"2502","8723",-197832.01950,1067313.63500,"3844780","4354190","4354190",1.000000
"2502","8723",-197832.01950,1067313.63500,"3847660","69467774","69467774",1.000000
"2502","8723",-197832.01950,1067313.63500,"3855020","3728064","3728064",1.000000
"2502","8723",-197832.01950,1067313.63500,"3855740","932812","932812",1.000000
"2502","8723",-197832.01950,1067313.63500,"3875580","356167","356167",1.000000
"2501","8895",-197832.01950,1117313.63500,"3811700","558598","558598",1.000000
"2501","8895",-197832.01950,1117313.63500,"3835060","483728","483728",1.000000
"2501","8895",-197832.01950,1117313.63500,"3870780","566646","566646",1.000000
"2501","8895",-197832.01950,1117313.63500,"3882940","617204","617204",1.000000
"2560","8724",-147832.01950,1067313.63500,"3800340","2630567","2630567",1.000000
"2560","8724",-147832.01950,1067313.63500,"3812060","372518","372518",1.000000
"2560","8724",-147832.01950,1067313.63500,"3817060","1696588","1696588",1.000000
"2560","8724",-147832.01950,1067313.63500,"3822260","801512","801512",1.000000
"2560","8724",-147832.01950,1067313.63500,"3825180","800012","800012",1.000000
"2560","8724",-147832.01950,1067313.63500,"3853020","1324694","1324694",1.000000
"2560","8724",-147832.01950,1067313.63500,"3854740","352036","352036",1.000000
"2560","8724",-147832.01950,1067313.63500,"3860100","782047","782047",1.000000
"2560","8724",-147832.01950,1067313.63500,"3860900","5625475","5576876",0.991361
"2559","8896",-147832.01950,1117313.63500,"3882980","2843404","2843404",1.000000
"2618","8725",-97832.01950,1067313.63500,"3803740","2599992","2599992",1.000000
"2618","8725",-97832.01950,1067313.63500,"3812940","2122109","2122109",1.000000
