"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
-0.10647018,-0.10647018,-0.10647018,-0.10647018,-0.10647018,-0.10647018,-0.10647018,-0.10647018,-0.10647018,-0.10647018,-0.10647018,-0.10647018,-0.10633324,-0.10635492,-0.10640896,-0.10641719,-0.10642805,-0.10640069,-0.10637437,-0.10630025,-0.10611259
-0.10647018,-0.10647018,-0.10647018,-0.10647018,-0.10647018,-0.10647018,-0.10647018,-0.10647018,-0.10647018,-0.10647018,-0.10647018,-0.10647018,-0.10633324,-0.10635492,-0.10640896,-0.10641719,-0.10642805,-0.10640069,-0.10637437,-0.10630025,-0.10611259
-0.10489789,-0.10489789,-0.10489789,-0.10489789,-0.10489789,-0.10489789,-0.10489789,-0.10489789,-0.10489789,-0.10489789,-0.10489789,-0.10489789,-0.1035592,-0.10288551,-0.10259438,-0.10205277,-0.10190095,-0.10156184,-0.1010154,-0.09828487,-0.09761035
-0.10372139,-0.10372139,-0.10372139,-0.10372139,-0.10372139,-0.10372139,-0.10372139,-0.10372139,-0.10372139,-0.10372139,-0.10372139,-0.10372139,-0.10197558,-0.10175402,-0.10157536,-0.10138982,-0.10085816,-0.10028296,-0.09959252,-0.09889024,-0.09885723
-0.10612753,-0.10612753,-0.10612753,-0.10612753,-0.10612753,-0.10612753,-0.10612753,-0.10612753,-0.10612753,-0.10612753,-0.10612753,-0.10612753,-0.10596148,-0.10563317,-0.10574834,-0.10566567,-0.10570549,-0.10571454,-0.10576917,-0.10565391,-0.10569265
-0.10335746,-0.10335746,-0.10335746,-0.10335746,-0.10335746,-0.10335746,-0.10335746,-0.10335746,-0.10335746,-0.10335746,-0.10335746,-0.10335746,-0.0972926,-0.09616637,-0.0949696,-0.09120045,-0.08592046,-0.08218435,-0.07904924,-0.06653733,-0.06106935
-0.1044321,-0.1044321,-0.1044321,-0.1044321,-0.1044321,-0.1044321,-0.1044321,-0.1044321,-0.1044321,-0.1044321,-0.1044321,-0.1044321,-0.10278387,-0.10008139,-0.09485889,-0.09060344,-0.07679101,-0.05163385,-0.03287944,-0.00466108,0.03758588
-0.1044321,-0.1044321,-0.1044321,-0.1044321,-0.1044321,-0.1044321,-0.1044321,-0.1044321,-0.1044321,-0.1044321,-0.1044321,-0.1044321,-0.10278387,-0.10008139,-0.09485889,-0.09060344,-0.07679101,-0.05163385,-0.03287944,-0.00466108,0.03758588
-0.10594396,-0.10594396,-0.10594396,-0.10594396,-0.10594396,-0.10594396,-0.10594396,-0.10594396,-0.10594396,-0.10594396,-0.10594396,-0.10594396,-0.10569487,-0.10562231,-0.10578105,-0.10573349,-0.10578473,-0.10574606,-0.1058137,-0.10570735,-0.1057523
-0.10643015,-0.10643015,-0.10643015,-0.10643015,-0.10643015,-0.10643015,-0.10643015,-0.10643015,-0.10643015,-0.10643015,-0.10643015,-0.10643015,-0.10629757,-0.1062793,-0.10624429,-0.10610632,-0.10554466,-0.10426734,-0.10185285,-0.09874157,-0.09419096
-0.10605002,-0.10605002,-0.10605002,-0.10605002,-0.10605002,-0.10605002,-0.10605002,-0.10605002,-0.10605002,-0.10605002,-0.10605002,-0.10605002,-0.10582807,-0.10400587,-0.10389595,-0.10322031,-0.1029734,-0.10290032,-0.10289866,-0.10193583,-0.10183022
-0.10589053,-0.10589053,-0.10589053,-0.10589053,-0.10589053,-0.10589053,-0.10589053,-0.10589053,-0.10589053,-0.10589053,-0.10589053,-0.10589053,-0.10552015,-0.10529911,-0.10540306,-0.10525473,-0.10527649,-0.10534994,-0.10542676,-0.10520987,-0.10522318
-0.10484397,-0.10484397,-0.10484397,-0.10484397,-0.10484397,-0.10484397,-0.10484397,-0.10484397,-0.10484397,-0.10484397,-0.10484397,-0.10484397,-0.10428663,-0.10328858,-0.10315148,-0.10279872,-0.10268844,-0.1027452,-0.10233739,-0.10177473,-0.10191894
-0.10635321,-0.10635321,-0.10635321,-0.10635321,-0.10635321,-0.10635321,-0.10635321,-0.10635321,-0.10635321,-0.10635321,-0.10635321,-0.10635321,-0.10633244,-0.10635512,-0.10633584,-0.10632694,-0.10633343,-0.1063415,-0.1062948,-0.10622813,-0.10604081
-0.10635321,-0.10635321,-0.10635321,-0.10635321,-0.10635321,-0.10635321,-0.10635321,-0.10635321,-0.10635321,-0.10635321,-0.10635321,-0.10635321,-0.10633244,-0.10635512,-0.10633584,-0.10632694,-0.10633343,-0.1063415,-0.1062948,-0.10622813,-0.10604081
-0.1062588,-0.1062588,-0.1062588,-0.1062588,-0.1062588,-0.1062588,-0.1062588,-0.1062588,-0.1062588,-0.1062588,-0.1062588,-0.1062588,-0.1059869,-0.10585409,-0.1054122,-0.1050966,-0.10375658,-0.10106177,-0.09749599,-0.09305354,-0.0852015
-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10540123,-0.1050793,-0.1039127,-0.10338805,-0.10106381,-0.09678398,-0.09330378,-0.08923617,-0.07914419
-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10540123,-0.1050793,-0.1039127,-0.10338805,-0.10106381,-0.09678398,-0.09330378,-0.08923617,-0.07914419
-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10540123,-0.1050793,-0.1039127,-0.10338805,-0.10106381,-0.09678398,-0.09330378,-0.08923617,-0.07914419
-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10540123,-0.1050793,-0.1039127,-0.10338805,-0.10106381,-0.09678398,-0.09330378,-0.08923617,-0.07914419
-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10540123,-0.1050793,-0.1039127,-0.10338805,-0.10106381,-0.09678398,-0.09330378,-0.08923617,-0.07914419
-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10540123,-0.1050793,-0.1039127,-0.10338805,-0.10106381,-0.09678398,-0.09330378,-0.08923617,-0.07914419
-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10540123,-0.1050793,-0.1039127,-0.10338805,-0.10106381,-0.09678398,-0.09330378,-0.08923617,-0.07914419
-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10540123,-0.1050793,-0.1039127,-0.10338805,-0.10106381,-0.09678398,-0.09330378,-0.08923617,-0.07914419
-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10540123,-0.1050793,-0.1039127,-0.10338805,-0.10106381,-0.09678398,-0.09330378,-0.08923617,-0.07914419
-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10595613,-0.10540123,-0.1050793,-0.1039127,-0.10338805,-0.10106381,-0.09678398,-0.09330378,-0.08923617,-0.07914419
-0.10630076,-0.10630076,-0.10630076,-0.10630076,-0.10630076,-0.10630076,-0.10630076,-0.10630076,-0.10630076,-0.10630076,-0.10630076,-0.10630076,-0.10628853,-0.10625539,-0.10628552,-0.10620656,-0.10617317,-0.1061697,-0.1061673,-0.106073,-0.10606688
-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10544795,-0.10489741,-0.10490039,-0.10455842,-0.10459368,-0.10442161,-0.10417677,-0.10351161,-0.10324919
-0.10476393,-0.10476393,-0.10476393,-0.10476393,-0.10476393,-0.10476393,-0.10476393,-0.10476393,-0.10476393,-0.10476393,-0.10476393,-0.10476393,-0.10249822,-0.10047286,-0.09990145,-0.09781416,-0.09550914,-0.09257299,-0.09015718,-0.08186754,-0.07776806
-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10502673,-0.10445154,-0.1030524,-0.10213956,-0.09926429,-0.09350955,-0.0877102,-0.08025747,-0.06174339
-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10502673,-0.10445154,-0.1030524,-0.10213956,-0.09926429,-0.09350955,-0.0877102,-0.08025747,-0.06174339
-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10502673,-0.10445154,-0.1030524,-0.10213956,-0.09926429,-0.09350955,-0.0877102,-0.08025747,-0.06174339
-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10502673,-0.10445154,-0.1030524,-0.10213956,-0.09926429,-0.09350955,-0.0877102,-0.08025747,-0.06174339
-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10575022,-0.10502673,-0.10445154,-0.1030524,-0.10213956,-0.09926429,-0.09350955,-0.0877102,-0.08025747,-0.06174339
-0.10482799,-0.10482799,-0.10482799,-0.10482799,-0.10482799,-0.10482799,-0.10482799,-0.10482799,-0.10482799,-0.10482799,-0.10482799,-0.10482799,-0.10352805,-0.1032484,-0.10306211,-0.10293751,-0.10261555,-0.10203394,-0.10168607,-0.10130966,-0.10145618
-0.10490729,-0.10490729,-0.10490729,-0.10490729,-0.10490729,-0.10490729,-0.10490729,-0.10490729,-0.10490729,-0.10490729,-0.10490729,-0.10490729,-0.10311867,-0.09954192,-0.09438233,-0.09082756,-0.0785887,-0.05665242,-0.04185427,-0.01829464,0.01122608
-0.10490729,-0.10490729,-0.10490729,-0.10490729,-0.10490729,-0.10490729,-0.10490729,-0.10490729,-0.10490729,-0.10490729,-0.10490729,-0.10490729,-0.10311867,-0.09954192,-0.09438233,-0.09082756,-0.0785887,-0.05665242,-0.04185427,-0.01829464,0.01122608
-0.10511963,-0.10511963,-0.10511963,-0.10511963,-0.10511963,-0.10511963,-0.10511963,-0.10511963,-0.10511963,-0.10511963,-0.10511963,-0.10511963,-0.10362986,-0.1009692,-0.09698558,-0.09418207,-0.08488073,-0.06784665,-0.05527505,-0.03595602,-0.00729681
-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10594229,-0.10590569,-0.10580053,-0.10579669,-0.10588079,-0.10589793,-0.10572666,-0.10571331
-0.1055443,-0.1055443,-0.1055443,-0.1055443,-0.1055443,-0.1055443,-0.1055443,-0.1055443,-0.1055443,-0.1055443,-0.1055443,-0.1055443,-0.10465223,-0.10382378,-0.10219209,-0.10089107,-0.09746478,-0.09023511,-0.08211662,-0.07127878,-0.04434259
-0.10488789,-0.10488789,-0.10488789,-0.10488789,-0.10488789,-0.10488789,-0.10488789,-0.10488789,-0.10488789,-0.10488789,-0.10488789,-0.10488789,-0.10258604,-0.10179624,-0.10149229,-0.09986232,-0.09726956,-0.09399183,-0.09161152,-0.083803,-0.07972179
-0.10488789,-0.10488789,-0.10488789,-0.10488789,-0.10488789,-0.10488789,-0.10488789,-0.10488789,-0.10488789,-0.10488789,-0.10488789,-0.10488789,-0.10258604,-0.10179624,-0.10149229,-0.09986232,-0.09726956,-0.09399183,-0.09161152,-0.083803,-0.07972179
-0.10553661,-0.10553661,-0.10553661,-0.10553661,-0.10553661,-0.10553661,-0.10553661,-0.10553661,-0.10553661,-0.10553661,-0.10553661,-0.10553661,-0.10400102,-0.10418806,-0.10393662,-0.10355233,-0.10336258,-0.10303938,-0.10261155,-0.10078694,-0.10025318
-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10630694,-0.10541694,-0.10544125,-0.10518416,-0.10515423,-0.10497081,-0.1046008,-0.10447827,-0.10433481
-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10630694,-0.10541694,-0.10544125,-0.10518416,-0.10515423,-0.10497081,-0.1046008,-0.10447827,-0.10433481
-0.10639598,-0.10639598,-0.10639598,-0.10639598,-0.10639598,-0.10639598,-0.10639598,-0.10639598,-0.10639598,-0.10639598,-0.10639598,-0.10639598,-0.10627327,-0.10627355,-0.1062502,-0.10624311,-0.106305,-0.10629428,-0.10627474,-0.10627146,-0.1061817
-0.10635507,-0.10635507,-0.10635507,-0.10635507,-0.10635507,-0.10635507,-0.10635507,-0.10635507,-0.10635507,-0.10635507,-0.10635507,-0.10635507,-0.10630512,-0.10594658,-0.10594732,-0.10583765,-0.1058545,-0.10587814,-0.10589952,-0.1057566,-0.10576279
-0.10625286,-0.10625286,-0.10625286,-0.10625286,-0.10625286,-0.10625286,-0.10625286,-0.10625286,-0.10625286,-0.10625286,-0.10625286,-0.10625286,-0.10608839,-0.10605268,-0.10610551,-0.10600095,-0.10591018,-0.10527272,-0.10522337,-0.10491729,-0.10493704
-0.10466735,-0.10466735,-0.10466735,-0.10466735,-0.10466735,-0.10466735,-0.10466735,-0.10466735,-0.10466735,-0.10466735,-0.10466735,-0.10466735,-0.10229607,-0.10175152,-0.10143582,-0.09979897,-0.0972554,-0.0939877,-0.0916002,-0.08373867,-0.07962465
-0.10633711,-0.10633711,-0.10633711,-0.10633711,-0.10633711,-0.10633711,-0.10633711,-0.10633711,-0.10633711,-0.10633711,-0.10633711,-0.10633711,-0.10631493,-0.10633818,-0.10631746,-0.10630522,-0.10631868,-0.10632068,-0.1062898,-0.10624001,-0.10603702
-0.10561589,-0.10561589,-0.10561589,-0.10561589,-0.10561589,-0.10561589,-0.10561589,-0.10561589,-0.10561589,-0.10561589,-0.10561589,-0.10561589,-0.10546786,-0.10505313,-0.1045728,-0.10428361,-0.10416976,-0.1042856,-0.10418763,-0.10426173,-0.10479972
-0.10633249,-0.10633249,-0.10633249,-0.10633249,-0.10633249,-0.10633249,-0.10633249,-0.10633249,-0.10633249,-0.10633249,-0.10633249,-0.10633249,-0.10629833,-0.10628233,-0.10627587,-0.10622547,-0.10620027,-0.10619444,-0.10617091,-0.10608578,-0.10589623
-0.10633249,-0.10633249,-0.10633249,-0.10633249,-0.10633249,-0.10633249,-0.10633249,-0.10633249,-0.10633249,-0.10633249,-0.10633249,-0.10633249,-0.10629833,-0.10628233,-0.10627587,-0.10622547,-0.10620027,-0.10619444,-0.10617091,-0.10608578,-0.10589623
-0.10648243,-0.10648243,-0.10648243,-0.10648243,-0.10648243,-0.10648243,-0.10648243,-0.10648243,-0.10648243,-0.10648243,-0.10648243,-0.10648243,-0.10633373,-0.10630742,-0.10624572,-0.10605943,-0.10529485,-0.10337937,-0.09983272,-0.09521069,-0.08839224
-0.10529709,-0.10529709,-0.10529709,-0.10529709,-0.10529709,-0.10529709,-0.10529709,-0.10529709,-0.10529709,-0.10529709,-0.10529709,-0.10529709,-0.10416266,-0.10428807,-0.10402073,-0.1036486,-0.10339519,-0.10305229,-0.10266494,-0.1007572,-0.10023649
-0.10643897,-0.10643897,-0.10643897,-0.10643897,-0.10643897,-0.10643897,-0.10643897,-0.10643897,-0.10643897,-0.10643897,-0.10643897,-0.10643897,-0.10624905,-0.10622678,-0.10619095,-0.10618163,-0.1062525,-0.10623032,-0.10620957,-0.10621647,-0.10609832
-0.10643897,-0.10643897,-0.10643897,-0.10643897,-0.10643897,-0.10643897,-0.10643897,-0.10643897,-0.10643897,-0.10643897,-0.10643897,-0.10643897,-0.10624905,-0.10622678,-0.10619095,-0.10618163,-0.1062525,-0.10623032,-0.10620957,-0.10621647,-0.10609832
-0.10601949,-0.10601949,-0.10601949,-0.10601949,-0.10601949,-0.10601949,-0.10601949,-0.10601949,-0.10601949,-0.10601949,-0.10601949,-0.10601949,-0.10498703,-0.10328431,-0.10171553,-0.1011152,-0.09926247,-0.09525369,-0.09109145,-0.08491234,-0.0707024
-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10634941,-0.10638249,-0.1063852,-0.10637953,-0.10639038,-0.10640271,-0.10638722,-0.10632842,-0.1062338
-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10634941,-0.10638249,-0.1063852,-0.10637953,-0.10639038,-0.10640271,-0.10638722,-0.10632842,-0.1062338
-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10634941,-0.10638249,-0.1063852,-0.10637953,-0.10639038,-0.10640271,-0.10638722,-0.10632842,-0.1062338
-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10642168,-0.10634941,-0.10638249,-0.1063852,-0.10637953,-0.10639038,-0.10640271,-0.10638722,-0.10632842,-0.1062338
-0.10622541,-0.10622541,-0.10622541,-0.10622541,-0.10622541,-0.10622541,-0.10622541,-0.10622541,-0.10622541,-0.10622541,-0.10622541,-0.10622541,-0.10586773,-0.10566961,-0.10499758,-0.10454485,-0.10261273,-0.09857101,-0.09329743,-0.08667865,-0.07490804
-0.10592206,-0.10592206,-0.10592206,-0.10592206,-0.10592206,-0.10592206,-0.10592206,-0.10592206,-0.10592206,-0.10592206,-0.10592206,-0.10592206,-0.10565343,-0.1059856,-0.10602081,-0.10590592,-0.10588892,-0.10526653,-0.10520638,-0.10482078,-0.10479133
-0.10635888,-0.10635888,-0.10635888,-0.10635888,-0.10635888,-0.10635888,-0.10635888,-0.10635888,-0.10635888,-0.10635888,-0.10635888,-0.10635888,-0.10624329,-0.10623286,-0.10617082,-0.10615606,-0.10624348,-0.10624107,-0.10622493,-0.10625707,-0.10621626
-0.10635888,-0.10635888,-0.10635888,-0.10635888,-0.10635888,-0.10635888,-0.10635888,-0.10635888,-0.10635888,-0.10635888,-0.10635888,-0.10635888,-0.10624329,-0.10623286,-0.10617082,-0.10615606,-0.10624348,-0.10624107,-0.10622493,-0.10625707,-0.10621626
-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10621034,-0.1058313,-0.10574239,-0.10555346,-0.10558462,-0.10550988,-0.10534169,-0.10533649,-0.10550773
-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10621034,-0.1058313,-0.10574239,-0.10555346,-0.10558462,-0.10550988,-0.10534169,-0.10533649,-0.10550773
-0.10590882,-0.10590882,-0.10590882,-0.10590882,-0.10590882,-0.10590882,-0.10590882,-0.10590882,-0.10590882,-0.10590882,-0.10590882,-0.10590882,-0.10581013,-0.10528885,-0.10504237,-0.10479603,-0.10472582,-0.10470247,-0.10464546,-0.10461944,-0.10501597
-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10628526,-0.10621034,-0.10609242,-0.10607951,-0.10599147,-0.10600824,-0.10599146,-0.10600924,-0.10586139,-0.10585751
-0.10636066,-0.10636066,-0.10636066,-0.10636066,-0.10636066,-0.10636066,-0.10636066,-0.10636066,-0.10636066,-0.10636066,-0.10636066,-0.10636066,-0.10626491,-0.10625834,-0.10620262,-0.1061855,-0.10623811,-0.10623377,-0.10620813,-0.10620423,-0.1060527
-0.10607584,-0.10607584,-0.10607584,-0.10607584,-0.10607584,-0.10607584,-0.10607584,-0.10607584,-0.10607584,-0.10607584,-0.10607584,-0.10607584,-0.105926,-0.10595516,-0.10603056,-0.10591191,-0.10597013,-0.10587283,-0.10590272,-0.10581648,-0.10586176
-0.10607584,-0.10607584,-0.10607584,-0.10607584,-0.10607584,-0.10607584,-0.10607584,-0.10607584,-0.10607584,-0.10607584,-0.10607584,-0.10607584,-0.105926,-0.10595516,-0.10603056,-0.10591191,-0.10597013,-0.10587283,-0.10590272,-0.10581648,-0.10586176
-0.10644601,-0.10644601,-0.10644601,-0.10644601,-0.10644601,-0.10644601,-0.10644601,-0.10644601,-0.10644601,-0.10644601,-0.10644601,-0.10644601,-0.10634435,-0.10634164,-0.10628429,-0.10615357,-0.10564747,-0.10438782,-0.10202184,-0.09892599,-0.09437983
-0.10641704,-0.10641704,-0.10641704,-0.10641704,-0.10641704,-0.10641704,-0.10641704,-0.10641704,-0.10641704,-0.10641704,-0.10641704,-0.10641704,-0.1062879,-0.10628787,-0.10624778,-0.10623505,-0.10628591,-0.10628846,-0.10627307,-0.10626318,-0.10618388
-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.1061192,-0.10568994,-0.10576302,-0.10568117,-0.10559747,-0.10520072,-0.10463038,-0.10466248,-0.10469045
-0.10638655,-0.10638655,-0.10638655,-0.10638655,-0.10638655,-0.10638655,-0.10638655,-0.10638655,-0.10638655,-0.10638655,-0.10638655,-0.10638655,-0.10543342,-0.10440227,-0.10429972,-0.10381444,-0.10348328,-0.10342011,-0.10340683,-0.10258617,-0.10241494
-0.10599837,-0.10599837,-0.10599837,-0.10599837,-0.10599837,-0.10599837,-0.10599837,-0.10599837,-0.10599837,-0.10599837,-0.10599837,-0.10599837,-0.10551605,-0.10513259,-0.10419982,-0.10359127,-0.10167442,-0.09783793,-0.09397169,-0.08900321,-0.07626317
-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10532183,-0.10274484,-0.10123896,-0.10133932,-0.10106015,-0.10027227,-0.10006628,-0.0985459,-0.09706221
-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10532183,-0.10274484,-0.10123896,-0.10133932,-0.10106015,-0.10027227,-0.10006628,-0.0985459,-0.09706221
-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10630813,-0.10630928,-0.10626622,-0.10624438,-0.10622736,-0.10621918,-0.10617452,-0.10609857,-0.10572558
-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10630813,-0.10630928,-0.10626622,-0.10624438,-0.10622736,-0.10621918,-0.10617452,-0.10609857,-0.10572558
-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10630813,-0.10630928,-0.10626622,-0.10624438,-0.10622736,-0.10621918,-0.10617452,-0.10609857,-0.10572558
-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10630813,-0.10630928,-0.10626622,-0.10624438,-0.10622736,-0.10621918,-0.10617452,-0.10609857,-0.10572558
-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10630813,-0.10630928,-0.10626622,-0.10624438,-0.10622736,-0.10621918,-0.10617452,-0.10609857,-0.10572558
-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10630813,-0.10630928,-0.10626622,-0.10624438,-0.10622736,-0.10621918,-0.10617452,-0.10609857,-0.10572558
-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10630813,-0.10630928,-0.10626622,-0.10624438,-0.10622736,-0.10621918,-0.10617452,-0.10609857,-0.10572558
-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10630813,-0.10630928,-0.10626622,-0.10624438,-0.10622736,-0.10621918,-0.10617452,-0.10609857,-0.10572558
-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10630813,-0.10630928,-0.10626622,-0.10624438,-0.10622736,-0.10621918,-0.10617452,-0.10609857,-0.10572558
-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10636421,-0.10630813,-0.10630928,-0.10626622,-0.10624438,-0.10622736,-0.10621918,-0.10617452,-0.10609857,-0.10572558
-0.10590882,-0.10590882,-0.10590882,-0.10590882,-0.10590882,-0.10590882,-0.10590882,-0.10590882,-0.10590882,-0.10590882,-0.10590882,-0.10590882,-0.10563626,-0.10532166,-0.10512264,-0.10490492,-0.10483067,-0.10482954,-0.10488465,-0.10475926,-0.105057
-0.10611293,-0.10611293,-0.10611293,-0.10611293,-0.10611293,-0.10611293,-0.10611293,-0.10611293,-0.10611293,-0.10611293,-0.10611293,-0.10611293,-0.10593385,-0.10594515,-0.10600737,-0.10593698,-0.10595978,-0.10556453,-0.10554738,-0.10527939,-0.10527081
-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10649468,-0.10604613,-0.10574791,-0.10572903,-0.10560142,-0.10555557,-0.10536443,-0.1050643,-0.10496922,-0.10498363
-0.10637377,-0.10637377,-0.10637377,-0.10637377,-0.10637377,-0.10637377,-0.10637377,-0.10637377,-0.10637377,-0.10637377,-0.10637377,-0.10637377,-0.10559376,-0.10380183,-0.10375029,-0.10313514,-0.10260755,-0.10245244,-0.1025497,-0.10139221,-0.10140065
