"","2","3","4","5","6","7","8"
"I/B",15.8333333333333,1.88888888888889,2.96666666666667,3.33333333333333,4.33333333333333,1.5,2.5
"I/F",5.53595478595479,3.19203944203944,4,1.33333333333333,0,0,0
"I/S",6.2,11.952380952381,4.86296296296296,0,0.3,0,0.285714285714286
