COLUMN_NAM,LATIN_NAME,COMMON_NAM,YEAR,host.radius,pest.radius,spread,pest.radius2,pest.area2,Region,Guild,Continent,host.density,PHAGY,discpopden,intpopden,popden19002,popden19102,popden19202,popden19302,popden19402,popden19502,popden19602,popden19702,popden19802,popden19902,Popden20002,PopdenEst2007,Rd_Freq2,RdLengthKM2,Income19992,Dist2PortM2,Forestland2,HostFamCnt2,HostSppCnt2,HostGenCnt2,TreeDen2,TreeVol2,Total.Host.Volume,Host.Volume.Where.Pest.Present,Closest.Port,NumHosts,NumHostsUNK,PHAGYUNK,X,Host.Vol.pest.present.unk,X.1,X.2
PRR_pres,Phytophthora cinnamomi,Phytophthora Root Rot,185,1094,1079,5.831117195,1078.756681,3655921.566,SE,Pathogens,Asia,617.3617569,UNK2,14.6934808,4269.424255,-0.54404951,-0.520767935,-0.499670505,-0.475682896,-0.464155371,-0.439441015,-0.405085979,-0.376455182,-0.357977254,-0.34291288,-0.310779195,-0.293801735,19.91719635,268.9537135,17573.84754,1033016.05,175598.0732,8.143242662,18.74261454,11.43506101,7909.392455,12776235.97,2320744859,1657245995,SL,-0.002453598,,UNK,POLY,,NA,0.714100901
POCRD_pres,Phytophthora lateralis,Port-Orford-Cedar Root Disease,86,149,143,1.659911066,142.7523517,64020.11,NW,Pathogens,Asia,137.7209866,UNK2,25.33595819,3991.725807,-0.517148523,-0.484516928,-0.453256609,-0.413867535,-0.395175472,-0.350278527,-0.2890388,-0.237993979,-0.207827936,-0.167977111,-0.118057797,-0.090210217,44.21061733,401.4715214,18095.21919,778154.8834,222997.5117,9.206507268,22.42345261,13.39434817,6865.80546,16827380.87,9564963.435,9104586.975,LB,-0.498585565,,UNK,POLY,,NA,0.951868456
SOD_pres,Phytophthora ramorum,Sudden Oak Death,14,936,123,8.800647164,123.2090603,47690.861,SW,Pathogens,UNK,441.6145527,UNK2,110.8413576,1959.390917,-0.378594463,-0.32904715,-0.281388473,-0.211785171,-0.181301215,-0.093045923,0.07579233,0.202937113,0.244100614,0.276205428,0.322119497,0.340133591,47.57160652,376.8088197,20132.36248,359386.4223,186832.9434,11.45691887,31.32822612,18.56182084,2923.473953,4450240.503,1214837547,163054042.9,LB,-0.318173941,,UNK,MONO,,NA,0.134218804
LW_pres,Raffaelea lauricola,Laurel Wilt Disease,7,663,181,25.7910003,180.5370021,102395.843,SE,Pathogens,Asia,34.69141887,UNK2,40.01775616,290.1684587,-0.576555302,-0.556350181,-0.539444642,-0.518417331,-0.50747527,-0.484226222,-0.449930694,-0.420601459,-0.392197911,-0.365272221,-0.328003533,-0.303521078,26.88695539,346.4990902,17000.02413,819728.7594,189994.1132,7.758489536,17.80525046,10.43118113,8817.761407,19796944.13,47903520.79,2160333.814,SL,-0.408379753,,UNK,POLY,,NA,0.0450976
BC_pres,Sirococcus clavigignenti-juglandace,Butternut Canker,42,313,412,9.80551884,411.8317913,532831.155,NE,Pathogens,UNK,14.96614826,MONO,41.07966435,2314.066719,-0.477489652,-0.456359658,-0.43196804,-0.406681948,-0.390859566,-0.361042639,-0.318944202,-0.281121018,-0.257241561,-0.237004038,-0.204572188,-0.186115157,28.51772268,295.3215036,18522.82246,737480.9084,202673.5299,12.08598511,30.52488756,17.75219362,5079.048135,7312574.173,4614022.087,1987404.217,NY,-0.543688471,,,,,NA,0.430731405
WS_pres,Venturia saliciperda,Willow Scab,82,624,456,5.565552472,456.3753027,654325.9444,NE,Pathogens,Europe,39.98516312,UNK2,25.633277,4357.762514,-0.524029516,-0.485958567,-0.450720128,-0.403781044,-0.382342145,-0.329372082,-0.25805423,-0.199971408,-0.161406854,-0.109343293,-0.043556129,-0.004616862,54.51006831,467.0791796,17752.4982,682157.809,249452.7141,9.658783194,23.75518012,13.82172516,7847.825312,20410994.42,48930095.22,6366981.616,NY,-0.137762316,,UNK,OLIGO,,NA,0.130124039
ESGA_pres,Adelges abietis,Eastern Spruce Gall Adelgid,128,779,908,5.132238678,656.9265508,1355762.142,NE,Suckers,Europe,632.766443,MONO,1.182768543,484.2740498,-0.659311841,-0.655218779,-0.652878229,-0.649421872,-0.647248383,-0.639064762,-0.630235836,-0.625387595,-0.613774509,-0.607987647,-0.599661354,-0.596809376,24.12229709,704.9969031,15288.84541,754288.8004,953020.3068,7.64635637,22.67896865,11.84966517,1002.617074,8783436.211,1206630317,392348547.2,NY,-0.363276847,,,,,NA,0.325160525
BWA_pres,Adelges piceae,Balsam Woolly Adelgid,101,859,385,3.813411723,385.154584,466036.589,NE,Suckers,Europe,1000.922896,MONO,7.141767575,1889.341573,-0.608474542,-0.590604695,-0.581531252,-0.568744656,-0.560549251,-0.535297437,-0.516997257,-0.495516167,-0.467441632,-0.443572347,-0.410416172,-0.393632007,31.00388142,380.5268135,17836.54692,840462.6191,547059.352,8.120283953,23.18170921,14.3903792,1853.615194,5714462.769,2320725101,1074054428,SL,-0.09265941,,,,,NA,0.462809847
HWA_pres,Adelges tsugae,Hemlock Woolly Adelgid,59,456,344,5.835981768,344.3229243,372461.8096,SE,Suckers,Asia,539.0621644,MONO,61.16875871,4668.686546,-0.390796449,-0.341590068,-0.292647718,-0.232502653,-0.205251303,-0.147560503,-0.0657263,0.003429994,0.039239259,0.073663444,0.145279562,0.185735575,26.64927675,233.0579931,18396.45723,655103.095,105737.351,14.30539507,32.17213454,18.77450137,14530.69361,15604630.46,352178457.5,139684416.3,NY,-0.498585565,,,,,NA,0.396629644
CRS_pres,Aonidiella aurantii,California Red Scale,135,426,268,1.986969177,268.2408389,226047.48,SE,Suckers,Asia,24.06826163,POLY,18.70150175,4498.215259,-0.509856357,-0.48006741,-0.454333737,-0.424499405,-0.409654589,-0.381860633,-0.339527107,-0.302498498,-0.272820581,-0.247826326,-0.201698523,-0.174220199,20.50280868,224.1840378,17167.57275,812672.4525,91963.71243,10.98457107,24.20932429,14.13564697,13506.70039,18109229.83,13752387.9,90006.20271,SL,0.016940652,UNK,,,,NA,0.006544769
GM_pres,Lymantria dispar,Gypsy Moth,140,1338,499,3.56718527,499.4059378,783532.9706,NE,Defoliators,Eurasia,1217.751653,POLY,24.92302479,6210.848234,-0.456779418,-0.419172815,-0.380232917,-0.327772633,-0.306410264,-0.26657887,-0.20600304,-0.159846302,-0.152926736,-0.14446986,-0.105340921,-0.090183088,24.02051364,263.2184207,18567.00341,1102570.009,122781.8503,9.98614164,24.89901225,14.51150981,7435.517725,8920413.473,6845208938,1629752192,NY,3.064544017,,,,,NA,0.238086552
GOS_pres,Asterolecanium variolosum,Golden Oak Scale,105,953,562,5.356500442,562.4325464,993781.1641,NE,Suckers,Europe,397.5027579,POLY,30.34895427,6396.98109,-0.410489832,-0.364742274,-0.318821641,-0.263590292,-0.238118475,-0.186836398,-0.114391876,-0.054003879,-0.028388977,-0.003929747,0.051680189,0.079512174,25.75314509,250.4914062,18445.40678,771329.454,140050.0847,13.03023735,30.45473033,17.92335428,11150.17757,11617495.31,1135351986,373027334.1,NY,0.016940652,UNK,,,,NA,0.328556552
EP_pres,Blastopsylla occidentalis,Eucalyptus Psyllid,8,53,106,13.23723611,105.8978889,35230.96,SW,Suckers,Australia,25.53943675,MONO,92.21701205,652.3918657,-0.373702375,-0.314934231,-0.258217907,-0.189105857,-0.16526414,-0.108659511,-0.023444622,0.042919106,0.053421064,0.072349577,0.117317766,0.134070034,30.51219822,283.4412533,18278.4909,685003.473,169622.4979,11.84053728,30.39503104,17.53771894,7539.856546,8824705.782,223613.3797,100724.9697,LB,-0.543688471,,,,UNK,NA,NA
JS_pres,Carulaspis juniperi,Juniper Scale,109,912,1129,10.35735727,1128.951942,4004061.902,SE,Suckers,Europe,289.3422983,OLIGO,33.41703434,7079.133701,-0.384315486,-0.329988656,-0.276166919,-0.212070672,-0.187785384,-0.131278358,-0.046492949,0.020439945,0.03693367,0.056810643,0.106987126,0.128004999,29.31523598,284.6202711,18806.18066,804094.5549,163314.3269,11.5328583,28.35194091,16.70540067,11093.56051,12640168.86,756731054.4,389377274.1,SL,-0.047556504,,,,,NA,0.514551731
BBD_pres,Cryptoccocus fagisuga Lind.,Beech Scale,119,649,372,3.110879677,370.1946816,430536.7449,NE,Suckers,Europe,233.6996473,MONO,44.28029715,9111.623388,-0.291639025,-0.206079098,-0.139350685,-0.053511185,-0.023035771,0.038065079,0.129865414,0.205941677,0.208433936,0.235535651,0.289114821,0.307169856,40.03268389,350.2881873,18753.3013,319036.7355,269965.1436,11.97419167,32.52680653,19.20477407,11321.4497,11235354.25,309060090.4,166266948.9,NY,-0.543688471,,,,,NA,0.537976122
SJS_pres,Diaspidiotus perniciosus,San Jose Scale,136,1343,1649,10.9208116,1485.230377,6930068.365,SE,Suckers,Asia,881.3226784,POLY,35.87492472,8930.964597,-0.363346778,-0.288132165,-0.231226124,-0.158409325,-0.130741832,-0.070281092,0.010161496,0.081187404,0.102274166,0.143396022,0.211626258,0.246463114,40.28192725,349.1859335,18716.86861,571462.4373,256540.0888,10.99479341,27.67620391,16.67540326,9052.617132,9991441.018,4993300119,4993300119,SL,0.016940652,UNK,,,,NA,1
GSA_pres,Elatobium abietinum,Green Spruce Aphid,109,814,320,2.418139676,263.5772247,218255.72,NW,Suckers,Eurasia,843.627262,OLIGO,41.12616701,8883.507406,-0.31854748,-0.250876366,-0.183321407,-0.097110739,-0.067241313,0.007997608,0.121810518,0.206277301,0.220303955,0.240903225,0.30325071,0.329076962,30.18821308,276.6986809,18824.09028,611010.1132,156371.402,12.21632941,29.52668344,17.62625841,11100.95457,10374366.33,1756365988,481582249.6,LB,-0.273071035,,,,,NA,0.274192425
CS_pres,Eulecanium cerasorum,Calico Scale,89,1120,1485,16.68798176,1485.230377,6930068.365,SE,Suckers,Asia,779.5355231,POLY,61.27693808,8705.115801,-0.295159236,-0.217647181,-0.146637605,-0.057200092,-0.015375624,0.065004239,0.17661315,0.274279865,0.309722787,0.359028603,0.450001511,0.500649533,33.61786161,245.5165021,18913.17415,517154.5011,93672.07254,15.11604435,33.9725018,20.28139931,16524.85984,14723561.92,3069815166,3069815166,SL,0.448575463,,,,,NA,1
EHS_pres,Fiorinia externa,Elongate Hemlock Scale,101,853,529,5.120376641,517.1580407,840226.6179,SE,Suckers,Asia,922.9230482,OLIGO,11.71551101,1209.776162,-0.569455109,-0.574348108,-0.582919306,-0.585211803,-0.583420531,-0.583247717,-0.583374617,-0.581830131,-0.564954927,-0.553380207,-0.544895735,-0.541786994,8.489272698,297.8700931,16962.02489,143719.9823,417009.7745,8.85718383,28.32086558,17.10319312,1643.696096,1573175.047,2108584458,393986978.8,NY,-0.09265941,,,,,NA,0.186849039
RLP_pres,Glycaspis brimblecombei,Redgum Lerp Psyllid,11,74,364,33.11539975,364.2693972,416864.821,SW,Suckers,Australia,20.28828217,MONO,35.64922999,668.8573961,-0.576555302,-0.556350181,-0.539444642,-0.518417331,-0.50747527,-0.484226222,-0.449930694,-0.420601459,-0.392197911,-0.365272221,-0.328003533,-0.303521078,26.88695539,346.4990902,17000.02413,819728.7594,189994.1132,7.758489536,17.80525046,10.43118113,8817.761407,19796944.13,353637.9348,298335.7438,LB,-0.363276847,,,,,NA,0.843619178
CCS_pres,Icerya purchasi,Cottony Cushion Scale,143,171,293,2.049154953,293.0291583,269756.27,SW,Suckers,Australia,29.44268299,POLY,19.39800057,4861.485517,-0.5039144,-0.467798818,-0.436014172,-0.404394201,-0.393786206,-0.364550074,-0.31875618,-0.282773354,-0.261677156,-0.247621736,-0.210496949,-0.190378751,18.87357524,192.4785457,17190.65045,957709.4573,37367.0032,8.257134567,16.21294316,10.15812949,7402.335971,11475660.76,2711303.004,58312.17221,SL,0.016940652,UNK,,,,NA,0.021507066
OS_pres,Lepidosaphes ulmi,Oystershell Scale,215,1319,1649,6.908048265,1485.230377,6930068.365,SE,Suckers,Europe,1088.092569,POLY,1.600262792,740.3944342,-0.655750122,-0.652539808,-0.652225586,-0.648709844,-0.643987187,-0.632229182,-0.61716052,-0.614798258,-0.599085028,-0.591698813,-0.584830837,-0.580621489,26.27262387,488.9430778,17190.08322,841073.1555,855411.8688,11.92045718,33.36677819,19.38334267,1101.867084,6577699.102,5943919156,5943919156,SL,1.846765552,,,,,NA,1
PHM_pres,Maconellicoccus hirsutus,Pink Hibiscus Mealybug,8,588,167,20.89268806,167.1415045,87764.42,SE,Suckers,Asia,14.68275224,POLY,78.26959611,554.8405009,-0.415241975,-0.372439137,-0.325203458,-0.27251899,-0.254259063,-0.206569168,-0.133016628,-0.076737092,-0.057075312,-0.042921501,-0.001670164,0.015278436,28.14851059,269.7580024,18775.18558,860109.9236,137421.8627,10.9777899,26.78933145,15.90594935,9050.119485,11734725.32,15946274.04,4872.16492,SL,-0.453482659,,,,,NA,0.000305536
RPS_pres,Matsucoccus matsumurae,Red Pine Scale,63,433,107,1.702876398,107.2812131,36157.4025,NE,Suckers,Asia,265.8690849,MONO,40.64600553,7431.933138,-0.534441192,-0.48312033,-0.435578772,-0.357013899,-0.322643824,-0.131677797,0.064961749,0.25818942,0.383690147,0.561039088,0.71397881,0.747264304,63.62444991,399.21592,22424.8625,568195.1316,347995.2267,9.344131992,21.931811,13.33008163,2392.139765,7628710.073,156507218.9,83280.74957,NY,-0.543688471,,,,,NA,0.000532121
CHS_pres,Nuculaspis tsugae,Circular Hemlock Scale,109,456,229,2.098163236,228.6997927,164316.5904,NE,Suckers,Asia,539.0621644,OLIGO,10.88324718,2642.785255,-0.576555302,-0.556350181,-0.539444642,-0.518417331,-0.50747527,-0.484226222,-0.449930694,-0.420601459,-0.392197911,-0.365272221,-0.328003533,-0.303521078,26.88695539,346.4990902,17000.02413,819728.7594,189994.1132,7.758489536,17.80525046,10.43118113,8817.761407,19796944.13,352178457.5,85640665.01,NY,-0.498585565,,,,,NA,0.243174059
PT_pres,Taeniothrips inconsequens,Pear Thrips,105,672,888,8.453352202,887.6019812,2475063.802,NE,Suckers,Europe,562.0140603,POLY,122.5182865,41758.25413,0.375823422,0.742483161,1.260005354,1.98646023,2.204733293,2.574289737,3.237650393,3.779930361,3.648839679,3.790652201,4.158288756,4.284472005,72.549536,437.6603906,26206.00468,73576.80157,94207.24615,13.01810376,29.17725092,17.23358351,29953.24657,9794144.73,797431672.8,687273270.1,SL,-0.543688471,,,,,NA,0.861858506
IBT_pres,Thrips calcaratus,Introduced Basswood Thrips,84,668,512,6.100414949,512.4348557,824949.1856,NE,Suckers,Europe,133.5472361,POLY,258.496094,48918.02523,0.584407115,1.054924794,1.535874706,2.440758934,2.749151237,3.301750914,4.363965447,5.120413884,5.008528919,5.219550429,5.644917841,5.806633273,98.33805271,540.6473478,27788.96026,84586.96441,64273.65796,12.19526672,23.97031272,14.29410484,43662.70277,9673518.236,187320556.7,111561302.6,SL,-0.408379753,,,,,NA,0.595563587
